,Course_ID,Year,Course_Duration,Course_Digit,Number_Ressources,Number_Video,Number_Quiz,Number_Exam,Basic_Sequence,Advanced_Sequence
6033,364,2019,38,2,2,0,2,0,Quizz-Quizz,Quizz Duration: 1H-Quizz Duration: 1H
6034,365,2019,9,0,0,0,0,0,,
6035,366,2019,39,34,28,9,17,2,Quizz-Quizz-Quizz-Exam-Quizz-Quizz-Exam-Video-Quizz-Quizz-Quizz-Quizz-Quizz-Quizz-Video-Video-Video-Quizz-Video-Video-Quizz-Video-Quizz-Quizz-Quizz-Video-Video-Quizz,Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Exam Duration: 2H-Quizz Duration: 1H-Quizz Duration: 1H-Exam Duration: 1H-Video Duration: 3H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Video Duration: 1H-Video Duration: 2H-Quizz Duration: 1H-Video Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Video Duration: 2H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Video Duration: 2H-Quizz Duration: 1H
6036,367,2019,11,10,9,2,6,1,Video-Video-Quizz-Exam-Quizz-Quizz-Quizz-Quizz-Quizz,Video Duration: 1H-Video Duration: 1H-Quizz Duration: 2H-Exam Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H
6037,368,2019,28,17,15,6,8,1,Exam-Quizz-Video-Quizz-Quizz-Video-Quizz-Video-Quizz-Video-Quizz-Video-Quizz-Video-Quizz,Exam Duration: 1H-Quizz Duration: 2H-Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 2H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H
6038,369,2019,19,6,5,1,4,0,Video-Quizz-Quizz-Quizz-Quizz,Video Duration: 2H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H
6039,370,2019,58,50,33,14,15,4,Video-Video-Video-Video-Quizz-Video-Quizz-Quizz-Quizz-Video-Quizz-Quizz-Quizz-Quizz-Exam-Video-Exam-Quizz-Video-Quizz-Exam-Quizz-Video-Video-Video-Quizz-Video-Video-Exam-Quizz-Quizz-Video-Quizz,Video Duration: 3H-Video Duration: 4H-Video Duration: 2H-Video Duration: 4H-Quizz Duration: 2H-Video Duration: 2H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 2H-Quizz Duration: 1H-Quizz Duration: 2H-Quizz Duration: 1H-Quizz Duration: 1H-Exam Duration: 1H-Video Duration: 1H-Exam Duration: 1H-Quizz Duration: 2H-Video Duration: 2H-Quizz Duration: 2H-Exam Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Video Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Video Duration: 2H-Exam Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H
6040,371,2019,14,8,7,1,5,1,Video-Quizz-Exam-Quizz-Quizz-Quizz-Quizz,Video Duration: 1H-Quizz Duration: 2H-Exam Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H
6041,372,2019,30,19,16,6,8,2,Quizz-Quizz-Quizz-Exam-Video-Exam-Quizz-Video-Quizz-Quizz-Video-Video-Quizz-Quizz-Video-Video,Quizz Duration: 2H-Quizz Duration: 1H-Quizz Duration: 2H-Exam Duration: 1H-Video Duration: 2H-Exam Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Video Duration: 1H
6042,373,2019,19,9,9,5,4,0,Quizz-Video-Video-Video-Video-Quizz-Quizz-Video-Quizz,Quizz Duration: 1H-Video Duration: 1H-Video Duration: 1H-Video Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H
6043,374,2019,9,2,2,0,2,0,Quizz-Quizz,Quizz Duration: 1H-Quizz Duration: 1H
6044,375,2019,10,1,1,0,1,0,Quizz,Quizz Duration: 1H
6045,376,2019,9,5,5,1,4,0,Quizz-Video-Quizz-Quizz-Quizz,Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H
6046,377,2019,7,4,4,1,3,0,Video-Quizz-Quizz-Quizz,Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H
6047,378,2019,40,32,24,8,12,4,Quizz-Quizz-Exam-Exam-Exam-Exam-Quizz-Video-Quizz-Video-Video-Video-Quizz-Quizz-Quizz-Video-Quizz-Video-Video-Quizz-Quizz-Quizz-Quizz-Video,Quizz Duration: 1H-Quizz Duration: 2H-Exam Duration: 1H-Exam Duration: 1H-Exam Duration: 1H-Exam Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 2H-Video Duration: 1H-Video Duration: 2H-Video Duration: 1H-Quizz Duration: 2H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 2H-Video Duration: 2H-Video Duration: 1H-Quizz Duration: 2H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 2H
6048,379,2019,12,11,10,3,6,1,Exam-Video-Quizz-Video-Video-Quizz-Quizz-Quizz-Quizz-Quizz,Exam Duration: 1H-Video Duration: 1H-Quizz Duration: 2H-Video Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H
6049,380,2019,50,1,1,0,1,0,Quizz,Quizz Duration: 1H
6050,381,2019,10,8,6,1,4,1,Quizz-Video-Exam-Quizz-Quizz-Quizz,Quizz Duration: 2H-Video Duration: 2H-Exam Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H
6051,382,2019,37,18,17,9,7,1,Quizz-Video-Video-Video-Video-Exam-Video-Video-Quizz-Video-Quizz-Quizz-Quizz-Video-Quizz-Quizz-Video,Quizz Duration: 1H-Video Duration: 1H-Video Duration: 1H-Video Duration: 1H-Video Duration: 1H-Exam Duration: 1H-Video Duration: 2H-Video Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 1H
6052,383,2019,20,0,0,0,0,0,,
6053,384,2019,33,15,13,7,5,1,Video-Exam-Quizz-Video-Video-Video-Video-Quizz-Video-Quizz-Quizz-Video-Quizz,Video Duration: 1H-Exam Duration: 1H-Quizz Duration: 2H-Video Duration: 1H-Video Duration: 2H-Video Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H
6054,385,2019,12,8,7,2,4,1,Video-Quizz-Exam-Quizz-Quizz-Quizz-Video,Video Duration: 1H-Quizz Duration: 2H-Exam Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 1H
6055,386,2019,7,1,1,0,1,0,Quizz,Quizz Duration: 1H
6056,387,2019,7,5,4,1,3,0,Video-Quizz-Quizz-Quizz,Video Duration: 2H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H
6057,388,2019,52,7,7,2,5,0,Video-Video-Quizz-Quizz-Quizz-Quizz-Quizz,Video Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H
6058,389,2019,6,2,2,0,2,0,Quizz-Quizz,Quizz Duration: 1H-Quizz Duration: 1H
6059,390,2019,17,16,15,6,8,1,Video-Exam-Quizz-Quizz-Video-Video-Quizz-Quizz-Video-Quizz-Quizz-Video-Video-Quizz-Quizz,Video Duration: 2H-Exam Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H
6060,391,2019,37,22,19,7,10,2,Quizz-Quizz-Quizz-Video-Exam-Quizz-Exam-Quizz-Video-Video-Quizz-Video-Video-Quizz-Quizz-Video-Quizz-Video-Quizz,Quizz Duration: 2H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 2H-Exam Duration: 1H-Quizz Duration: 2H-Exam Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H
6061,392,2019,19,4,4,1,3,0,Quizz-Video-Quizz-Quizz,Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H
6062,393,2019,13,1,1,0,1,0,Quizz,Quizz Duration: 1H
6063,394,2019,23,7,6,1,5,0,Quizz-Video-Quizz-Quizz-Quizz-Quizz,Quizz Duration: 1H-Video Duration: 2H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H
6064,395,2019,11,11,11,2,8,1,Quizz-Quizz-Quizz-Video-Exam-Quizz-Quizz-Quizz-Quizz-Quizz-Video,Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Exam Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 1H
6065,396,2019,25,3,3,1,2,0,Quizz-Video-Quizz,Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H
6066,397,2019,59,24,21,9,10,2,Video-Quizz-Exam-Video-Quizz-Quizz-Quizz-Exam-Quizz-Quizz-Video-Video-Quizz-Quizz-Video-Quizz-Video-Video-Quizz-Video-Video,Video Duration: 1H-Quizz Duration: 1H-Exam Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Exam Duration: 1H-Quizz Duration: 2H-Quizz Duration: 1H-Video Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 2H-Video Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Video Duration: 1H-Quizz Duration: 2H-Video Duration: 1H-Video Duration: 1H
6067,398,2019,16,16,15,6,7,2,Quizz-Exam-Quizz-Quizz-Video-Video-Exam-Quizz-Video-Quizz-Video-Video-Quizz-Video-Quizz,Quizz Duration: 1H-Exam Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Video Duration: 1H-Exam Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Video Duration: 2H-Quizz Duration: 1H
6068,399,2019,6,3,3,0,3,0,Quizz-Quizz-Quizz,Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H
6069,400,2019,25,6,7,1,5,1,Exam-Video-Quizz-Quizz-Quizz-Quizz-Quizz,Exam Duration: 1H-Video Duration: 1H-Quizz Duration: 2H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H
6070,401,2019,22,4,4,1,3,0,Quizz-Video-Quizz-Quizz,Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H
6071,402,2019,10,8,8,2,6,0,Quizz-Video-Video-Quizz-Quizz-Quizz-Quizz-Quizz,Quizz Duration: 1H-Video Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H
6072,403,2019,20,13,13,4,8,1,Quizz-Quizz-Video-Exam-Quizz-Video-Video-Quizz-Quizz-Quizz-Video-Quizz-Quizz,Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Exam Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H
6073,404,2019,40,23,17,7,9,1,Quizz-Quizz-Quizz-Video-Video-Video-Quizz-Exam-Quizz-Video-Quizz-Quizz-Video-Video-Quizz-Quizz-Video,Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Video Duration: 1H-Video Duration: 2H-Quizz Duration: 1H-Exam Duration: 3H-Quizz Duration: 1H-Video Duration: 2H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Video Duration: 3H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 1H
6074,405,2019,25,25,21,9,11,1,Quizz-Quizz-Video-Quizz-Quizz-Video-Video-Quizz-Exam-Video-Video-Quizz-Quizz-Video-Quizz-Quizz-Video-Video-Quizz-Quizz-Video,Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 2H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Exam Duration: 1H-Video Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 2H-Video Duration: 3H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 1H
6075,406,2019,9,6,6,1,4,1,Quizz-Exam-Quizz-Video-Quizz-Quizz,Quizz Duration: 1H-Exam Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H
6076,407,2019,30,28,21,6,10,5,Exam-Quizz-Quizz-Quizz-Video-Exam-Video-Exam-Quizz-Video-Quizz-Quizz-Quizz-Video-Exam-Exam-Video-Quizz-Quizz-Quizz-Video,Exam Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 2H-Video Duration: 1H-Exam Duration: 1H-Video Duration: 4H-Exam Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 2H-Quizz Duration: 1H-Video Duration: 1H-Exam Duration: 1H-Exam Duration: 1H-Video Duration: 1H-Quizz Duration: 2H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 2H
6077,408,2019,5,1,1,0,1,0,Quizz,Quizz Duration: 1H
6078,409,2019,34,16,13,6,7,0,Video-Quizz-Quizz-Quizz-Video-Quizz-Video-Quizz-Video-Video-Video-Quizz-Quizz,Video Duration: 3H-Quizz Duration: 1H-Quizz Duration: 2H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Video Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H
6079,410,2019,10,6,6,1,5,0,Quizz-Video-Quizz-Quizz-Quizz-Quizz,Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H
6080,411,2019,15,6,6,2,4,0,Video-Video-Quizz-Quizz-Quizz-Quizz,Video Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H
6081,412,2019,24,20,19,8,11,0,Video-Quizz-Quizz-Video-Quizz-Quizz-Video-Video-Video-Quizz-Quizz-Quizz-Video-Quizz-Video-Quizz-Quizz-Quizz-Video,Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Video Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 2H
6082,413,2019,19,8,7,1,5,1,Quizz-Video-Exam-Quizz-Quizz-Quizz-Quizz,Quizz Duration: 2H-Video Duration: 1H-Exam Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H
6083,414,2019,37,15,10,3,6,1,Quizz-Quizz-Exam-Video-Quizz-Quizz-Video-Quizz-Video-Quizz,Quizz Duration: 2H-Quizz Duration: 2H-Exam Duration: 2H-Video Duration: 2H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Video Duration: 2H-Quizz Duration: 1H
6084,415,2019,30,22,16,7,8,1,Exam-Quizz-Quizz-Video-Video-Video-Video-Quizz-Quizz-Video-Quizz-Video-Quizz-Video-Quizz-Quizz,Exam Duration: 2H-Quizz Duration: 2H-Quizz Duration: 1H-Video Duration: 2H-Video Duration: 2H-Video Duration: 2H-Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Video Duration: 2H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H
6085,416,2019,40,34,29,13,14,2,Quizz-Video-Video-Quizz-Quizz-Video-Quizz-Quizz-Video-Quizz-Video-Quizz-Quizz-Video-Quizz-Video-Quizz-Quizz-Video-Video-Exam-Quizz-Video-Video-Exam-Quizz-Video-Video-Quizz,Quizz Duration: 1H-Video Duration: 1H-Video Duration: 2H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 3H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 2H-Video Duration: 1H-Video Duration: 1H-Exam Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Video Duration: 1H-Exam Duration: 1H-Quizz Duration: 2H-Video Duration: 1H-Video Duration: 1H-Quizz Duration: 1H
6086,417,2019,43,36,24,9,12,3,Video-Quizz-Video-Quizz-Quizz-Exam-Video-Quizz-Quizz-Quizz-Quizz-Video-Video-Exam-Quizz-Quizz-Exam-Video-Video-Quizz-Video-Quizz-Quizz-Video,Video Duration: 2H-Quizz Duration: 1H-Video Duration: 2H-Quizz Duration: 1H-Quizz Duration: 1H-Exam Duration: 3H-Video Duration: 2H-Quizz Duration: 2H-Quizz Duration: 2H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 2H-Video Duration: 1H-Exam Duration: 1H-Quizz Duration: 2H-Quizz Duration: 2H-Exam Duration: 1H-Video Duration: 1H-Video Duration: 2H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 2H
6087,418,2019,10,3,3,0,3,0,Quizz-Quizz-Quizz,Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H
6088,419,2019,11,7,7,1,6,0,Quizz-Video-Quizz-Quizz-Quizz-Quizz-Quizz,Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H
6089,420,2019,23,9,8,2,5,1,Exam-Video-Video-Quizz-Quizz-Quizz-Quizz-Quizz,Exam Duration: 1H-Video Duration: 1H-Video Duration: 1H-Quizz Duration: 2H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H
6090,421,2019,14,13,12,4,7,1,Quizz-Video-Video-Exam-Quizz-Quizz-Quizz-Video-Quizz-Quizz-Quizz-Video,Quizz Duration: 1H-Video Duration: 2H-Video Duration: 1H-Exam Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 1H
6091,422,2019,6,1,1,0,1,0,Quizz,Quizz Duration: 1H
6092,423,2019,9,9,8,2,6,0,Quizz-Quizz-Video-Quizz-Quizz-Video-Quizz-Quizz,Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 2H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H
6093,424,2019,15,3,3,0,3,0,Quizz-Quizz-Quizz,Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H
6094,425,2019,9,4,4,1,3,0,Quizz-Video-Quizz-Quizz,Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H
6095,426,2019,11,1,1,0,1,0,Quizz,Quizz Duration: 1H
6096,427,2019,32,32,29,14,13,2,Video-Exam-Video-Quizz-Quizz-Video-Quizz-Video-Quizz-Quizz-Quizz-Video-Video-Video-Quizz-Video-Video-Quizz-Video-Quizz-Video-Exam-Video-Quizz-Quizz-Video-Quizz-Video-Quizz,Video Duration: 1H-Exam Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Video Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Video Duration: 2H-Video Duration: 1H-Quizz Duration: 2H-Video Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Exam Duration: 1H-Video Duration: 1H-Quizz Duration: 2H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H
6097,428,2019,38,22,19,7,11,1,Quizz-Quizz-Video-Quizz-Quizz-Video-Quizz-Exam-Quizz-Quizz-Video-Quizz-Quizz-Video-Video-Quizz-Video-Video-Quizz,Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 2H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 2H-Quizz Duration: 1H-Exam Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 2H-Video Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Video Duration: 1H-Quizz Duration: 1H
6098,429,2019,13,12,12,5,6,1,Exam-Video-Video-Quizz-Quizz-Video-Quizz-Video-Quizz-Quizz-Video-Quizz,Exam Duration: 1H-Video Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H
6099,430,2019,11,5,5,1,4,0,Quizz-Video-Quizz-Quizz-Quizz,Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H
6100,431,2019,5,5,5,1,4,0,Quizz-Video-Quizz-Quizz-Quizz,Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H
6101,432,2019,57,10,8,3,4,1,Video-Quizz-Quizz-Exam-Video-Quizz-Video-Quizz,Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 2H-Exam Duration: 2H-Video Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H
6102,433,2019,21,16,14,7,7,0,Video-Video-Quizz-Video-Quizz-Quizz-Video-Quizz-Video-Quizz-Video-Quizz-Video-Quizz,Video Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 2H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Video Duration: 2H-Quizz Duration: 1H
6103,434,2019,16,11,11,4,7,0,Video-Video-Video-Quizz-Quizz-Quizz-Quizz-Quizz-Quizz-Video-Quizz,Video Duration: 1H-Video Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H
6104,435,2019,33,29,21,12,7,2,Exam-Quizz-Video-Quizz-Video-Video-Video-Video-Video-Video-Video-Quizz-Exam-Quizz-Video-Quizz-Video-Video-Quizz-Quizz-Video,Exam Duration: 2H-Quizz Duration: 1H-Video Duration: 2H-Quizz Duration: 2H-Video Duration: 2H-Video Duration: 1H-Video Duration: 3H-Video Duration: 1H-Video Duration: 2H-Video Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Exam Duration: 1H-Quizz Duration: 2H-Video Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 1H
6105,436,2019,11,5,5,1,4,0,Video-Quizz-Quizz-Quizz-Quizz,Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H
6106,437,2019,23,3,3,1,2,0,Quizz-Video-Quizz,Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H
6107,438,2019,35,2,2,0,2,0,Quizz-Quizz,Quizz Duration: 1H-Quizz Duration: 1H
6108,439,2019,33,31,23,13,7,3,Video-Exam-Quizz-Video-Video-Quizz-Video-Video-Exam-Quizz-Video-Video-Quizz-Video-Exam-Video-Quizz-Video-Quizz-Video-Video-Quizz-Video,Video Duration: 1H-Exam Duration: 1H-Quizz Duration: 2H-Video Duration: 1H-Video Duration: 1H-Quizz Duration: 2H-Video Duration: 1H-Video Duration: 2H-Exam Duration: 2H-Quizz Duration: 1H-Video Duration: 2H-Video Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Exam Duration: 1H-Video Duration: 1H-Quizz Duration: 2H-Video Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Video Duration: 1H-Quizz Duration: 2H-Video Duration: 2H
6109,440,2019,7,6,5,1,4,0,Quizz-Video-Quizz-Quizz-Quizz,Quizz Duration: 1H-Video Duration: 2H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H
6110,441,2019,14,3,3,1,2,0,Quizz-Video-Quizz,Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H
6111,442,2019,5,1,1,0,1,0,Quizz,Quizz Duration: 1H
6112,443,2019,29,18,14,7,7,0,Quizz-Video-Video-Quizz-Video-Video-Quizz-Video-Quizz-Video-Quizz-Quizz-Video-Quizz,Quizz Duration: 2H-Video Duration: 2H-Video Duration: 2H-Quizz Duration: 1H-Video Duration: 1H-Video Duration: 2H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H
6113,444,2019,11,5,5,2,3,0,Video-Quizz-Video-Quizz-Quizz,Video Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H
6114,445,2019,8,4,4,1,3,0,Quizz-Video-Quizz-Quizz,Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H
