"Course_ID","Year","Course_Duration","Course_Ress_Digit","Course_Ress_inClass","Ressources_Amount","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59"
45,2020,19,6,2,8,"QCM","Exercise","QCM","Video","Video","Video","QCM","Examen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,2020,8,3,2,5,"Lecture","QCM","Video","Lecture","QCM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,2020,44,14,3,17,"Video","Video","Video","Video","Video","QCM","Video","Video","Test","Video","Video","QCM","Lecture","Video","QCM","Lecture","Examen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,2020,33,19,1,20,"Video","Video","Video","Video","Video","QCM","Lecture","Video","Video","Video","Video","QCM","Video","QCM","Video","QCM","QCM","QCM","QCM","Test",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,2020,35,18,11,29,"Video","Lecture","Video","Exercise","Video","Lecture","Video","Video","QCM","QCM","Video","Video","Lecture","QCM","QCM","Lecture","QCM","Lecture","Video","Exercise","Lecture","QCM","QCM","QCM","QCM","Lecture","Lecture","Video","Examen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,2020,23,7,6,13,"QCM","Video","Video","Video","Exercise","Lecture","Lecture","Lecture","Exercise","Video","QCM","QCM","Lecture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,2020,8,3,1,4,"Lecture","Video","QCM","Video",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,2020,18,5,11,16,"Lecture","Lecture","Lecture","Lecture","Lecture","Lecture","Exercise","Lecture","QCM","QCM","Lecture","Video","Exercise","Video","Lecture","QCM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,2020,7,3,0,3,"Video","Video","Video",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,2020,36,2,20,22,"Lecture","Lecture","QCM","Lecture","Lecture","Lecture","Exercise","Lecture","Lecture","Lecture","Examen","Lecture","Exercise","Exercise","Lecture","Video","Lecture","Exercise","Lecture","Lecture","Exercise","Examen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,2020,40,23,16,39,"QCM","Video","Lecture","Video","Video","Video","Lecture","Lecture","QCM","Video","Lecture","Lecture","QCM","Examen","Lecture","QCM","QCM","Lecture","Lecture","Video","Lecture","Video","Lecture","Lecture","Video","Test","QCM","QCM","Lecture","Lecture","Video","QCM","Video","QCM","Video","Video","QCM","Lecture","Examen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,2020,13,1,11,12,"Exercise","Lecture","Lecture","Video","Exercise","Lecture","Lecture","Lecture","Lecture","Lecture","Exercise","Lecture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,2020,19,6,8,14,"Lecture","QCM","Exercise","Video","Video","Lecture","Lecture","Lecture","Video","Video","Exercise","Lecture","QCM","Exercise",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,2020,26,18,0,18,"Video","Video","QCM","Video","Video","QCM","Video","Video","Video","Video","QCM","Video","Video","QCM","Video","QCM","Video","Test",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,2020,41,5,17,22,"Lecture","Video","Exercise","Lecture","Lecture","Lecture","Lecture","QCM","Lecture","Lecture","Lecture","Lecture","Lecture","Lecture","Lecture","Exercise","QCM","Exercise","Video","Exercise","QCM","Examen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,2020,39,8,9,17,"Lecture","Lecture","Lecture","QCM","Lecture","QCM","QCM","Video","Lecture","QCM","Lecture","Video","Lecture","Lecture","Exercise","Video","Test",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,2020,36,11,25,36,"Video","Video","Lecture","Exercise","Lecture","Video","Lecture","Lecture","Video","Lecture","Lecture","Lecture","Lecture","QCM","QCM","Exercise","Exercise","Lecture","Lecture","Exercise","Exercise","QCM","Lecture","Lecture","Exercise","Video","Exercise","Lecture","Lecture","Exercise","Video","Lecture","Video","Video","Lecture","Examen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,2020,31,9,6,15,"QCM","Lecture","Video","QCM","Video","Exercise","Lecture","Examen","Video","Video","QCM","Video","Lecture","Exercise","Test",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,2020,6,1,1,2,"Video","Lecture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,2020,37,6,13,19,"Lecture","Lecture","Lecture","Exercise","Exercise","Lecture","Video","Video","Exercise","Video","Exercise","Exercise","Lecture","Lecture","Lecture","QCM","Video","Lecture","Test",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,2020,9,6,3,9,"Lecture","Video","QCM","Lecture","Examen","QCM","Video","Video","Test",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,2020,32,17,1,18,"Video","Video","Video","Video","Video","QCM","Video","Video","Test","QCM","Video","Video","Video","QCM","Video","QCM","Lecture","Test",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,2020,7,4,3,7,"Lecture","Exercise","Video","Video","QCM","Video","Examen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,2020,14,3,11,14,"Lecture","Lecture","Lecture","Lecture","Exercise","Lecture","QCM","Lecture","Exercise","QCM","Lecture","Video","Exercise","Lecture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,2020,28,19,8,27,"Video","Lecture","QCM","Video","QCM","Video","QCM","Video","Exercise","Exercise","Video","Exercise","QCM","Exercise","Exercise","Video","Video","Video","Video","Lecture","Video","Video","QCM","Video","QCM","Video","Examen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,2020,5,1,4,5,"Lecture","QCM","Exercise","Lecture","Lecture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,2020,35,2,33,35,"Exercise","Lecture","Exercise","Exercise","Exercise","Lecture","Lecture","Lecture","Exercise","Exercise","Lecture","Lecture","Lecture","Lecture","Lecture","Lecture","Lecture","Exercise","QCM","Exercise","Lecture","Lecture","Lecture","Lecture","Exercise","Lecture","Lecture","Video","Lecture","Lecture","Exercise","Lecture","Lecture","Lecture","Lecture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,2020,6,3,0,3,"Video","QCM","Video",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,2020,28,24,0,24,"QCM","Video","Video","Video","QCM","QCM","Video","Video","Video","Video","Video","QCM","Test","QCM","Video","Video","Video","QCM","Video","Video","QCM","Video","Video","Test",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,2020,39,10,26,36,"Lecture","Lecture","QCM","Lecture","QCM","Lecture","Lecture","Exercise","Lecture","Lecture","Lecture","Lecture","Lecture","Lecture","Video","Lecture","Exercise","Lecture","Exercise","Exercise","Exercise","Exercise","Lecture","QCM","Lecture","Video","Exercise","Video","Video","Video","Lecture","Lecture","Lecture","QCM","Exercise","Test",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,2020,8,3,0,3,"QCM","Video","Video",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,2020,34,18,2,20,"Video","Video","Video","Video","QCM","Lecture","Video","Video","Video","Lecture","Video","Video","QCM","QCM","Video","QCM","QCM","QCM","Video","Test",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,2020,7,5,0,5,"Video","Video","QCM","Video","Video",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,2020,32,7,4,11,"QCM","QCM","Video","Lecture","Video","Examen","Video","Lecture","QCM","Lecture","Test",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,2020,17,6,8,14,"QCM","Lecture","Lecture","QCM","Lecture","Lecture","Lecture","Lecture","Video","QCM","Lecture","Video","QCM","Exercise",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,2020,50,7,34,41,"Lecture","Video","Exercise","Lecture","Exercise","Lecture","Lecture","Lecture","Lecture","Lecture","Lecture","Lecture","Lecture","Lecture","Exercise","Lecture","Lecture","Exercise","Lecture","Lecture","Examen","Exercise","Video","QCM","Lecture","Lecture","Exercise","Lecture","Lecture","Exercise","Exercise","Video","Lecture","Lecture","QCM","Exercise","QCM","Lecture","Lecture","Video","Examen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,2020,10,5,5,10,"Exercise","QCM","Video","Lecture","Exercise","QCM","Exercise","Lecture","Video","Video",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,2020,9,8,0,8,"Video","Video","Video","QCM","QCM","Video","Video","Video",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,2020,14,11,1,12,"QCM","Video","Video","Video","Video","QCM","Video","Video","QCM","QCM","QCM","Examen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,2020,11,1,3,4,"Lecture","Video","Exercise","Examen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,2020,20,11,8,19,"Video","Lecture","QCM","QCM","Video","Lecture","Video","Video","QCM","Lecture","Lecture","Lecture","Video","Lecture","QCM","Video","Lecture","QCM","Examen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,2020,37,25,8,33,"Video","Lecture","QCM","QCM","Video","Lecture","QCM","QCM","Test","Video","Lecture","QCM","Video","QCM","Video","Video","Examen","Lecture","QCM","Video","Lecture","QCM","QCM","Video","Test","QCM","Video","Video","Lecture","Video","Video","Video","Examen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,2020,49,9,16,25,"Lecture","Video","Lecture","Lecture","Exercise","QCM","Video","Exercise","Exercise","Exercise","Exercise","Video","Test","Video","Video","Lecture","Lecture","Lecture","Lecture","Lecture","Lecture","Video","Lecture","Exercise","Test",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,2020,27,9,2,11,"Video","QCM","QCM","Video","Lecture","Test","QCM","Video","Video","Video","Examen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,2020,30,14,0,14,"Video","QCM","QCM","Video","Video","QCM","Video","Video","Video","QCM","Video","Video","QCM","QCM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,2020,31,27,0,27,"QCM","Video","QCM","Video","QCM","Video","Video","Video","Video","QCM","QCM","QCM","Video","Test","Video","QCM","QCM","Video","QCM","Video","Video","Video","Video","Video","Video","QCM","Test",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,2020,28,5,4,9,"Lecture","Video","Lecture","Video","QCM","Video","QCM","Exercise","Examen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,2020,55,25,2,27,"Video","QCM","Video","Video","Video","Video","QCM","Video","QCM","QCM","Video","Video","QCM","QCM","QCM","QCM","Video","Video","Lecture","Video","QCM","Video","QCM","Video","Lecture","QCM","QCM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,2020,15,9,1,10,"QCM","QCM","Video","Video","Video","Video","Video","Exercise","QCM","Test",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,2020,53,7,15,22,"Video","Lecture","QCM","Lecture","Lecture","Lecture","QCM","Video","Lecture","Lecture","Video","Lecture","Lecture","Lecture","Video","Lecture","QCM","Exercise","Exercise","Lecture","Lecture","Exercise",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,2020,13,6,2,8,"Video","Video","Exercise","QCM","Examen","QCM","Video","Test",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,2020,27,13,3,16,"Video","QCM","QCM","Video","Lecture","Video","Video","QCM","Video","Video","Video","Video","Video","Exercise","Lecture","Test",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,2020,29,4,10,14,"Exercise","Exercise","Exercise","QCM","Video","Video","Lecture","Lecture","Lecture","Lecture","Lecture","Lecture","Exercise","Test",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,2020,11,2,7,9,"Lecture","Exercise","Video","Exercise","Lecture","Lecture","Lecture","Video","Examen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,2020,15,9,2,11,"Video","QCM","Video","Video","Lecture","Test","Video","Video","QCM","QCM","Examen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,2020,23,12,10,22,"Lecture","Video","Lecture","QCM","QCM","Lecture","Lecture","QCM","Video","Video","QCM","QCM","QCM","Lecture","QCM","Video","Lecture","Lecture","QCM","Lecture","Lecture","Lecture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,2020,24,9,0,9,"Video","QCM","Video","QCM","Video","Video","Video","QCM","Video",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,2020,38,4,34,38,"Lecture","Lecture","Lecture","Lecture","Lecture","Exercise","Video","Lecture","Lecture","Exercise","Exercise","Exercise","Lecture","Lecture","Exercise","Lecture","Lecture","Exercise","Lecture","QCM","Lecture","Lecture","Lecture","Lecture","Lecture","Lecture","Exercise","Lecture","Video","Exercise","Lecture","Exercise","Lecture","Lecture","QCM","Lecture","Exercise","Examen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,2020,18,14,0,14,"QCM","Video","Video","QCM","Video","QCM","Test","QCM","QCM","Video","Video","Video","Video","Test",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,2020,22,3,19,22,"Video","Exercise","Lecture","Video","Lecture","Exercise","Exercise","Lecture","Exercise","Lecture","Examen","Lecture","Video","Lecture","Lecture","Lecture","Exercise","Exercise","Lecture","Lecture","Exercise","Examen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,2020,15,10,0,10,"Video","QCM","Video","QCM","QCM","Video","Video","QCM","Video","Test",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,2020,8,1,4,5,"Lecture","Video","Exercise","Lecture","Exercise",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,2020,38,7,26,33,"QCM","Lecture","Lecture","Video","Lecture","Lecture","Lecture","Lecture","QCM","Lecture","Exercise","Lecture","Lecture","Exercise","Lecture","Video","Lecture","Exercise","Lecture","Exercise","Lecture","Exercise","Video","Lecture","Lecture","Exercise","Exercise","Lecture","Exercise","QCM","Video","Lecture","Examen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,2020,22,4,2,6,"Video","Video","Video","Lecture","Lecture","QCM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,2020,55,3,34,37,"Exercise","Lecture","QCM","Exercise","Lecture","Lecture","Exercise","Lecture","Lecture","Lecture","Exercise","Exercise","Lecture","Video","Lecture","Lecture","Exercise","Exercise","Examen","Lecture","Lecture","Lecture","Lecture","Video","Lecture","Lecture","Lecture","Lecture","Exercise","Lecture","Lecture","Exercise","Lecture","Lecture","Lecture","Lecture","Examen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,2020,6,2,0,2,"QCM","QCM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
