Course_ID,Duration,Duration_Digit,Duration_Present,Year,Total_Courses_perYear,Digit_Ratio,Digit_Percentage,Digitalization,Type
6281,75,40,34,2019,1084,0.54,54,Medium-High Digitalization,High Course ( >40H )
6282,52,31,21,2019,1084,0.6,60,Medium-High Digitalization,High Course ( >40H )
6283,7,0,7,2019,1084,0.06,6,Low Digitalization,Small Course ( <15H )
6284,48,44,4,2019,1084,0.91,91,High Digitalization,High Course ( >40H )
6285,11,10,1,2019,1084,0.93,93,High Digitalization,Small Course ( <15H )
6286,10,6,4,2019,1084,0.63,63,Medium-High Digitalization,Small Course ( <15H )
6287,29,18,11,2019,1084,0.61,61,Medium-High Digitalization,Medium Course ( >15H and <40H )
6288,11,5,6,2019,1084,0.44,44,Medium-Low Digitalization,Small Course ( <15H )
6289,21,4,17,2019,1084,0.17,17,Low Digitalization,Medium Course ( >15H and <40H )
6290,17,4,13,2019,1084,0.23,23,Medium-Low Digitalization,Medium Course ( >15H and <40H )
6291,73,15,58,2019,1084,0.2,20,Low Digitalization,High Course ( >40H )
6292,28,25,3,2019,1084,0.9,90,High Digitalization,Medium Course ( >15H and <40H )
6293,73,39,34,2019,1084,0.53,53,Medium-High Digitalization,High Course ( >40H )
6294,65,14,51,2019,1084,0.22,22,Medium-Low Digitalization,High Course ( >40H )
6295,59,19,40,2019,1084,0.32,32,Medium-Low Digitalization,High Course ( >40H )
6296,63,34,29,2019,1084,0.54,54,Medium-High Digitalization,High Course ( >40H )
6297,45,20,25,2019,1084,0.45,45,Medium-Low Digitalization,High Course ( >40H )
6298,48,3,45,2019,1084,0.06,6,Low Digitalization,High Course ( >40H )
6299,32,1,31,2019,1084,0.02,2,Low Digitalization,Medium Course ( >15H and <40H )
6300,86,29,57,2019,1084,0.34,34,Medium-Low Digitalization,High Course ( >40H )
6301,20,17,3,2019,1084,0.87,87,High Digitalization,Medium Course ( >15H and <40H )
6302,81,16,65,2019,1084,0.2,20,Low Digitalization,High Course ( >40H )
6303,15,15,0,2019,1084,1.0,100,High Digitalization,Small Course ( <15H )
6304,65,38,27,2019,1084,0.58,57,Medium-High Digitalization,High Course ( >40H )
6305,70,6,64,2019,1084,0.09,9,Low Digitalization,High Course ( >40H )
6306,14,11,3,2019,1084,0.8,80,Medium-High Digitalization,Small Course ( <15H )
6307,12,6,6,2019,1084,0.46,46,Medium-Low Digitalization,Small Course ( <15H )
6308,72,55,17,2019,1084,0.76,76,Medium-High Digitalization,High Course ( >40H )
6309,52,7,45,2019,1084,0.14,14,Low Digitalization,High Course ( >40H )
6310,9,4,5,2019,1084,0.46,46,Medium-Low Digitalization,Small Course ( <15H )
6311,44,6,38,2019,1084,0.13,13,Low Digitalization,High Course ( >40H )
6312,39,8,31,2019,1084,0.2,20,Low Digitalization,Medium Course ( >15H and <40H )
6313,13,5,8,2019,1084,0.39,39,Medium-Low Digitalization,Small Course ( <15H )
6314,78,73,5,2019,1084,0.94,94,High Digitalization,High Course ( >40H )
6315,51,46,5,2019,1084,0.91,91,High Digitalization,High Course ( >40H )
6316,10,9,1,2019,1084,0.87,87,High Digitalization,Small Course ( <15H )
6317,75,1,74,2019,1084,0.01,1,Low Digitalization,High Course ( >40H )
6318,37,25,12,2019,1084,0.67,67,Medium-High Digitalization,Medium Course ( >15H and <40H )
6319,44,15,29,2019,1084,0.35,35,Medium-Low Digitalization,High Course ( >40H )
6320,8,6,2,2019,1084,0.78,78,Medium-High Digitalization,Small Course ( <15H )
6321,78,43,35,2019,1084,0.55,55,Medium-High Digitalization,High Course ( >40H )
6322,18,6,12,2019,1084,0.32,32,Medium-Low Digitalization,Medium Course ( >15H and <40H )
6323,40,26,14,2019,1084,0.66,66,Medium-High Digitalization,High Course ( >40H )
6324,48,13,35,2019,1084,0.28,28,Medium-Low Digitalization,High Course ( >40H )
6325,84,71,13,2019,1084,0.85,85,High Digitalization,High Course ( >40H )
6326,77,66,11,2019,1084,0.86,86,High Digitalization,High Course ( >40H )
6327,85,50,35,2019,1084,0.59,59,Medium-High Digitalization,High Course ( >40H )
6328,7,7,0,2019,1084,0.93,93,High Digitalization,Small Course ( <15H )
6329,29,17,12,2019,1084,0.58,57,Medium-High Digitalization,Medium Course ( >15H and <40H )
6330,80,38,42,2019,1084,0.48,48,Medium-Low Digitalization,High Course ( >40H )
6331,15,13,2,2019,1084,0.86,86,High Digitalization,Small Course ( <15H )
6332,6,1,5,2019,1084,0.24,24,Medium-Low Digitalization,Small Course ( <15H )
6333,13,7,6,2019,1084,0.54,54,Medium-High Digitalization,Small Course ( <15H )
6334,84,77,7,2019,1084,0.92,92,High Digitalization,High Course ( >40H )
6335,14,4,10,2019,1084,0.32,32,Medium-Low Digitalization,Small Course ( <15H )
6336,72,4,68,2019,1084,0.05,5,Low Digitalization,High Course ( >40H )
6337,15,2,13,2019,1084,0.13,13,Low Digitalization,Small Course ( <15H )
6338,44,18,26,2019,1084,0.4,40,Medium-Low Digitalization,High Course ( >40H )
6339,20,2,18,2019,1084,0.09,9,Low Digitalization,Medium Course ( >15H and <40H )
6340,7,5,2,2019,1084,0.67,67,Medium-High Digitalization,Small Course ( <15H )
6341,5,0,5,2019,1084,0.05,5,Low Digitalization,Small Course ( <15H )
6342,81,21,60,2019,1084,0.26,26,Medium-Low Digitalization,High Course ( >40H )
6343,10,6,4,2019,1084,0.55,55,Medium-High Digitalization,Small Course ( <15H )
6344,22,1,21,2019,1084,0.06,6,Low Digitalization,Medium Course ( >15H and <40H )
6345,7,5,2,2019,1084,0.75,75,Medium-High Digitalization,Small Course ( <15H )
6346,7,6,1,2019,1084,0.8,80,Medium-High Digitalization,Small Course ( <15H )
6347,20,0,20,2019,1084,0.02,2,Low Digitalization,Medium Course ( >15H and <40H )
6348,47,29,18,2019,1084,0.61,61,Medium-High Digitalization,High Course ( >40H )
6349,22,3,19,2019,1084,0.14,14,Low Digitalization,Medium Course ( >15H and <40H )
6350,89,69,20,2019,1084,0.77,77,Medium-High Digitalization,High Course ( >40H )
6351,12,7,5,2019,1084,0.58,57,Medium-High Digitalization,Small Course ( <15H )
6352,6,3,3,2019,1084,0.45,45,Medium-Low Digitalization,Small Course ( <15H )
6353,43,13,30,2019,1084,0.3,30,Medium-Low Digitalization,High Course ( >40H )
6354,85,39,46,2019,1084,0.46,46,Medium-Low Digitalization,High Course ( >40H )
6355,60,45,15,2019,1084,0.75,75,Medium-High Digitalization,High Course ( >40H )
6356,34,22,12,2019,1084,0.66,66,Medium-High Digitalization,Medium Course ( >15H and <40H )
6357,8,7,1,2019,1084,0.87,87,High Digitalization,Small Course ( <15H )
6358,20,9,11,2019,1084,0.45,45,Medium-Low Digitalization,Medium Course ( >15H and <40H )
6359,81,42,39,2019,1084,0.52,52,Medium-High Digitalization,High Course ( >40H )
6360,5,2,3,2019,1084,0.43,43,Medium-Low Digitalization,Small Course ( <15H )
6361,59,4,55,2019,1084,0.06,6,Low Digitalization,High Course ( >40H )
6362,19,2,17,2019,1084,0.12,12,Low Digitalization,Medium Course ( >15H and <40H )
6363,42,7,35,2019,1084,0.16,16,Low Digitalization,High Course ( >40H )
6364,77,2,75,2019,1084,0.03,3,Low Digitalization,High Course ( >40H )
6365,9,2,7,2019,1084,0.22,22,Medium-Low Digitalization,Small Course ( <15H )
6366,71,62,9,2019,1084,0.88,88,High Digitalization,High Course ( >40H )
6367,5,1,4,2019,1084,0.19,19,Low Digitalization,Small Course ( <15H )
6368,32,3,29,2019,1084,0.1,10,Low Digitalization,Medium Course ( >15H and <40H )
6369,40,33,7,2019,1084,0.83,83,High Digitalization,High Course ( >40H )
6370,8,2,6,2019,1084,0.23,23,Medium-Low Digitalization,Small Course ( <15H )
6371,82,31,51,2019,1084,0.38,38,Medium-Low Digitalization,High Course ( >40H )
6372,38,10,28,2019,1084,0.27,27,Medium-Low Digitalization,Medium Course ( >15H and <40H )
6373,5,5,0,2019,1084,0.94,94,High Digitalization,Small Course ( <15H )
6374,13,10,3,2019,1084,0.76,76,Medium-High Digitalization,Small Course ( <15H )
6375,27,13,14,2019,1084,0.48,48,Medium-Low Digitalization,Medium Course ( >15H and <40H )
6376,5,2,3,2019,1084,0.46,46,Medium-Low Digitalization,Small Course ( <15H )
6377,31,29,2,2019,1084,0.92,92,High Digitalization,Medium Course ( >15H and <40H )
6378,11,0,11,2019,1084,0.03,3,Low Digitalization,Small Course ( <15H )
6379,25,17,8,2019,1084,0.68,68,Medium-High Digitalization,Medium Course ( >15H and <40H )
6380,45,35,10,2019,1084,0.78,78,Medium-High Digitalization,High Course ( >40H )
6381,62,17,45,2019,1084,0.27,27,Medium-Low Digitalization,High Course ( >40H )
6382,90,59,31,2019,1084,0.66,66,Medium-High Digitalization,High Course ( >40H )
6383,46,17,29,2019,1084,0.37,37,Medium-Low Digitalization,High Course ( >40H )
6384,88,74,14,2019,1084,0.84,84,High Digitalization,High Course ( >40H )
6385,33,12,21,2019,1084,0.36,36,Medium-Low Digitalization,Medium Course ( >15H and <40H )
6386,14,3,11,2019,1084,0.21,21,Medium-Low Digitalization,Small Course ( <15H )
6387,75,4,70,2019,1084,0.06,6,Low Digitalization,High Course ( >40H )
6388,20,15,5,2019,1084,0.77,77,Medium-High Digitalization,Medium Course ( >15H and <40H )
6389,24,9,15,2019,1084,0.38,38,Medium-Low Digitalization,Medium Course ( >15H and <40H )
6390,7,5,2,2019,1084,0.72,72,Medium-High Digitalization,Small Course ( <15H )
6391,62,49,13,2019,1084,0.79,79,Medium-High Digitalization,High Course ( >40H )
6392,61,51,10,2019,1084,0.84,84,High Digitalization,High Course ( >40H )
6393,12,1,11,2019,1084,0.05,5,Low Digitalization,Small Course ( <15H )
6394,87,82,5,2019,1084,0.94,94,High Digitalization,High Course ( >40H )
6395,37,24,13,2019,1084,0.66,66,Medium-High Digitalization,Medium Course ( >15H and <40H )
6396,65,61,4,2019,1084,0.94,94,High Digitalization,High Course ( >40H )
6397,13,4,9,2019,1084,0.31,31,Medium-Low Digitalization,Small Course ( <15H )
6398,8,0,8,2019,1084,0.06,6,Low Digitalization,Small Course ( <15H )
6399,8,3,5,2019,1084,0.42,42,Medium-Low Digitalization,Small Course ( <15H )
6400,27,8,19,2019,1084,0.29,28,Medium-Low Digitalization,Medium Course ( >15H and <40H )
6401,19,8,11,2019,1084,0.4,40,Medium-Low Digitalization,Medium Course ( >15H and <40H )
6402,11,5,6,2019,1084,0.44,44,Medium-Low Digitalization,Small Course ( <15H )
6403,39,20,19,2019,1084,0.51,51,Medium-High Digitalization,Medium Course ( >15H and <40H )
6404,7,1,6,2019,1084,0.08,8,Low Digitalization,Small Course ( <15H )
6405,38,13,25,2019,1084,0.33,33,Medium-Low Digitalization,Medium Course ( >15H and <40H )
6406,12,7,5,2019,1084,0.62,62,Medium-High Digitalization,Small Course ( <15H )
6407,6,4,2,2019,1084,0.68,68,Medium-High Digitalization,Small Course ( <15H )
6408,8,7,1,2019,1084,0.82,82,High Digitalization,Small Course ( <15H )
6409,39,28,11,2019,1084,0.71,71,Medium-High Digitalization,Medium Course ( >15H and <40H )
6410,36,27,9,2019,1084,0.75,75,Medium-High Digitalization,Medium Course ( >15H and <40H )
6411,55,39,16,2019,1084,0.71,71,Medium-High Digitalization,High Course ( >40H )
6412,38,34,4,2019,1084,0.9,90,High Digitalization,Medium Course ( >15H and <40H )
6413,48,20,28,2019,1084,0.41,41,Medium-Low Digitalization,High Course ( >40H )
6414,55,21,34,2019,1084,0.39,39,Medium-Low Digitalization,High Course ( >40H )
6415,31,18,13,2019,1084,0.59,59,Medium-High Digitalization,Medium Course ( >15H and <40H )
6416,81,68,13,2019,1084,0.84,84,High Digitalization,High Course ( >40H )
6417,29,23,6,2019,1084,0.78,78,Medium-High Digitalization,Medium Course ( >15H and <40H )
6418,8,3,5,2019,1084,0.39,39,Medium-Low Digitalization,Small Course ( <15H )
6419,11,8,3,2019,1084,0.71,71,Medium-High Digitalization,Small Course ( <15H )
6420,15,4,11,2019,1084,0.29,28,Medium-Low Digitalization,Small Course ( <15H )
6421,54,27,27,2019,1084,0.5,50,Medium-Low Digitalization,High Course ( >40H )
6422,33,23,10,2019,1084,0.71,71,Medium-High Digitalization,Medium Course ( >15H and <40H )
6423,28,22,6,2019,1084,0.8,80,Medium-High Digitalization,Medium Course ( >15H and <40H )
6424,28,2,26,2019,1084,0.07,7,Low Digitalization,Medium Course ( >15H and <40H )
6425,60,48,12,2019,1084,0.8,80,Medium-High Digitalization,High Course ( >40H )
6426,7,5,2,2019,1084,0.7,70,Medium-High Digitalization,Small Course ( <15H )
6427,12,7,5,2019,1084,0.61,61,Medium-High Digitalization,Small Course ( <15H )
6428,11,9,2,2019,1084,0.81,81,High Digitalization,Small Course ( <15H )
6429,20,18,2,2019,1084,0.92,92,High Digitalization,Medium Course ( >15H and <40H )
6430,47,7,40,2019,1084,0.15,15,Low Digitalization,High Course ( >40H )
6431,5,1,4,2019,1084,0.22,22,Medium-Low Digitalization,Small Course ( <15H )
6432,34,17,17,2019,1084,0.49,49,Medium-Low Digitalization,Medium Course ( >15H and <40H )
6433,12,6,6,2019,1084,0.49,49,Medium-Low Digitalization,Small Course ( <15H )
6434,36,15,21,2019,1084,0.41,41,Medium-Low Digitalization,Medium Course ( >15H and <40H )
6435,85,22,63,2019,1084,0.26,26,Medium-Low Digitalization,High Course ( >40H )
6436,71,69,2,2019,1084,0.97,97,High Digitalization,High Course ( >40H )
6437,15,15,0,2019,1084,0.98,98,High Digitalization,Small Course ( <15H )
6438,24,18,6,2019,1084,0.74,74,Medium-High Digitalization,Medium Course ( >15H and <40H )
6439,59,50,9,2019,1084,0.85,85,High Digitalization,High Course ( >40H )
6440,5,1,4,2019,1084,0.12,12,Low Digitalization,Small Course ( <15H )
6441,34,7,27,2019,1084,0.22,22,Medium-Low Digitalization,Medium Course ( >15H and <40H )
6442,47,38,9,2019,1084,0.81,81,High Digitalization,High Course ( >40H )
6443,7,6,1,2019,1084,0.8,80,Medium-High Digitalization,Small Course ( <15H )
6444,63,25,38,2019,1084,0.39,39,Medium-Low Digitalization,High Course ( >40H )
6445,67,5,62,2019,1084,0.07,7,Low Digitalization,High Course ( >40H )
6446,17,2,15,2019,1084,0.1,10,Low Digitalization,Medium Course ( >15H and <40H )
6447,24,20,4,2019,1084,0.83,83,High Digitalization,Medium Course ( >15H and <40H )
6448,26,25,1,2019,1084,0.96,96,High Digitalization,Medium Course ( >15H and <40H )
6449,32,30,2,2019,1084,0.94,94,High Digitalization,Medium Course ( >15H and <40H )
6450,87,25,62,2019,1084,0.29,28,Medium-Low Digitalization,High Course ( >40H )
6451,32,8,24,2019,1084,0.25,25,Medium-Low Digitalization,Medium Course ( >15H and <40H )
6452,15,13,2,2019,1084,0.85,85,High Digitalization,Small Course ( <15H )
6453,15,14,1,2019,1084,0.93,93,High Digitalization,Small Course ( <15H )
6454,30,20,10,2019,1084,0.68,68,Medium-High Digitalization,Medium Course ( >15H and <40H )
6455,5,1,4,2019,1084,0.28,28,Medium-Low Digitalization,Small Course ( <15H )
6456,21,16,5,2019,1084,0.77,77,Medium-High Digitalization,Medium Course ( >15H and <40H )
6457,74,25,49,2019,1084,0.34,34,Medium-Low Digitalization,High Course ( >40H )
6458,12,0,12,2019,1084,0.0,0,Low Digitalization,Small Course ( <15H )
6459,59,9,50,2019,1084,0.16,16,Low Digitalization,High Course ( >40H )
6460,51,17,34,2019,1084,0.33,33,Medium-Low Digitalization,High Course ( >40H )
6461,39,16,23,2019,1084,0.42,42,Medium-Low Digitalization,Medium Course ( >15H and <40H )
6462,72,3,69,2019,1084,0.04,4,Low Digitalization,High Course ( >40H )
6463,10,8,2,2019,1084,0.79,79,Medium-High Digitalization,Small Course ( <15H )
6464,6,3,3,2019,1084,0.48,48,Medium-Low Digitalization,Small Course ( <15H )
6465,59,29,30,2019,1084,0.49,49,Medium-Low Digitalization,High Course ( >40H )
6466,12,12,0,2019,1084,1.0,100,High Digitalization,Small Course ( <15H )
6467,66,66,0,2019,1084,1.0,100,High Digitalization,High Course ( >40H )
6468,81,58,23,2019,1084,0.71,71,Medium-High Digitalization,High Course ( >40H )
6469,10,3,7,2019,1084,0.31,31,Medium-Low Digitalization,Small Course ( <15H )
6470,8,3,5,2019,1084,0.43,43,Medium-Low Digitalization,Small Course ( <15H )
6471,46,14,32,2019,1084,0.3,30,Medium-Low Digitalization,High Course ( >40H )
6472,15,14,1,2019,1084,0.91,91,High Digitalization,Small Course ( <15H )
6473,28,18,10,2019,1084,0.64,64,Medium-High Digitalization,Medium Course ( >15H and <40H )
6474,33,28,5,2019,1084,0.84,84,High Digitalization,Medium Course ( >15H and <40H )
6475,31,8,23,2019,1084,0.26,26,Medium-Low Digitalization,Medium Course ( >15H and <40H )
6476,51,26,26,2019,1084,0.5,50,Medium-Low Digitalization,High Course ( >40H )
6477,6,3,3,2019,1084,0.58,57,Medium-High Digitalization,Small Course ( <15H )
6478,85,54,31,2019,1084,0.64,64,Medium-High Digitalization,High Course ( >40H )
6479,8,8,0,2019,1084,0.94,94,High Digitalization,Small Course ( <15H )
6480,45,15,30,2019,1084,0.33,33,Medium-Low Digitalization,High Course ( >40H )
6481,21,16,5,2019,1084,0.77,77,Medium-High Digitalization,Medium Course ( >15H and <40H )
6482,41,7,34,2019,1084,0.18,18,Low Digitalization,High Course ( >40H )
6483,35,1,34,2019,1084,0.03,3,Low Digitalization,Medium Course ( >15H and <40H )
6484,5,3,2,2019,1084,0.67,67,Medium-High Digitalization,Small Course ( <15H )
6485,45,13,32,2019,1084,0.28,28,Medium-Low Digitalization,High Course ( >40H )
6486,30,9,21,2019,1084,0.29,28,Medium-Low Digitalization,Medium Course ( >15H and <40H )
6487,76,59,17,2019,1084,0.78,78,Medium-High Digitalization,High Course ( >40H )
6488,9,1,8,2019,1084,0.11,11,Low Digitalization,Small Course ( <15H )
6489,24,12,12,2019,1084,0.49,49,Medium-Low Digitalization,Medium Course ( >15H and <40H )
6490,34,18,16,2019,1084,0.52,52,Medium-High Digitalization,Medium Course ( >15H and <40H )
6491,21,18,3,2019,1084,0.84,84,High Digitalization,Medium Course ( >15H and <40H )
6492,84,45,39,2019,1084,0.54,54,Medium-High Digitalization,High Course ( >40H )
6493,73,70,3,2019,1084,0.96,96,High Digitalization,High Course ( >40H )
6494,14,12,2,2019,1084,0.89,89,High Digitalization,Small Course ( <15H )
6495,60,46,14,2019,1084,0.77,77,Medium-High Digitalization,High Course ( >40H )
6496,33,32,1,2019,1084,0.98,98,High Digitalization,Medium Course ( >15H and <40H )
6497,32,7,25,2019,1084,0.22,22,Medium-Low Digitalization,Medium Course ( >15H and <40H )
6498,14,1,13,2019,1084,0.09,9,Low Digitalization,Small Course ( <15H )
6499,12,11,1,2019,1084,0.92,92,High Digitalization,Small Course ( <15H )
6500,63,47,16,2019,1084,0.75,75,Medium-High Digitalization,High Course ( >40H )
6501,33,8,25,2019,1084,0.25,25,Medium-Low Digitalization,Medium Course ( >15H and <40H )
6502,52,12,40,2019,1084,0.23,23,Medium-Low Digitalization,High Course ( >40H )
6503,90,59,31,2019,1084,0.66,66,Medium-High Digitalization,High Course ( >40H )
6504,57,47,10,2019,1084,0.82,82,High Digitalization,High Course ( >40H )
6505,80,13,67,2019,1084,0.16,16,Low Digitalization,High Course ( >40H )
6506,9,0,9,2019,1084,0.0,0,Low Digitalization,Small Course ( <15H )
6507,27,21,6,2019,1084,0.79,79,Medium-High Digitalization,Medium Course ( >15H and <40H )
6508,7,4,3,2019,1084,0.58,57,Medium-High Digitalization,Small Course ( <15H )
6509,28,11,17,2019,1084,0.4,40,Medium-Low Digitalization,Medium Course ( >15H and <40H )
6510,60,55,5,2019,1084,0.91,91,High Digitalization,High Course ( >40H )
6511,29,20,9,2019,1084,0.7,70,Medium-High Digitalization,Medium Course ( >15H and <40H )
6512,5,0,5,2019,1084,0.02,2,Low Digitalization,Small Course ( <15H )
6513,11,8,3,2019,1084,0.75,75,Medium-High Digitalization,Small Course ( <15H )
6514,23,16,7,2019,1084,0.71,71,Medium-High Digitalization,Medium Course ( >15H and <40H )
6515,56,53,3,2019,1084,0.94,94,High Digitalization,High Course ( >40H )
6516,13,13,0,2019,1084,0.97,97,High Digitalization,Small Course ( <15H )
6517,18,3,15,2019,1084,0.19,19,Low Digitalization,Medium Course ( >15H and <40H )
6518,70,70,0,2019,1084,1.0,100,High Digitalization,High Course ( >40H )
6519,12,1,11,2019,1084,0.1,10,Low Digitalization,Small Course ( <15H )
6520,8,5,3,2019,1084,0.62,62,Medium-High Digitalization,Small Course ( <15H )
6521,48,12,36,2019,1084,0.24,24,Medium-Low Digitalization,High Course ( >40H )
6522,17,5,12,2019,1084,0.3,30,Medium-Low Digitalization,Medium Course ( >15H and <40H )
6523,9,4,5,2019,1084,0.41,41,Medium-Low Digitalization,Small Course ( <15H )
6524,12,9,3,2019,1084,0.73,73,Medium-High Digitalization,Small Course ( <15H )
6525,8,7,1,2019,1084,0.83,83,High Digitalization,Small Course ( <15H )
6526,11,5,6,2019,1084,0.48,48,Medium-Low Digitalization,Small Course ( <15H )
6527,6,3,3,2019,1084,0.49,49,Medium-Low Digitalization,Small Course ( <15H )
6528,25,6,19,2019,1084,0.23,23,Medium-Low Digitalization,Medium Course ( >15H and <40H )
6529,14,11,3,2019,1084,0.76,76,Medium-High Digitalization,Small Course ( <15H )
6530,81,23,58,2019,1084,0.29,28,Medium-Low Digitalization,High Course ( >40H )
6531,40,17,23,2019,1084,0.42,42,Medium-Low Digitalization,High Course ( >40H )
6532,6,4,2,2019,1084,0.71,71,Medium-High Digitalization,Small Course ( <15H )
6533,36,3,33,2019,1084,0.07,7,Low Digitalization,Medium Course ( >15H and <40H )
6534,8,8,0,2019,1084,0.94,94,High Digitalization,Small Course ( <15H )
6535,31,16,15,2019,1084,0.53,53,Medium-High Digitalization,Medium Course ( >15H and <40H )
6536,27,26,1,2019,1084,0.95,95,High Digitalization,Medium Course ( >15H and <40H )
6537,16,12,4,2019,1084,0.73,73,Medium-High Digitalization,Medium Course ( >15H and <40H )
6538,45,43,2,2019,1084,0.96,96,High Digitalization,High Course ( >40H )
6539,52,37,15,2019,1084,0.71,71,Medium-High Digitalization,High Course ( >40H )
6540,7,0,7,2019,1084,0.05,5,Low Digitalization,Small Course ( <15H )
6541,24,7,17,2019,1084,0.28,28,Medium-Low Digitalization,Medium Course ( >15H and <40H )
6542,38,28,10,2019,1084,0.75,75,Medium-High Digitalization,Medium Course ( >15H and <40H )
6543,54,35,19,2019,1084,0.65,65,Medium-High Digitalization,High Course ( >40H )
6544,48,23,25,2019,1084,0.47,47,Medium-Low Digitalization,High Course ( >40H )
6545,10,5,5,2019,1084,0.47,47,Medium-Low Digitalization,Small Course ( <15H )
6546,53,48,5,2019,1084,0.9,90,High Digitalization,High Course ( >40H )
6547,58,28,30,2019,1084,0.48,48,Medium-Low Digitalization,High Course ( >40H )
6548,13,11,2,2019,1084,0.86,86,High Digitalization,Small Course ( <15H )
6549,59,58,1,2019,1084,0.98,98,High Digitalization,High Course ( >40H )
6550,75,8,68,2019,1084,0.1,10,Low Digitalization,High Course ( >40H )
6551,7,6,1,2019,1084,0.91,91,High Digitalization,Small Course ( <15H )
6552,31,6,25,2019,1084,0.19,19,Low Digitalization,Medium Course ( >15H and <40H )
6553,55,26,29,2019,1084,0.47,47,Medium-Low Digitalization,High Course ( >40H )
6554,7,0,7,2019,1084,0.0,0,Low Digitalization,Small Course ( <15H )
6555,32,4,28,2019,1084,0.13,13,Low Digitalization,Medium Course ( >15H and <40H )
6556,72,58,14,2019,1084,0.8,80,Medium-High Digitalization,High Course ( >40H )
6557,48,10,38,2019,1084,0.21,21,Medium-Low Digitalization,High Course ( >40H )
6558,36,3,33,2019,1084,0.09,9,Low Digitalization,Medium Course ( >15H and <40H )
6559,17,12,5,2019,1084,0.68,68,Medium-High Digitalization,Medium Course ( >15H and <40H )
6560,14,3,11,2019,1084,0.21,21,Medium-Low Digitalization,Small Course ( <15H )
6561,70,66,4,2019,1084,0.95,95,High Digitalization,High Course ( >40H )
6562,11,5,6,2019,1084,0.43,43,Medium-Low Digitalization,Small Course ( <15H )
6563,40,2,38,2019,1084,0.05,5,Low Digitalization,High Course ( >40H )
6564,5,1,4,2019,1084,0.25,25,Medium-Low Digitalization,Small Course ( <15H )
6565,88,22,66,2019,1084,0.25,25,Medium-Low Digitalization,High Course ( >40H )
6566,18,17,1,2019,1084,0.96,96,High Digitalization,Medium Course ( >15H and <40H )
6567,52,16,36,2019,1084,0.3,30,Medium-Low Digitalization,High Course ( >40H )
6568,12,4,8,2019,1084,0.35,35,Medium-Low Digitalization,Small Course ( <15H )
6569,38,30,8,2019,1084,0.79,79,Medium-High Digitalization,Medium Course ( >15H and <40H )
6570,45,32,13,2019,1084,0.72,72,Medium-High Digitalization,High Course ( >40H )
6571,26,18,8,2019,1084,0.7,70,Medium-High Digitalization,Medium Course ( >15H and <40H )
6572,84,9,75,2019,1084,0.11,11,Low Digitalization,High Course ( >40H )
6573,60,38,22,2019,1084,0.64,64,Medium-High Digitalization,High Course ( >40H )
6574,15,11,4,2019,1084,0.76,76,Medium-High Digitalization,Small Course ( <15H )
6575,22,19,3,2019,1084,0.87,87,High Digitalization,Medium Course ( >15H and <40H )
6576,42,37,5,2019,1084,0.89,89,High Digitalization,High Course ( >40H )
6577,21,8,13,2019,1084,0.39,39,Medium-Low Digitalization,Medium Course ( >15H and <40H )
6578,54,19,35,2019,1084,0.35,35,Medium-Low Digitalization,High Course ( >40H )
6579,54,5,49,2019,1084,0.09,9,Low Digitalization,High Course ( >40H )
6580,64,41,23,2019,1084,0.64,64,Medium-High Digitalization,High Course ( >40H )
6581,82,56,26,2019,1084,0.68,68,Medium-High Digitalization,High Course ( >40H )
6582,43,34,9,2019,1084,0.79,79,Medium-High Digitalization,High Course ( >40H )
6583,60,59,1,2019,1084,0.98,98,High Digitalization,High Course ( >40H )
6584,7,5,2,2019,1084,0.65,65,Medium-High Digitalization,Small Course ( <15H )
6585,22,8,14,2019,1084,0.37,37,Medium-Low Digitalization,Medium Course ( >15H and <40H )
6586,42,13,29,2019,1084,0.32,32,Medium-Low Digitalization,High Course ( >40H )
6587,15,8,7,2019,1084,0.53,53,Medium-High Digitalization,Small Course ( <15H )
6588,27,25,2,2019,1084,0.93,93,High Digitalization,Medium Course ( >15H and <40H )
6589,49,15,34,2019,1084,0.3,30,Medium-Low Digitalization,High Course ( >40H )
6590,66,34,32,2019,1084,0.51,51,Medium-High Digitalization,High Course ( >40H )
6591,10,4,6,2019,1084,0.41,41,Medium-Low Digitalization,Small Course ( <15H )
6592,20,10,10,2019,1084,0.49,49,Medium-Low Digitalization,Medium Course ( >15H and <40H )
6593,38,24,14,2019,1084,0.62,62,Medium-High Digitalization,Medium Course ( >15H and <40H )
6594,70,30,40,2019,1084,0.43,43,Medium-Low Digitalization,High Course ( >40H )
6595,89,6,83,2019,1084,0.07,7,Low Digitalization,High Course ( >40H )
6596,70,60,10,2019,1084,0.86,86,High Digitalization,High Course ( >40H )
6597,55,40,15,2019,1084,0.72,72,Medium-High Digitalization,High Course ( >40H )
6598,9,0,9,2019,1084,0.03,3,Low Digitalization,Small Course ( <15H )
6599,59,46,13,2019,1084,0.78,78,Medium-High Digitalization,High Course ( >40H )
6600,39,16,23,2019,1084,0.42,42,Medium-Low Digitalization,Medium Course ( >15H and <40H )
6601,32,2,30,2019,1084,0.07,7,Low Digitalization,Medium Course ( >15H and <40H )
6602,7,5,2,2019,1084,0.65,65,Medium-High Digitalization,Small Course ( <15H )
6603,52,8,44,2019,1084,0.15,15,Low Digitalization,High Course ( >40H )
6604,14,9,5,2019,1084,0.65,65,Medium-High Digitalization,Small Course ( <15H )
