,Year,Course_ID,Course_Duration,Course_Resources,Course_Ress_Digit,Course_Ress_inClass,Number_Video,Number_QCM,Number_Test,Number_Lecture,Number_Exercise,Number_Exam
4782,2017,787,9,3,1,2,0,1,0,1,1,0
5781,2018,787,9,3,1,2,0,1,0,1,1,0
6780,2019,787,9,3,1,2,0,1,0,1,1,0
7779,2020,787,9,3,1,2,0,1,0,1,1,0
787,2013,788,10,3,1,2,0,1,0,2,0,0
1786,2014,788,10,3,1,2,0,1,0,2,0,0
2785,2015,788,10,3,1,2,0,1,0,2,0,0
3784,2016,788,10,3,1,2,0,1,0,2,0,0
4783,2017,788,10,3,1,2,0,1,0,2,0,0
5782,2018,788,10,3,1,2,0,1,0,2,0,0
6781,2019,788,10,3,1,2,0,1,0,2,0,0
7780,2020,788,10,3,1,2,0,1,0,2,0,0
788,2013,789,15,14,1,13,1,0,0,9,3,1
1787,2014,789,15,14,1,13,1,0,0,9,3,1
2786,2015,789,15,14,1,13,1,0,0,9,3,1
3785,2016,789,15,14,1,13,1,0,0,9,3,1
4784,2017,789,15,14,1,13,1,0,0,9,3,1
5783,2018,789,15,14,1,13,1,0,0,9,3,1
6782,2019,789,15,14,1,13,1,0,0,9,3,1
7781,2020,789,15,14,1,13,1,0,0,9,3,1
789,2013,790,35,17,2,15,1,1,0,10,4,1
1788,2014,790,35,17,3,14,1,2,0,10,3,1
2787,2015,790,35,17,3,14,1,2,0,10,3,1
3786,2016,790,35,17,4,13,2,2,0,9,3,1
4785,2017,790,35,17,4,13,2,2,0,9,3,1
5784,2018,790,35,17,6,11,2,4,0,9,1,1
6783,2019,790,35,17,6,11,2,4,0,9,1,1
7782,2020,790,35,17,7,10,2,5,0,9,0,1
790,2013,791,33,15,3,12,1,1,1,7,4,1
1789,2014,791,33,15,4,11,1,2,1,7,3,1
2788,2015,791,33,15,4,11,1,2,1,7,3,1
3787,2016,791,33,15,4,11,1,2,1,7,3,1
4786,2017,791,33,15,5,10,1,3,1,7,2,1
5785,2018,791,33,15,7,8,1,5,1,7,0,1
6784,2019,791,33,15,8,7,2,5,1,6,0,1
7783,2020,791,33,15,8,7,2,5,1,6,0,1
791,2013,792,20,18,4,14,2,2,0,8,5,1
1790,2014,792,20,18,4,14,2,2,0,8,5,1
2789,2015,792,20,18,4,14,2,2,0,8,5,1
3788,2016,792,20,18,5,13,2,3,0,8,4,1
4787,2017,792,20,18,6,12,2,4,0,8,3,1
5786,2018,792,20,18,7,11,3,4,0,7,3,1
6785,2019,792,20,18,8,10,4,4,0,6,3,1
7784,2020,792,20,18,8,10,4,4,0,6,3,1
792,2013,793,37,18,2,16,2,0,0,11,5,0
1791,2014,793,37,18,3,15,3,0,0,10,5,0
2790,2015,793,37,18,3,15,3,0,0,10,5,0
3789,2016,793,37,18,3,15,3,0,0,10,5,0
4788,2017,793,37,18,4,14,4,0,0,9,5,0
5787,2018,793,37,18,4,14,4,0,0,9,5,0
6786,2019,793,37,18,5,13,5,0,0,8,5,0
7785,2020,793,37,18,5,13,5,0,0,8,5,0
793,2013,794,37,10,1,9,0,1,0,6,3,0
1792,2014,794,37,10,1,9,0,1,0,6,3,0
2791,2015,794,37,10,1,9,0,1,0,6,3,0
3790,2016,794,37,10,1,9,0,1,0,6,3,0
4789,2017,794,37,10,1,9,0,1,0,6,3,0
5788,2018,794,37,10,1,9,0,1,0,6,3,0
6787,2019,794,37,10,1,9,0,1,0,6,3,0
7786,2020,794,37,10,1,9,0,1,0,6,3,0
794,2013,795,32,24,1,23,1,0,0,14,7,2
1793,2014,795,32,24,1,23,1,0,0,14,7,2
2792,2015,795,32,24,1,23,1,0,0,14,7,2
3791,2016,795,32,24,1,23,1,0,0,14,7,2
4790,2017,795,32,24,1,23,1,0,0,14,7,2
5789,2018,795,32,24,1,23,1,0,0,14,7,2
6788,2019,795,32,24,2,22,2,0,0,13,7,2
7787,2020,795,32,24,2,22,2,0,0,13,7,2
795,2013,796,11,9,1,8,1,0,0,5,2,1
1794,2014,796,11,9,1,8,1,0,0,5,2,1
2793,2015,796,11,9,1,8,1,0,0,5,2,1
3792,2016,796,11,9,1,8,1,0,0,5,2,1
4791,2017,796,11,9,1,8,1,0,0,5,2,1
5790,2018,796,11,9,1,8,1,0,0,5,2,1
6789,2019,796,11,9,1,8,1,0,0,5,2,1
7788,2020,796,11,9,1,8,1,0,0,5,2,1
796,2013,797,6,5,1,4,1,0,0,3,1,0
1795,2014,797,6,5,1,4,1,0,0,3,1,0
2794,2015,797,6,5,1,4,1,0,0,3,1,0
3793,2016,797,6,5,2,3,2,0,0,2,1,0
4792,2017,797,6,5,2,3,2,0,0,2,1,0
5791,2018,797,6,5,2,3,2,0,0,2,1,0
6790,2019,797,6,5,2,3,2,0,0,2,1,0
7789,2020,797,6,5,2,3,2,0,0,2,1,0
797,2013,798,30,27,3,24,3,0,0,14,8,2
1796,2014,798,30,27,3,24,3,0,0,14,8,2
2795,2015,798,30,27,4,23,4,0,0,13,8,2
3794,2016,798,30,27,5,22,4,1,0,13,7,2
4793,2017,798,30,27,6,21,5,1,0,12,7,2
5792,2018,798,30,27,6,21,5,1,0,12,7,2
6791,2019,798,30,27,7,20,5,2,0,12,6,2
7790,2020,798,30,27,7,20,5,2,0,12,6,2
798,2013,799,34,13,1,12,1,0,0,8,3,1
1797,2014,799,34,13,1,12,1,0,0,8,3,1
2796,2015,799,34,13,1,12,1,0,0,8,3,1
3795,2016,799,34,13,1,12,1,0,0,8,3,1
4794,2017,799,34,13,1,12,1,0,0,8,3,1
5793,2018,799,34,13,1,12,1,0,0,8,3,1
6792,2019,799,34,13,1,12,1,0,0,8,3,1
7791,2020,799,34,13,1,12,1,0,0,8,3,1
799,2013,800,39,15,1,14,0,1,0,10,4,0
1798,2014,800,39,15,1,14,0,1,0,10,4,0
2797,2015,800,39,15,2,13,0,2,0,10,3,0
3796,2016,800,39,15,2,13,0,2,0,10,3,0
4795,2017,800,39,15,2,13,0,2,0,10,3,0
5794,2018,800,39,15,3,12,1,2,0,9,3,0
6793,2019,800,39,15,3,12,1,2,0,9,3,0
7792,2020,800,39,15,3,12,1,2,0,9,3,0
800,2013,801,24,6,1,5,1,0,0,4,1,0
1799,2014,801,24,6,1,5,1,0,0,4,1,0
2798,2015,801,24,6,1,5,1,0,0,4,1,0
3797,2016,801,24,6,1,5,1,0,0,4,1,0
4796,2017,801,24,6,1,5,1,0,0,4,1,0
5795,2018,801,24,6,1,5,1,0,0,4,1,0
6794,2019,801,24,6,1,5,1,0,0,4,1,0
7793,2020,801,24,6,1,5,1,0,0,4,1,0
801,2013,802,17,14,12,2,9,3,0,2,0,0
1800,2014,802,17,14,13,1,10,3,0,1,0,0
2799,2015,802,17,14,14,0,11,3,0,0,0,0
3798,2016,802,17,14,14,0,11,3,0,0,0,0
4797,2017,802,17,14,14,0,11,3,0,0,0,0
5796,2018,802,17,14,14,0,11,3,0,0,0,0
6795,2019,802,17,14,14,0,11,3,0,0,0,0
7794,2020,802,17,14,14,0,11,3,0,0,0,0
802,2013,803,14,10,1,9,1,0,0,6,2,1
1801,2014,803,14,10,1,9,1,0,0,6,2,1
2800,2015,803,14,10,1,9,1,0,0,6,2,1
3799,2016,803,14,10,1,9,1,0,0,6,2,1
4798,2017,803,14,10,1,9,1,0,0,6,2,1
5797,2018,803,14,10,1,9,1,0,0,6,2,1
6796,2019,803,14,10,1,9,1,0,0,6,2,1
7795,2020,803,14,10,1,9,1,0,0,6,2,1
803,2013,804,27,12,1,11,1,0,0,7,4,0
1802,2014,804,27,12,1,11,1,0,0,7,4,0
2801,2015,804,27,12,1,11,1,0,0,7,4,0
3800,2016,804,27,12,1,11,1,0,0,7,4,0
4799,2017,804,27,12,1,11,1,0,0,7,4,0
5798,2018,804,27,12,1,11,1,0,0,7,4,0
6797,2019,804,27,12,1,11,1,0,0,7,4,0
7796,2020,804,27,12,1,11,1,0,0,7,4,0
804,2013,805,8,5,1,4,0,1,0,1,2,1
1803,2014,805,8,5,1,4,0,1,0,1,2,1
2802,2015,805,8,5,1,4,0,1,0,1,2,1
3801,2016,805,8,5,1,4,0,1,0,1,2,1
4800,2017,805,8,5,2,3,0,2,0,1,1,1
5799,2018,805,8,5,2,3,0,2,0,1,1,1
6798,2019,805,8,5,2,3,0,2,0,1,1,1
7797,2020,805,8,5,2,3,0,2,0,1,1,1
805,2013,806,42,35,3,32,1,2,0,21,9,2
1804,2014,806,42,35,3,32,1,2,0,21,9,2
2803,2015,806,42,35,3,32,1,2,0,21,9,2
3802,2016,806,42,35,4,31,2,2,0,20,9,2
4801,2017,806,42,35,4,31,2,2,0,20,9,2
5800,2018,806,42,35,5,30,3,2,0,19,9,2
6799,2019,806,42,35,6,29,4,2,0,18,9,2
7798,2020,806,42,35,8,27,5,3,0,17,8,2
806,2013,807,5,4,1,3,0,1,0,2,1,0
1805,2014,807,5,4,1,3,0,1,0,2,1,0
2804,2015,807,5,4,2,2,1,1,0,1,1,0
3803,2016,807,5,4,2,2,1,1,0,1,1,0
4802,2017,807,5,4,2,2,1,1,0,1,1,0
5801,2018,807,5,4,2,2,1,1,0,1,1,0
6800,2019,807,5,4,2,2,1,1,0,1,1,0
7799,2020,807,5,4,3,1,2,1,0,0,1,0
807,2013,808,42,37,2,35,2,0,0,22,11,2
1806,2014,808,42,37,3,34,3,0,0,21,11,2
2805,2015,808,42,37,3,34,3,0,0,21,11,2
3804,2016,808,42,37,3,34,3,0,0,21,11,2
4803,2017,808,42,37,4,33,3,1,0,21,10,2
5802,2018,808,42,37,4,33,3,1,0,21,10,2
6801,2019,808,42,37,4,33,3,1,0,21,10,2
7800,2020,808,42,37,5,32,3,2,0,21,9,2
808,2013,809,38,15,2,13,2,0,0,8,4,1
1807,2014,809,38,15,2,13,2,0,0,8,4,1
2806,2015,809,38,15,3,12,2,1,0,8,3,1
3805,2016,809,38,15,3,12,2,1,0,8,3,1
4804,2017,809,38,15,3,12,2,1,0,8,3,1
5803,2018,809,38,15,4,11,2,2,0,8,2,1
6802,2019,809,38,15,4,11,2,2,0,8,2,1
7801,2020,809,38,15,4,11,2,2,0,8,2,1
809,2013,810,20,9,4,5,2,2,0,2,2,1
1808,2014,810,20,9,5,4,3,2,0,1,2,1
2807,2015,810,20,9,5,4,3,2,0,1,2,1
3806,2016,810,20,9,5,4,3,2,0,1,2,1
4805,2017,810,20,9,6,3,3,3,0,1,1,1
5804,2018,810,20,9,7,2,3,4,0,1,0,1
6803,2019,810,20,9,8,1,4,4,0,0,0,1
7802,2020,810,20,9,9,0,4,4,1,0,0,0
810,2013,811,18,12,1,11,1,0,0,7,3,1
1809,2014,811,18,12,1,11,1,0,0,7,3,1
2808,2015,811,18,12,1,11,1,0,0,7,3,1
3807,2016,811,18,12,1,11,1,0,0,7,3,1
4806,2017,811,18,12,1,11,1,0,0,7,3,1
5805,2018,811,18,12,1,11,1,0,0,7,3,1
6804,2019,811,18,12,1,11,1,0,0,7,3,1
7803,2020,811,18,12,2,10,1,1,0,7,2,1
811,2013,812,37,37,2,35,1,1,0,22,11,2
1810,2014,812,37,37,2,35,1,1,0,22,11,2
2809,2015,812,37,37,2,35,1,1,0,22,11,2
3808,2016,812,37,37,3,34,1,2,0,22,10,2
4807,2017,812,37,37,3,34,1,2,0,22,10,2
5806,2018,812,37,37,3,34,1,2,0,22,10,2
6805,2019,812,37,37,3,34,1,2,0,22,10,2
7804,2020,812,37,37,3,34,1,2,0,22,10,2
812,2013,813,8,4,1,3,0,1,0,2,1,0
1811,2014,813,8,4,1,3,0,1,0,2,1,0
2810,2015,813,8,4,2,2,1,1,0,1,1,0
3809,2016,813,8,4,2,2,1,1,0,1,1,0
4808,2017,813,8,4,2,2,1,1,0,1,1,0
5807,2018,813,8,4,2,2,1,1,0,1,1,0
6806,2019,813,8,4,3,1,1,2,0,1,0,0
7805,2020,813,8,4,3,1,1,2,0,1,0,0
813,2013,814,36,33,3,30,1,2,0,20,9,1
1812,2014,814,36,33,3,30,1,2,0,20,9,1
2811,2015,814,36,33,4,29,2,2,0,19,9,1
3810,2016,814,36,33,4,29,2,2,0,19,9,1
4809,2017,814,36,33,5,28,3,2,0,18,9,1
5808,2018,814,36,33,6,27,3,3,0,18,8,1
6807,2019,814,36,33,7,26,4,3,0,17,8,1
7806,2020,814,36,33,7,26,4,3,0,17,8,1
814,2013,815,41,27,1,26,1,0,0,16,8,2
1813,2014,815,41,27,1,26,1,0,0,16,8,2
2812,2015,815,41,27,1,26,1,0,0,16,8,2
3811,2016,815,41,27,1,26,1,0,0,16,8,2
4810,2017,815,41,27,2,25,2,0,0,15,8,2
5809,2018,815,41,27,2,25,2,0,0,15,8,2
6808,2019,815,41,27,2,25,2,0,0,15,8,2
7807,2020,815,41,27,2,25,2,0,0,15,8,2
815,2013,816,14,5,1,4,1,0,0,2,2,0
1814,2014,816,14,5,1,4,1,0,0,2,2,0
2813,2015,816,14,5,1,4,1,0,0,2,2,0
3812,2016,816,14,5,1,4,1,0,0,2,2,0
4811,2017,816,14,5,1,4,1,0,0,2,2,0
5810,2018,816,14,5,1,4,1,0,0,2,2,0
6809,2019,816,14,5,1,4,1,0,0,2,2,0
7808,2020,816,14,5,1,4,1,0,0,2,2,0
816,2013,817,9,3,1,2,1,0,0,2,0,0
1815,2014,817,9,3,1,2,1,0,0,2,0,0
2814,2015,817,9,3,1,2,1,0,0,2,0,0
3813,2016,817,9,3,1,2,1,0,0,2,0,0
4812,2017,817,9,3,1,2,1,0,0,2,0,0
5811,2018,817,9,3,1,2,1,0,0,2,0,0
6810,2019,817,9,3,1,2,1,0,0,2,0,0
7809,2020,817,9,3,1,2,1,0,0,2,0,0
817,2013,818,14,11,1,10,1,0,0,6,3,1
1816,2014,818,14,11,2,9,1,1,0,6,2,1
2815,2015,818,14,11,2,9,1,1,0,6,2,1
3814,2016,818,14,11,2,9,1,1,0,6,2,1
4813,2017,818,14,11,2,9,1,1,0,6,2,1
5812,2018,818,14,11,3,8,2,1,0,5,2,1
6811,2019,818,14,11,3,8,2,1,0,5,2,1
7810,2020,818,14,11,3,8,2,1,0,5,2,1
818,2013,819,10,9,8,1,3,4,1,1,0,0
1817,2014,819,10,9,8,1,3,4,1,1,0,0
2816,2015,819,10,9,9,0,4,4,1,0,0,0
3815,2016,819,10,9,9,0,4,4,1,0,0,0
4814,2017,819,10,9,9,0,4,4,1,0,0,0
5813,2018,819,10,9,9,0,4,4,1,0,0,0
6812,2019,819,10,9,9,0,4,4,1,0,0,0
7811,2020,819,10,9,9,0,4,4,1,0,0,0
819,2013,820,22,9,1,8,1,0,0,5,3,0
1818,2014,820,22,9,2,7,1,1,0,5,2,0
2817,2015,820,22,9,2,7,1,1,0,5,2,0
3816,2016,820,22,9,2,7,1,1,0,5,2,0
4815,2017,820,22,9,2,7,1,1,0,5,2,0
5814,2018,820,22,9,2,7,1,1,0,5,2,0
6813,2019,820,22,9,3,6,2,1,0,4,2,0
7812,2020,820,22,9,3,6,2,1,0,4,2,0
820,2013,821,18,10,1,9,0,1,0,5,3,1
1819,2014,821,18,10,1,9,0,1,0,5,3,1
2818,2015,821,18,10,1,9,0,1,0,5,3,1
3817,2016,821,18,10,1,9,0,1,0,5,3,1
4816,2017,821,18,10,1,9,0,1,0,5,3,1
5815,2018,821,18,10,1,9,0,1,0,5,3,1
6814,2019,821,18,10,1,9,0,1,0,5,3,1
7813,2020,821,18,10,1,9,0,1,0,5,3,1
821,2013,822,13,4,1,3,1,0,0,1,1,1
1820,2014,822,13,4,1,3,1,0,0,1,1,1
2819,2015,822,13,4,1,3,1,0,0,1,1,1
3818,2016,822,13,4,1,3,1,0,0,1,1,1
4817,2017,822,13,4,1,3,1,0,0,1,1,1
5816,2018,822,13,4,1,3,1,0,0,1,1,1
6815,2019,822,13,4,1,3,1,0,0,1,1,1
7814,2020,822,13,4,1,3,1,0,0,1,1,1
822,2013,823,12,6,2,4,1,1,0,2,1,1
1821,2014,823,12,6,2,4,1,1,0,2,1,1
2820,2015,823,12,6,2,4,1,1,0,2,1,1
3819,2016,823,12,6,2,4,1,1,0,2,1,1
4818,2017,823,12,6,2,4,1,1,0,2,1,1
5817,2018,823,12,6,3,3,2,1,0,1,1,1
6816,2019,823,12,6,3,3,2,1,0,1,1,1
7815,2020,823,12,6,3,3,2,1,0,1,1,1
823,2013,824,33,30,3,27,2,1,0,18,7,2
1822,2014,824,33,30,4,26,2,2,0,18,6,2
2821,2015,824,33,30,5,25,2,3,0,18,5,2
3820,2016,824,33,30,6,24,3,3,0,17,5,2
4819,2017,824,33,30,6,24,3,3,0,17,5,2
5818,2018,824,33,30,7,23,4,3,0,16,5,2
6817,2019,824,33,30,9,21,4,3,2,16,5,0
7816,2020,824,33,30,10,20,4,4,2,16,4,0
824,2013,825,12,7,1,6,0,1,0,3,2,1
1823,2014,825,12,7,2,5,0,2,0,3,1,1
2822,2015,825,12,7,2,5,0,2,0,3,1,1
3821,2016,825,12,7,2,5,0,2,0,3,1,1
4820,2017,825,12,7,3,4,0,3,0,3,0,1
5819,2018,825,12,7,3,4,0,3,0,3,0,1
6818,2019,825,12,7,3,4,0,3,0,3,0,1
7817,2020,825,12,7,3,4,0,3,0,3,0,1
825,2013,826,22,9,1,8,1,0,0,5,2,1
1824,2014,826,22,9,1,8,1,0,0,5,2,1
2823,2015,826,22,9,1,8,1,0,0,5,2,1
3822,2016,826,22,9,1,8,1,0,0,5,2,1
4821,2017,826,22,9,1,8,1,0,0,5,2,1
5820,2018,826,22,9,1,8,1,0,0,5,2,1
6819,2019,826,22,9,1,8,1,0,0,5,2,1
7818,2020,826,22,9,2,7,2,0,0,4,2,1
826,2013,827,15,12,3,9,3,0,0,5,3,1
1825,2014,827,15,12,3,9,3,0,0,5,3,1
2824,2015,827,15,12,3,9,3,0,0,5,3,1
3823,2016,827,15,12,4,8,4,0,0,4,3,1
4822,2017,827,15,12,5,7,4,1,0,4,2,1
5821,2018,827,15,12,5,7,4,1,0,4,2,1
6820,2019,827,15,12,6,6,4,2,0,4,1,1
7819,2020,827,15,12,8,4,6,2,0,2,1,1
827,2013,828,5,4,1,3,1,0,0,2,1,0
1826,2014,828,5,4,1,3,1,0,0,2,1,0
2825,2015,828,5,4,1,3,1,0,0,2,1,0
3824,2016,828,5,4,2,2,2,0,0,1,1,0
4823,2017,828,5,4,2,2,2,0,0,1,1,0
5822,2018,828,5,4,2,2,2,0,0,1,1,0
6821,2019,828,5,4,2,2,2,0,0,1,1,0
7820,2020,828,5,4,2,2,2,0,0,1,1,0
828,2013,829,11,5,1,4,1,0,0,1,2,1
1827,2014,829,11,5,1,4,1,0,0,1,2,1
2826,2015,829,11,5,1,4,1,0,0,1,2,1
3825,2016,829,11,5,2,3,2,0,0,0,2,1
4824,2017,829,11,5,2,3,2,0,0,0,2,1
5823,2018,829,11,5,2,3,2,0,0,0,2,1
6822,2019,829,11,5,2,3,2,0,0,0,2,1
7821,2020,829,11,5,2,3,2,0,0,0,2,1
829,2013,830,33,18,4,14,1,2,1,10,3,1
1828,2014,830,33,18,5,13,1,3,1,10,2,1
2827,2015,830,33,18,6,12,2,3,1,9,2,1
3826,2016,830,33,18,7,11,2,4,1,9,1,1
4825,2017,830,33,18,9,9,4,4,1,7,1,1
5824,2018,830,33,18,11,7,6,4,1,5,1,1
6823,2019,830,33,18,14,4,8,5,1,3,0,1
7822,2020,830,33,18,16,2,10,5,1,1,0,1
830,2013,831,10,7,2,5,2,0,0,3,1,1
1829,2014,831,10,7,2,5,2,0,0,3,1,1
2828,2015,831,10,7,2,5,2,0,0,3,1,1
3827,2016,831,10,7,3,4,3,0,0,2,1,1
4826,2017,831,10,7,3,4,3,0,0,2,1,1
5825,2018,831,10,7,3,4,3,0,0,2,1,1
6824,2019,831,10,7,4,3,3,1,0,2,0,1
7823,2020,831,10,7,5,2,4,1,0,1,0,1
831,2013,832,13,9,1,8,1,0,0,5,2,1
1830,2014,832,13,9,1,8,1,0,0,5,2,1
2829,2015,832,13,9,1,8,1,0,0,5,2,1
3828,2016,832,13,9,1,8,1,0,0,5,2,1
4827,2017,832,13,9,1,8,1,0,0,5,2,1
5826,2018,832,13,9,1,8,1,0,0,5,2,1
6825,2019,832,13,9,1,8,1,0,0,5,2,1
7824,2020,832,13,9,1,8,1,0,0,5,2,1
832,2013,833,51,26,2,24,2,0,0,15,7,2
1831,2014,833,51,26,3,23,3,0,0,14,7,2
2830,2015,833,51,26,3,23,3,0,0,14,7,2
3829,2016,833,51,26,3,23,3,0,0,14,7,2
4828,2017,833,51,26,4,22,4,0,0,13,7,2
5827,2018,833,51,26,4,22,4,0,0,13,7,2
6826,2019,833,51,26,4,22,4,0,0,13,7,2
7825,2020,833,51,26,5,21,4,1,0,13,6,2
833,2013,834,29,23,10,13,6,4,0,9,3,1
1832,2014,834,29,23,13,10,9,4,0,6,3,1
2831,2015,834,29,23,16,7,12,4,0,3,3,1
3830,2016,834,29,23,19,4,13,6,0,2,1,1
4829,2017,834,29,23,22,1,15,7,0,0,0,1
5828,2018,834,29,23,23,0,15,7,1,0,0,0
6827,2019,834,29,23,23,0,15,7,1,0,0,0
7826,2020,834,29,23,23,0,15,7,1,0,0,0
834,2013,835,8,8,2,6,2,0,0,3,2,1
1833,2014,835,8,8,2,6,2,0,0,3,2,1
2832,2015,835,8,8,2,6,2,0,0,3,2,1
3831,2016,835,8,8,3,5,3,0,0,2,2,1
4830,2017,835,8,8,3,5,3,0,0,2,2,1
5829,2018,835,8,8,4,4,4,0,0,1,2,1
6828,2019,835,8,8,4,4,4,0,0,1,2,1
7827,2020,835,8,8,4,4,4,0,0,1,2,1
835,2013,836,23,23,5,18,4,1,0,11,6,1
1834,2014,836,23,23,5,18,4,1,0,11,6,1
2833,2015,836,23,23,6,17,4,2,0,11,5,1
3832,2016,836,23,23,8,15,6,2,0,9,5,1
4831,2017,836,23,23,9,14,6,3,0,9,4,1
5830,2018,836,23,23,11,12,8,3,0,7,4,1
6829,2019,836,23,23,14,9,10,4,0,5,3,1
7828,2020,836,23,23,15,8,10,5,0,5,2,1
836,2013,837,24,19,1,18,1,0,0,12,5,1
1835,2014,837,24,19,1,18,1,0,0,12,5,1
2834,2015,837,24,19,1,18,1,0,0,12,5,1
3833,2016,837,24,19,1,18,1,0,0,12,5,1
4832,2017,837,24,19,1,18,1,0,0,12,5,1
5831,2018,837,24,19,1,18,1,0,0,12,5,1
6830,2019,837,24,19,1,18,1,0,0,12,5,1
7829,2020,837,24,19,1,18,1,0,0,12,5,1
837,2013,838,31,11,2,9,2,0,0,5,3,1
1836,2014,838,31,11,3,8,3,0,0,4,3,1
2835,2015,838,31,11,3,8,3,0,0,4,3,1
3834,2016,838,31,11,4,7,3,1,0,4,2,1
4833,2017,838,31,11,4,7,3,1,0,4,2,1
5832,2018,838,31,11,4,7,3,1,0,4,2,1
6831,2019,838,31,11,5,6,3,2,0,4,1,1
7830,2020,838,31,11,6,5,3,3,0,4,0,1
838,2013,839,37,26,4,22,1,2,1,14,6,2
1837,2014,839,37,26,4,22,1,2,1,14,6,2
2836,2015,839,37,26,4,22,1,2,1,14,6,2
3835,2016,839,37,26,4,22,1,2,1,14,6,2
4834,2017,839,37,26,5,21,1,3,1,14,5,2
5833,2018,839,37,26,6,20,1,4,1,14,4,2
6832,2019,839,37,26,6,20,1,4,1,14,4,2
7831,2020,839,37,26,7,19,2,4,1,13,4,2
839,2013,840,27,21,4,17,1,2,1,11,5,1
1838,2014,840,27,21,4,17,1,2,1,11,5,1
2837,2015,840,27,21,5,16,2,2,1,10,5,1
3836,2016,840,27,21,5,16,2,2,1,10,5,1
4835,2017,840,27,21,6,15,3,2,1,9,5,1
5834,2018,840,27,21,7,14,4,2,1,8,5,1
6833,2019,840,27,21,8,13,4,3,1,8,4,1
7832,2020,840,27,21,10,11,4,5,1,8,2,1
840,2013,841,7,4,1,3,1,0,0,1,1,1
1839,2014,841,7,4,1,3,1,0,0,1,1,1
2838,2015,841,7,4,1,3,1,0,0,1,1,1
3837,2016,841,7,4,2,2,2,0,0,0,1,1
4836,2017,841,7,4,2,2,2,0,0,0,1,1
5835,2018,841,7,4,2,2,2,0,0,0,1,1
6834,2019,841,7,4,2,2,2,0,0,0,1,1
7833,2020,841,7,4,3,1,2,1,0,0,0,1
841,2013,842,55,37,8,29,6,2,0,19,8,2
1840,2014,842,55,37,8,29,6,2,0,19,8,2
2839,2015,842,55,37,9,28,7,2,0,18,8,2
3838,2016,842,55,37,12,25,9,3,0,16,7,2
4837,2017,842,55,37,16,21,13,3,0,12,7,2
5836,2018,842,55,37,17,20,13,4,0,12,6,2
6835,2019,842,55,37,21,16,15,6,0,10,4,2
7834,2020,842,55,37,22,15,16,6,0,9,4,2
842,2013,843,11,8,1,7,0,1,0,5,2,0
1841,2014,843,11,8,2,6,0,2,0,5,1,0
2840,2015,843,11,8,2,6,0,2,0,5,1,0
3839,2016,843,11,8,2,6,0,2,0,5,1,0
4838,2017,843,11,8,2,6,0,2,0,5,1,0
5837,2018,843,11,8,2,6,0,2,0,5,1,0
6836,2019,843,11,8,3,5,0,3,0,5,0,0
7835,2020,843,11,8,3,5,0,3,0,5,0,0
843,2013,844,35,20,3,17,1,1,1,11,5,1
1842,2014,844,35,20,4,16,2,1,1,10,5,1
2841,2015,844,35,20,4,16,2,1,1,10,5,1
3840,2016,844,35,20,4,16,2,1,1,10,5,1
4839,2017,844,35,20,5,15,3,1,1,9,5,1
5838,2018,844,35,20,6,14,4,1,1,8,5,1
6837,2019,844,35,20,6,14,4,1,1,8,5,1
7836,2020,844,35,20,8,12,6,1,1,6,5,1
844,2013,845,14,10,2,8,1,1,0,6,1,1
1843,2014,845,14,10,2,8,1,1,0,6,1,1
2842,2015,845,14,10,2,8,1,1,0,6,1,1
3841,2016,845,14,10,3,7,2,1,0,5,1,1
4840,2017,845,14,10,3,7,2,1,0,5,1,1
5839,2018,845,14,10,4,6,3,1,0,4,1,1
6838,2019,845,14,10,4,6,3,1,0,4,1,1
7837,2020,845,14,10,5,5,3,2,0,4,0,1
845,2013,846,34,12,1,11,0,1,0,6,4,1
1844,2014,846,34,12,1,11,0,1,0,6,4,1
2843,2015,846,34,12,1,11,0,1,0,6,4,1
3842,2016,846,34,12,1,11,0,1,0,6,4,1
4841,2017,846,34,12,1,11,0,1,0,6,4,1
5840,2018,846,34,12,1,11,0,1,0,6,4,1
6839,2019,846,34,12,1,11,0,1,0,6,4,1
7838,2020,846,34,12,1,11,0,1,0,6,4,1
846,2013,847,19,8,2,6,2,0,0,4,1,1
1845,2014,847,19,8,2,6,2,0,0,4,1,1
2844,2015,847,19,8,3,5,3,0,0,3,1,1
3843,2016,847,19,8,4,4,4,0,0,2,1,1
4842,2017,847,19,8,4,4,4,0,0,2,1,1
5841,2018,847,19,8,4,4,4,0,0,2,1,1
6840,2019,847,19,8,5,3,4,1,0,2,0,1
7839,2020,847,19,8,5,3,4,1,0,2,0,1
847,2013,848,52,38,7,31,4,2,1,21,9,1
1846,2014,848,52,38,8,30,5,2,1,20,9,1
2845,2015,848,52,38,10,28,5,4,1,20,7,1
3844,2016,848,52,38,11,27,6,4,1,19,7,1
4843,2017,848,52,38,13,25,6,6,1,19,5,1
5842,2018,848,52,38,16,22,8,7,1,17,4,1
6841,2019,848,52,38,18,20,8,9,1,17,2,1
7840,2020,848,52,38,21,17,11,9,1,14,2,1
848,2013,849,39,27,5,22,2,3,0,15,5,2
1847,2014,849,39,27,6,21,2,4,0,15,4,2
2846,2015,849,39,27,6,21,2,4,0,15,4,2
3845,2016,849,39,27,8,19,4,4,0,13,4,2
4844,2017,849,39,27,10,17,5,5,0,12,3,2
5843,2018,849,39,27,11,16,5,6,0,12,2,2
6842,2019,849,39,27,14,13,6,8,0,11,0,2
