,Year,Course_ID,Course_Duration,Course_Resources,Course_Ress_Digit,Course_Ress_inClass,Number_Video,Number_QCM,Number_Test,Number_Lecture,Number_Exercise,Number_Exam
7869,2020,758,18,7,3,4,2,1,0,2,1,1
758,2013,759,37,25,4,21,2,1,1,14,7,0
1774,2014,759,37,25,4,21,2,1,1,14,7,0
2790,2015,759,37,25,5,20,2,2,1,14,6,0
3806,2016,759,37,25,6,19,3,2,1,13,6,0
4822,2017,759,37,25,7,18,4,2,1,12,6,0
5838,2018,759,37,25,7,18,4,2,1,12,6,0
6854,2019,759,37,25,8,17,4,3,1,12,5,0
7870,2020,759,37,25,10,15,6,3,1,10,5,0
759,2013,760,56,41,4,37,1,2,1,24,12,1
1775,2014,760,56,41,5,36,1,3,1,24,11,1
2791,2015,760,56,41,6,35,2,3,1,23,11,1
3807,2016,760,56,41,6,35,2,3,1,23,11,1
4823,2017,760,56,41,7,34,3,3,1,22,11,1
5839,2018,760,56,41,9,32,3,5,1,22,9,1
6855,2019,760,56,41,11,30,5,5,1,20,9,1
7871,2020,760,56,41,14,27,8,5,1,17,9,1
760,2013,761,7,6,1,5,0,1,0,3,1,1
1776,2014,761,7,6,1,5,0,1,0,3,1,1
2792,2015,761,7,6,1,5,0,1,0,3,1,1
3808,2016,761,7,6,1,5,0,1,0,3,1,1
4824,2017,761,7,6,1,5,0,1,0,3,1,1
5840,2018,761,7,6,1,5,0,1,0,3,1,1
6856,2019,761,7,6,1,5,0,1,0,3,1,1
7872,2020,761,7,6,1,5,0,1,0,3,1,1
761,2013,762,6,2,1,1,0,1,0,0,1,0
1777,2014,762,6,2,1,1,0,1,0,0,1,0
2793,2015,762,6,2,1,1,0,1,0,0,1,0
3809,2016,762,6,2,1,1,0,1,0,0,1,0
4825,2017,762,6,2,1,1,0,1,0,0,1,0
5841,2018,762,6,2,1,1,0,1,0,0,1,0
6857,2019,762,6,2,1,1,0,1,0,0,1,0
7873,2020,762,6,2,1,1,0,1,0,0,1,0
762,2013,763,38,18,1,17,1,0,0,11,6,0
1778,2014,763,38,18,1,17,1,0,0,11,6,0
2794,2015,763,38,18,1,17,1,0,0,11,6,0
3810,2016,763,38,18,1,17,1,0,0,11,6,0
4826,2017,763,38,18,1,17,1,0,0,11,6,0
5842,2018,763,38,18,1,17,1,0,0,11,6,0
6858,2019,763,38,18,1,17,1,0,0,11,6,0
7874,2020,763,38,18,1,17,1,0,0,11,6,0
763,2013,764,25,18,3,15,1,1,1,9,5,1
1779,2014,764,25,18,4,14,1,2,1,9,4,1
2795,2015,764,25,18,5,13,1,3,1,9,3,1
3811,2016,764,25,18,5,13,1,3,1,9,3,1
4827,2017,764,25,18,6,12,1,4,1,9,2,1
5843,2018,764,25,18,7,11,2,4,1,8,2,1
6859,2019,764,25,18,7,11,2,4,1,8,2,1
7875,2020,764,25,18,8,10,2,5,1,8,1,1
764,2013,765,20,14,1,13,0,1,0,9,4,0
1780,2014,765,20,14,2,12,0,2,0,9,3,0
2796,2015,765,20,14,2,12,0,2,0,9,3,0
3812,2016,765,20,14,3,11,0,3,0,9,2,0
4828,2017,765,20,14,3,11,0,3,0,9,2,0
5844,2018,765,20,14,4,10,0,4,0,9,1,0
6860,2019,765,20,14,4,10,0,4,0,9,1,0
7876,2020,765,20,14,4,10,0,4,0,9,1,0
765,2013,766,19,17,2,15,2,0,0,10,5,0
1781,2014,766,19,17,2,15,2,0,0,10,5,0
2797,2015,766,19,17,2,15,2,0,0,10,5,0
3813,2016,766,19,17,2,15,2,0,0,10,5,0
4829,2017,766,19,17,3,14,2,1,0,10,4,0
5845,2018,766,19,17,3,14,2,1,0,10,4,0
6861,2019,766,19,17,4,13,3,1,0,9,4,0
7877,2020,766,19,17,5,12,4,1,0,8,4,0
766,2013,767,7,3,1,2,1,0,0,2,0,0
1782,2014,767,7,3,1,2,1,0,0,2,0,0
2798,2015,767,7,3,1,2,1,0,0,2,0,0
3814,2016,767,7,3,1,2,1,0,0,2,0,0
4830,2017,767,7,3,1,2,1,0,0,2,0,0
5846,2018,767,7,3,1,2,1,0,0,2,0,0
6862,2019,767,7,3,1,2,1,0,0,2,0,0
7878,2020,767,7,3,1,2,1,0,0,2,0,0
767,2013,768,5,4,1,3,0,1,0,1,1,1
1783,2014,768,5,4,1,3,0,1,0,1,1,1
2799,2015,768,5,4,1,3,0,1,0,1,1,1
3815,2016,768,5,4,1,3,0,1,0,1,1,1
4831,2017,768,5,4,1,3,0,1,0,1,1,1
5847,2018,768,5,4,1,3,0,1,0,1,1,1
6863,2019,768,5,4,1,3,0,1,0,1,1,1
7879,2020,768,5,4,1,3,0,1,0,1,1,1
768,2013,769,15,13,2,11,1,1,0,7,3,1
1784,2014,769,15,13,3,10,2,1,0,6,3,1
2800,2015,769,15,13,3,10,2,1,0,6,3,1
3816,2016,769,15,13,4,9,2,2,0,6,2,1
4832,2017,769,15,13,4,9,2,2,0,6,2,1
5848,2018,769,15,13,5,8,3,2,0,5,2,1
6864,2019,769,15,13,6,7,3,3,0,5,1,1
7880,2020,769,15,13,8,5,4,4,0,4,0,1
769,2013,770,38,22,2,20,1,1,0,13,6,1
1785,2014,770,38,22,2,20,1,1,0,13,6,1
2801,2015,770,38,22,2,20,1,1,0,13,6,1
3817,2016,770,38,22,2,20,1,1,0,13,6,1
4833,2017,770,38,22,3,19,2,1,0,12,6,1
5849,2018,770,38,22,3,19,2,1,0,12,6,1
6865,2019,770,38,22,3,19,2,1,0,12,6,1
7881,2020,770,38,22,4,18,2,2,0,12,5,1
770,2013,771,11,8,2,6,1,1,0,4,2,0
1786,2014,771,11,8,2,6,1,1,0,4,2,0
2802,2015,771,11,8,3,5,2,1,0,3,2,0
3818,2016,771,11,8,4,4,2,2,0,3,1,0
4834,2017,771,11,8,5,3,2,3,0,3,0,0
5850,2018,771,11,8,5,3,2,3,0,3,0,0
6866,2019,771,11,8,6,2,3,3,0,2,0,0
7882,2020,771,11,8,7,1,4,3,0,1,0,0
771,2013,772,8,3,1,2,1,0,0,1,1,0
1787,2014,772,8,3,1,2,1,0,0,1,1,0
2803,2015,772,8,3,1,2,1,0,0,1,1,0
3819,2016,772,8,3,1,2,1,0,0,1,1,0
4835,2017,772,8,3,1,2,1,0,0,1,1,0
5851,2018,772,8,3,1,2,1,0,0,1,1,0
6867,2019,772,8,3,1,2,1,0,0,1,1,0
7883,2020,772,8,3,1,2,1,0,0,1,1,0
772,2013,773,30,20,4,16,1,2,1,10,5,1
1788,2014,773,30,20,4,16,1,2,1,10,5,1
2804,2015,773,30,20,5,15,1,3,1,10,4,1
3820,2016,773,30,20,5,15,1,3,1,10,4,1
4836,2017,773,30,20,6,14,2,3,1,9,4,1
5852,2018,773,30,20,6,14,2,3,1,9,4,1
6868,2019,773,30,20,6,14,2,3,1,9,4,1
7884,2020,773,30,20,7,13,3,3,1,8,4,1
773,2013,774,48,21,1,20,1,0,0,13,6,1
1789,2014,774,48,21,1,20,1,0,0,13,6,1
2805,2015,774,48,21,1,20,1,0,0,13,6,1
3821,2016,774,48,21,1,20,1,0,0,13,6,1
4837,2017,774,48,21,1,20,1,0,0,13,6,1
5853,2018,774,48,21,2,19,2,0,0,12,6,1
6869,2019,774,48,21,2,19,2,0,0,12,6,1
7885,2020,774,48,21,2,19,2,0,0,12,6,1
774,2013,775,39,32,4,28,3,1,0,19,8,1
1790,2014,775,39,32,5,27,3,2,0,19,7,1
2806,2015,775,39,32,7,25,3,4,0,19,5,1
3822,2016,775,39,32,9,23,5,4,0,17,5,1
4838,2017,775,39,32,11,21,6,5,0,16,4,1
5854,2018,775,39,32,13,19,7,6,0,15,3,1
6870,2019,775,39,32,17,15,10,7,0,12,2,1
7886,2020,775,39,32,18,14,11,7,0,11,2,1
775,2013,776,11,3,1,2,1,0,0,2,0,0
1791,2014,776,11,3,1,2,1,0,0,2,0,0
2807,2015,776,11,3,1,2,1,0,0,2,0,0
3823,2016,776,11,3,1,2,1,0,0,2,0,0
4839,2017,776,11,3,1,2,1,0,0,2,0,0
5855,2018,776,11,3,1,2,1,0,0,2,0,0
6871,2019,776,11,3,1,2,1,0,0,2,0,0
7887,2020,776,11,3,1,2,1,0,0,2,0,0
776,2013,777,36,23,3,20,2,1,0,13,6,1
1792,2014,777,36,23,3,20,2,1,0,13,6,1
2808,2015,777,36,23,4,19,3,1,0,12,6,1
3824,2016,777,36,23,5,18,4,1,0,11,6,1
4840,2017,777,36,23,5,18,4,1,0,11,6,1
5856,2018,777,36,23,6,17,5,1,0,10,6,1
6872,2019,777,36,23,7,16,5,2,0,10,5,1
7888,2020,777,36,23,9,14,7,2,0,8,5,1
777,2013,778,53,26,4,22,3,1,0,15,5,2
1793,2014,778,53,26,4,22,3,1,0,15,5,2
2809,2015,778,53,26,4,22,3,1,0,15,5,2
3825,2016,778,53,26,5,21,4,1,0,14,5,2
4841,2017,778,53,26,6,20,4,2,0,14,4,2
5857,2018,778,53,26,8,18,5,3,0,13,3,2
6873,2019,778,53,26,10,16,6,4,0,12,2,2
7889,2020,778,53,26,12,14,6,6,0,12,0,2
778,2013,779,28,9,8,1,3,4,1,1,0,0
1794,2014,779,28,9,8,1,3,4,1,1,0,0
2810,2015,779,28,9,9,0,4,4,1,0,0,0
3826,2016,779,28,9,9,0,4,4,1,0,0,0
4842,2017,779,28,9,9,0,4,4,1,0,0,0
5858,2018,779,28,9,9,0,4,4,1,0,0,0
6874,2019,779,28,9,9,0,4,4,1,0,0,0
7890,2020,779,28,9,9,0,4,4,1,0,0,0
779,2013,780,7,3,1,2,1,0,0,2,0,0
1795,2014,780,7,3,1,2,1,0,0,2,0,0
2811,2015,780,7,3,1,2,1,0,0,2,0,0
3827,2016,780,7,3,1,2,1,0,0,2,0,0
4843,2017,780,7,3,1,2,1,0,0,2,0,0
5859,2018,780,7,3,1,2,1,0,0,2,0,0
6875,2019,780,7,3,1,2,1,0,0,2,0,0
7891,2020,780,7,3,1,2,1,0,0,2,0,0
780,2013,781,6,4,1,3,0,1,0,2,1,0
1796,2014,781,6,4,1,3,0,1,0,2,1,0
2812,2015,781,6,4,1,3,0,1,0,2,1,0
3828,2016,781,6,4,1,3,0,1,0,2,1,0
4844,2017,781,6,4,2,2,0,2,0,2,0,0
5860,2018,781,6,4,2,2,0,2,0,2,0,0
6876,2019,781,6,4,2,2,0,2,0,2,0,0
7892,2020,781,6,4,2,2,0,2,0,2,0,0
781,2013,782,6,5,1,4,0,1,0,1,2,1
1797,2014,782,6,5,1,4,0,1,0,1,2,1
2813,2015,782,6,5,1,4,0,1,0,1,2,1
3829,2016,782,6,5,1,4,0,1,0,1,2,1
4845,2017,782,6,5,1,4,0,1,0,1,2,1
5861,2018,782,6,5,1,4,0,1,0,1,2,1
6877,2019,782,6,5,1,4,0,1,0,1,2,1
7893,2020,782,6,5,1,4,0,1,0,1,2,1
782,2013,783,15,13,2,11,2,0,0,7,3,1
1798,2014,783,15,13,2,11,2,0,0,7,3,1
2814,2015,783,15,13,2,11,2,0,0,7,3,1
3830,2016,783,15,13,2,11,2,0,0,7,3,1
4846,2017,783,15,13,3,10,3,0,0,6,3,1
5862,2018,783,15,13,3,10,3,0,0,6,3,1
6878,2019,783,15,13,3,10,3,0,0,6,3,1
7894,2020,783,15,13,4,9,4,0,0,5,3,1
783,2013,784,39,12,2,10,1,1,0,7,3,0
1799,2014,784,39,12,2,10,1,1,0,7,3,0
2815,2015,784,39,12,2,10,1,1,0,7,3,0
3831,2016,784,39,12,3,9,1,2,0,7,2,0
4847,2017,784,39,12,4,8,2,2,0,6,2,0
5863,2018,784,39,12,4,8,2,2,0,6,2,0
6879,2019,784,39,12,4,8,2,2,0,6,2,0
7895,2020,784,39,12,4,8,2,2,0,6,2,0
784,2013,785,15,14,1,13,1,0,0,8,4,1
1800,2014,785,15,14,1,13,1,0,0,8,4,1
2816,2015,785,15,14,2,12,1,1,0,8,3,1
3832,2016,785,15,14,2,12,1,1,0,8,3,1
4848,2017,785,15,14,2,12,1,1,0,8,3,1
5864,2018,785,15,14,2,12,1,1,0,8,3,1
6880,2019,785,15,14,2,12,1,1,0,8,3,1
7896,2020,785,15,14,3,11,1,2,0,8,2,1
785,2013,786,12,12,1,11,1,0,0,8,3,0
1801,2014,786,12,12,1,11,1,0,0,8,3,0
2817,2015,786,12,12,1,11,1,0,0,8,3,0
3833,2016,786,12,12,1,11,1,0,0,8,3,0
4849,2017,786,12,12,1,11,1,0,0,8,3,0
5865,2018,786,12,12,1,11,1,0,0,8,3,0
6881,2019,786,12,12,1,11,1,0,0,8,3,0
7897,2020,786,12,12,1,11,1,0,0,8,3,0
786,2013,787,6,5,1,4,1,0,0,1,2,1
1802,2014,787,6,5,2,3,2,0,0,0,2,1
2818,2015,787,6,5,2,3,2,0,0,0,2,1
3834,2016,787,6,5,2,3,2,0,0,0,2,1
4850,2017,787,6,5,2,3,2,0,0,0,2,1
5866,2018,787,6,5,2,3,2,0,0,0,2,1
6882,2019,787,6,5,2,3,2,0,0,0,2,1
7898,2020,787,6,5,2,3,2,0,0,0,2,1
787,2013,788,34,24,5,19,4,1,0,13,6,0
1803,2014,788,34,24,5,19,4,1,0,13,6,0
2819,2015,788,34,24,6,18,5,1,0,12,6,0
3835,2016,788,34,24,7,17,5,2,0,12,5,0
4851,2017,788,34,24,7,17,5,2,0,12,5,0
5867,2018,788,34,24,10,14,5,5,0,12,2,0
6883,2019,788,34,24,10,14,5,5,0,12,2,0
7899,2020,788,34,24,10,14,5,5,0,12,2,0
788,2013,789,22,6,2,4,1,1,0,3,1,0
1804,2014,789,22,6,2,4,1,1,0,3,1,0
2820,2015,789,22,6,2,4,1,1,0,3,1,0
3836,2016,789,22,6,3,3,2,1,0,2,1,0
4852,2017,789,22,6,3,3,2,1,0,2,1,0
5868,2018,789,22,6,3,3,2,1,0,2,1,0
6884,2019,789,22,6,4,2,3,1,0,1,1,0
7900,2020,789,22,6,4,2,3,1,0,1,1,0
789,2013,790,8,7,1,6,1,0,0,4,2,0
1805,2014,790,8,7,1,6,1,0,0,4,2,0
2821,2015,790,8,7,1,6,1,0,0,4,2,0
3837,2016,790,8,7,1,6,1,0,0,4,2,0
4853,2017,790,8,7,1,6,1,0,0,4,2,0
5869,2018,790,8,7,1,6,1,0,0,4,2,0
6885,2019,790,8,7,1,6,1,0,0,4,2,0
7901,2020,790,8,7,1,6,1,0,0,4,2,0
790,2013,791,24,10,1,9,0,1,0,5,3,1
1806,2014,791,24,10,1,9,0,1,0,5,3,1
2822,2015,791,24,10,1,9,0,1,0,5,3,1
3838,2016,791,24,10,2,8,1,1,0,4,3,1
4854,2017,791,24,10,2,8,1,1,0,4,3,1
5870,2018,791,24,10,2,8,1,1,0,4,3,1
6886,2019,791,24,10,3,7,2,1,0,3,3,1
7902,2020,791,24,10,3,7,2,1,0,3,3,1
791,2013,792,6,4,1,3,0,1,0,1,1,1
1807,2014,792,6,4,1,3,0,1,0,1,1,1
2823,2015,792,6,4,2,2,1,1,0,0,1,1
3839,2016,792,6,4,2,2,1,1,0,0,1,1
4855,2017,792,6,4,2,2,1,1,0,0,1,1
5871,2018,792,6,4,3,1,1,2,0,0,0,1
6887,2019,792,6,4,3,1,1,2,0,0,0,1
7903,2020,792,6,4,4,0,1,2,1,0,0,0
792,2013,793,39,11,2,9,1,1,0,6,3,0
1808,2014,793,39,11,2,9,1,1,0,6,3,0
2824,2015,793,39,11,2,9,1,1,0,6,3,0
3840,2016,793,39,11,3,8,1,2,0,6,2,0
4856,2017,793,39,11,3,8,1,2,0,6,2,0
5872,2018,793,39,11,4,7,1,3,0,6,1,0
6888,2019,793,39,11,5,6,1,4,0,6,0,0
7904,2020,793,39,11,6,5,2,4,0,5,0,0
793,2013,794,43,34,6,28,5,1,0,18,8,2
1809,2014,794,43,34,6,28,5,1,0,18,8,2
2825,2015,794,43,34,6,28,5,1,0,18,8,2
3841,2016,794,43,34,8,26,5,3,0,18,6,2
4857,2017,794,43,34,10,24,6,4,0,17,5,2
5873,2018,794,43,34,13,21,6,7,0,17,2,2
6889,2019,794,43,34,13,21,6,7,0,17,2,2
7905,2020,794,43,34,16,18,9,7,0,14,2,2
794,2013,795,14,9,1,8,0,1,0,4,3,1
1810,2014,795,14,9,1,8,0,1,0,4,3,1
2826,2015,795,14,9,1,8,0,1,0,4,3,1
3842,2016,795,14,9,2,7,1,1,0,3,3,1
4858,2017,795,14,9,2,7,1,1,0,3,3,1
5874,2018,795,14,9,2,7,1,1,0,3,3,1
6890,2019,795,14,9,3,6,2,1,0,2,3,1
7906,2020,795,14,9,3,6,2,1,0,2,3,1
795,2013,796,21,8,1,7,1,0,0,3,3,1
1811,2014,796,21,8,1,7,1,0,0,3,3,1
2827,2015,796,21,8,1,7,1,0,0,3,3,1
3843,2016,796,21,8,1,7,1,0,0,3,3,1
4859,2017,796,21,8,2,6,1,1,0,3,2,1
5875,2018,796,21,8,2,6,1,1,0,3,2,1
6891,2019,796,21,8,2,6,1,1,0,3,2,1
7907,2020,796,21,8,3,5,2,1,0,2,2,1
796,2013,797,23,13,1,12,1,0,0,8,4,0
1812,2014,797,23,13,1,12,1,0,0,8,4,0
2828,2015,797,23,13,1,12,1,0,0,8,4,0
3844,2016,797,23,13,1,12,1,0,0,8,4,0
4860,2017,797,23,13,1,12,1,0,0,8,4,0
5876,2018,797,23,13,1,12,1,0,0,8,4,0
6892,2019,797,23,13,1,12,1,0,0,8,4,0
7908,2020,797,23,13,1,12,1,0,0,8,4,0
797,2013,798,13,13,1,12,0,1,0,8,4,0
1813,2014,798,13,13,1,12,0,1,0,8,4,0
2829,2015,798,13,13,1,12,0,1,0,8,4,0
3845,2016,798,13,13,1,12,0,1,0,8,4,0
4861,2017,798,13,13,1,12,0,1,0,8,4,0
5877,2018,798,13,13,1,12,0,1,0,8,4,0
6893,2019,798,13,13,1,12,0,1,0,8,4,0
7909,2020,798,13,13,2,11,0,2,0,8,3,0
798,2013,799,22,9,1,8,1,0,0,6,1,1
1814,2014,799,22,9,1,8,1,0,0,6,1,1
2830,2015,799,22,9,1,8,1,0,0,6,1,1
3846,2016,799,22,9,1,8,1,0,0,6,1,1
4862,2017,799,22,9,1,8,1,0,0,6,1,1
5878,2018,799,22,9,1,8,1,0,0,6,1,1
6894,2019,799,22,9,1,8,1,0,0,6,1,1
7910,2020,799,22,9,1,8,1,0,0,6,1,1
799,2013,800,9,3,1,2,0,1,0,2,0,0
1815,2014,800,9,3,1,2,0,1,0,2,0,0
2831,2015,800,9,3,1,2,0,1,0,2,0,0
3847,2016,800,9,3,1,2,0,1,0,2,0,0
4863,2017,800,9,3,2,1,1,1,0,1,0,0
5879,2018,800,9,3,2,1,1,1,0,1,0,0
6895,2019,800,9,3,2,1,1,1,0,1,0,0
7911,2020,800,9,3,2,1,1,1,0,1,0,0
800,2013,801,15,5,1,4,1,0,0,1,2,1
1816,2014,801,15,5,1,4,1,0,0,1,2,1
2832,2015,801,15,5,1,4,1,0,0,1,2,1
3848,2016,801,15,5,1,4,1,0,0,1,2,1
4864,2017,801,15,5,2,3,1,1,0,1,1,1
5880,2018,801,15,5,2,3,1,1,0,1,1,1
6896,2019,801,15,5,2,3,1,1,0,1,1,1
7912,2020,801,15,5,3,2,2,1,0,0,1,1
801,2013,802,52,25,3,22,3,0,0,15,5,2
1817,2014,802,52,25,3,22,3,0,0,15,5,2
2833,2015,802,52,25,4,21,4,0,0,14,5,2
3849,2016,802,52,25,5,20,5,0,0,13,5,2
4865,2017,802,52,25,6,19,6,0,0,12,5,2
5881,2018,802,52,25,7,18,6,1,0,12,4,2
6897,2019,802,52,25,9,16,8,1,0,10,4,2
7913,2020,802,52,25,10,15,8,2,0,10,3,2
802,2013,803,25,19,1,18,0,1,0,12,6,0
1818,2014,803,25,19,1,18,0,1,0,12,6,0
2834,2015,803,25,19,1,18,0,1,0,12,6,0
3850,2016,803,25,19,1,18,0,1,0,12,6,0
4866,2017,803,25,19,1,18,0,1,0,12,6,0
5882,2018,803,25,19,1,18,0,1,0,12,6,0
6898,2019,803,25,19,2,17,1,1,0,11,6,0
7914,2020,803,25,19,2,17,1,1,0,11,6,0
803,2013,804,11,7,2,5,2,0,0,3,2,0
1819,2014,804,11,7,2,5,2,0,0,3,2,0
2835,2015,804,11,7,2,5,2,0,0,3,2,0
3851,2016,804,11,7,2,5,2,0,0,3,2,0
4867,2017,804,11,7,2,5,2,0,0,3,2,0
5883,2018,804,11,7,3,4,3,0,0,2,2,0
6899,2019,804,11,7,4,3,3,1,0,2,1,0
7915,2020,804,11,7,5,2,3,2,0,2,0,0
804,2013,805,9,4,1,3,0,1,0,2,1,0
1820,2014,805,9,4,1,3,0,1,0,2,1,0
2836,2015,805,9,4,1,3,0,1,0,2,1,0
3852,2016,805,9,4,1,3,0,1,0,2,1,0
4868,2017,805,9,4,1,3,0,1,0,2,1,0
5884,2018,805,9,4,1,3,0,1,0,2,1,0
6900,2019,805,9,4,2,2,1,1,0,1,1,0
7916,2020,805,9,4,2,2,1,1,0,1,1,0
805,2013,806,34,16,2,14,1,1,0,10,3,1
1821,2014,806,34,16,2,14,1,1,0,10,3,1
2837,2015,806,34,16,3,13,1,2,0,10,2,1
3853,2016,806,34,16,3,13,1,2,0,10,2,1
4869,2017,806,34,16,3,13,1,2,0,10,2,1
5885,2018,806,34,16,4,12,2,2,0,9,2,1
6901,2019,806,34,16,4,12,2,2,0,9,2,1
7917,2020,806,34,16,5,11,3,2,0,8,2,1
806,2013,807,19,12,1,11,0,1,0,6,4,1
1822,2014,807,19,12,1,11,0,1,0,6,4,1
2838,2015,807,19,12,1,11,0,1,0,6,4,1
3854,2016,807,19,12,2,10,0,2,0,6,3,1
4870,2017,807,19,12,2,10,0,2,0,6,3,1
5886,2018,807,19,12,2,10,0,2,0,6,3,1
6902,2019,807,19,12,2,10,0,2,0,6,3,1
7918,2020,807,19,12,3,9,1,2,0,5,3,1
807,2013,808,36,12,2,10,1,1,0,7,3,0
1823,2014,808,36,12,3,9,1,2,0,7,2,0
2839,2015,808,36,12,3,9,1,2,0,7,2,0
3855,2016,808,36,12,3,9,1,2,0,7,2,0
4871,2017,808,36,12,4,8,1,3,0,7,1,0
5887,2018,808,36,12,4,8,1,3,0,7,1,0
6903,2019,808,36,12,5,7,2,3,0,6,1,0
7919,2020,808,36,12,5,7,2,3,0,6,1,0
808,2013,809,8,6,2,4,2,0,0,1,2,1
1824,2014,809,8,6,2,4,2,0,0,1,2,1
2840,2015,809,8,6,2,4,2,0,0,1,2,1
3856,2016,809,8,6,2,4,2,0,0,1,2,1
4872,2017,809,8,6,2,4,2,0,0,1,2,1
5888,2018,809,8,6,2,4,2,0,0,1,2,1
6904,2019,809,8,6,2,4,2,0,0,1,2,1
7920,2020,809,8,6,3,3,2,1,0,1,1,1
809,2013,810,6,2,1,1,0,1,0,1,0,0
1825,2014,810,6,2,1,1,0,1,0,1,0,0
2841,2015,810,6,2,1,1,0,1,0,1,0,0
3857,2016,810,6,2,1,1,0,1,0,1,0,0
4873,2017,810,6,2,1,1,0,1,0,1,0,0
5889,2018,810,6,2,1,1,0,1,0,1,0,0
6905,2019,810,6,2,1,1,0,1,0,1,0,0
7921,2020,810,6,2,1,1,0,1,0,1,0,0
810,2013,811,24,17,1,16,1,0,0,11,5,0
1826,2014,811,24,17,1,16,1,0,0,11,5,0
2842,2015,811,24,17,1,16,1,0,0,11,5,0
3858,2016,811,24,17,1,16,1,0,0,11,5,0
4874,2017,811,24,17,1,16,1,0,0,11,5,0
5890,2018,811,24,17,2,15,2,0,0,10,5,0
6906,2019,811,24,17,2,15,2,0,0,10,5,0
7922,2020,811,24,17,2,15,2,0,0,10,5,0
811,2013,812,14,14,1,13,0,1,0,8,4,1
1827,2014,812,14,14,1,13,0,1,0,8,4,1
2843,2015,812,14,14,2,12,0,2,0,8,3,1
3859,2016,812,14,14,2,12,0,2,0,8,3,1
4875,2017,812,14,14,2,12,0,2,0,8,3,1
5891,2018,812,14,14,2,12,0,2,0,8,3,1
6907,2019,812,14,14,2,12,0,2,0,8,3,1
7923,2020,812,14,14,2,12,0,2,0,8,3,1
812,2013,813,35,10,1,9,0,1,0,5,3,1
1828,2014,813,35,10,1,9,0,1,0,5,3,1
2844,2015,813,35,10,1,9,0,1,0,5,3,1
3860,2016,813,35,10,1,9,0,1,0,5,3,1
4876,2017,813,35,10,1,9,0,1,0,5,3,1
5892,2018,813,35,10,1,9,0,1,0,5,3,1
6908,2019,813,35,10,2,8,1,1,0,4,3,1
7924,2020,813,35,10,2,8,1,1,0,4,3,1
813,2013,814,24,22,4,18,2,2,0,12,5,1
1829,2014,814,24,22,5,17,3,2,0,11,5,1
2845,2015,814,24,22,6,16,3,3,0,11,4,1
3861,2016,814,24,22,6,16,3,3,0,11,4,1
4877,2017,814,24,22,8,14,5,3,0,9,4,1
5893,2018,814,24,22,9,13,6,3,0,8,4,1
6909,2019,814,24,22,12,10,7,5,0,7,2,1
7925,2020,814,24,22,15,7,7,7,1,7,0,0
814,2013,815,5,4,1,3,1,0,0,2,1,0
1830,2014,815,5,4,1,3,1,0,0,2,1,0
2846,2015,815,5,4,1,3,1,0,0,2,1,0
3862,2016,815,5,4,1,3,1,0,0,2,1,0
4878,2017,815,5,4,1,3,1,0,0,2,1,0
5894,2018,815,5,4,1,3,1,0,0,2,1,0
6910,2019,815,5,4,1,3,1,0,0,2,1,0
7926,2020,815,5,4,1,3,1,0,0,2,1,0
815,2013,816,33,23,2,21,2,0,0,12,7,2
1831,2014,816,33,23,2,21,2,0,0,12,7,2
2847,2015,816,33,23,3,20,3,0,0,11,7,2
3863,2016,816,33,23,4,19,3,1,0,11,6,2
4879,2017,816,33,23,4,19,3,1,0,11,6,2
5895,2018,816,33,23,5,18,3,2,0,11,5,2
6911,2019,816,33,23,5,18,3,2,0,11,5,2
7927,2020,816,33,23,6,17,4,2,0,10,5,2
816,2013,817,10,10,2,8,2,0,0,5,2,1
1832,2014,817,10,10,2,8,2,0,0,5,2,1
2848,2015,817,10,10,2,8,2,0,0,5,2,1
3864,2016,817,10,10,2,8,2,0,0,5,2,1
4880,2017,817,10,10,2,8,2,0,0,5,2,1
5896,2018,817,10,10,3,7,2,1,0,5,1,1
6912,2019,817,10,10,3,7,2,1,0,5,1,1
7928,2020,817,10,10,3,7,2,1,0,5,1,1
817,2013,818,23,8,1,7,1,0,0,4,2,1
1833,2014,818,23,8,1,7,1,0,0,4,2,1
2849,2015,818,23,8,1,7,1,0,0,4,2,1
3865,2016,818,23,8,1,7,1,0,0,4,2,1
4881,2017,818,23,8,1,7,1,0,0,4,2,1
5897,2018,818,23,8,1,7,1,0,0,4,2,1
6913,2019,818,23,8,1,7,1,0,0,4,2,1
7929,2020,818,23,8,1,7,1,0,0,4,2,1
818,2013,819,16,4,1,3,1,0,0,1,1,1
1834,2014,819,16,4,1,3,1,0,0,1,1,1
2850,2015,819,16,4,1,3,1,0,0,1,1,1
3866,2016,819,16,4,1,3,1,0,0,1,1,1
4882,2017,819,16,4,1,3,1,0,0,1,1,1
5898,2018,819,16,4,1,3,1,0,0,1,1,1
6914,2019,819,16,4,1,3,1,0,0,1,1,1
7930,2020,819,16,4,1,3,1,0,0,1,1,1
819,2013,820,54,25,5,20,1,3,1,13,6,1
1835,2014,820,54,25,7,18,1,5,1,13,4,1
2851,2015,820,54,25,8,17,1,6,1,13,3,1
3867,2016,820,54,25,10,15,1,8,1,13,1,1
4883,2017,820,54,25,11,14,1,8,2,13,1,0
5899,2018,820,54,25,12,13,2,8,2,12,1,0
6915,2019,820,54,25,15,10,4,9,2,10,0,0
7931,2020,820,54,25,15,10,4,9,2,10,0,0
820,2013,821,40,15,2,13,2,0,0,9,3,1
1836,2014,821,40,15,3,12,2,1,0,9,2,1
