,Course_ID,Year,Course_Duration,Course_Duration_Digit,Course_Duration_Present,Digit_Ratio,Digit_Percentage,Total_Courses_perYear,Duration_Video,Duration_Quiz,Duration_Exam,Number_Video,Number_Quiz,Number_Exam,Number_Ressources,Number_Video_1H,Number_Video_2H,Number_Video_3H,Number_Video_4H,Number_Quiz_1H,Number_Quiz_2H,Number_Exam_1H,Number_Exam_2H,Number_Exam_3H,Number_Exam_4H
6045,907,2018,42,13,29,0.3,29,1095,7,6,0,3,6,0,9,0,2,1,0,6,0,0,0,0,0
6046,908,2018,20,15,5,0.76,76,1095,7,5,3,6,3,2,11,5,1,0,0,1,2,1,1,0,0
6047,909,2018,40,40,0,1.0,100,1095,16,21,3,5,13,1,19,0,2,0,3,5,8,0,0,1,0
6048,910,2018,16,16,0,1.0,100,1095,12,3,1,7,2,1,10,4,2,0,1,1,1,1,0,0,0
6049,911,2018,57,57,0,1.0,100,1095,30,25,2,9,24,2,35,0,0,6,3,23,1,2,0,0,0
6050,912,2018,10,0,10,0.01,1,1095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6051,913,2018,27,12,15,0.45,45,1095,6,4,2,2,4,1,7,0,1,0,1,4,0,0,1,0,0
6052,914,2018,33,24,9,0.71,71,1095,9,11,4,5,10,2,17,3,1,0,1,9,1,1,0,1,0
6053,915,2018,26,24,2,0.91,90,1095,17,4,3,6,2,2,10,1,0,4,1,0,2,1,1,0,0
6054,916,2018,37,31,6,0.84,84,1095,21,7,3,13,6,3,22,9,1,2,1,5,1,3,0,0,0
6055,917,2018,25,24,1,0.97,96,1095,10,11,3,5,7,2,14,3,0,1,1,3,4,1,1,0,0
6056,918,2018,12,11,1,0.92,92,1095,6,5,0,3,3,0,6,2,0,0,1,1,2,0,0,0,0
6057,919,2018,41,40,1,0.98,97,1095,18,20,2,11,19,1,31,8,0,2,1,18,1,0,1,0,0
6058,920,2018,11,11,0,0.97,96,1095,4,5,2,4,3,2,9,4,0,0,0,1,2,2,0,0,0
6059,921,2018,26,25,1,0.98,98,1095,10,13,2,7,12,2,21,4,3,0,0,11,1,2,0,0,0
6060,922,2018,12,10,2,0.85,85,1095,3,5,2,3,4,1,8,3,0,0,0,3,1,0,1,0,0
6061,923,2018,41,41,0,0.99,99,1095,20,19,2,8,12,2,22,3,0,3,2,5,7,2,0,0,0
6062,924,2018,15,15,0,1.0,99,1095,7,6,2,5,3,2,10,3,2,0,0,0,3,2,0,0,0
6063,925,2018,25,23,2,0.92,92,1095,10,10,3,10,7,2,19,10,0,0,0,4,3,1,1,0,0
6064,926,2018,27,6,21,0.21,21,1095,3,3,0,1,3,0,4,0,0,1,0,3,0,0,0,0,0
6065,927,2018,27,27,0,0.99,99,1095,17,10,0,13,5,0,18,11,1,0,1,0,5,0,0,0,0
6066,928,2018,38,38,0,1.0,100,1095,17,18,3,8,15,2,25,3,3,0,2,12,3,1,1,0,0
6067,929,2018,9,9,0,0.96,96,1095,4,4,1,4,2,1,7,4,0,0,0,0,2,1,0,0,0
6068,930,2018,47,47,0,1.0,99,1095,31,12,4,15,9,1,25,7,0,8,0,6,3,0,0,0,1
6069,931,2018,26,26,0,1.0,99,1095,8,15,3,6,14,3,23,5,0,1,0,13,1,3,0,0,0
6070,932,2018,29,29,0,1.0,100,1095,16,11,2,11,6,1,18,8,1,2,0,1,5,0,1,0,0
6071,933,2018,39,11,28,0.28,28,1095,8,2,1,2,1,1,4,0,0,0,2,0,1,1,0,0,0
6072,934,2018,25,10,15,0.38,38,1095,4,4,2,2,3,2,7,1,0,1,0,2,1,2,0,0,0
6073,935,2018,22,17,5,0.75,75,1095,8,6,3,7,5,1,13,6,1,0,0,4,1,0,0,1,0
6074,936,2018,31,30,1,0.98,98,1095,21,5,4,10,5,2,17,4,3,1,2,5,0,1,0,1,0
6075,937,2018,10,2,8,0.17,17,1095,1,1,0,1,1,0,2,1,0,0,0,1,0,0,0,0,0
6076,938,2018,31,15,16,0.47,46,1095,5,8,2,3,6,2,11,2,0,1,0,4,2,2,0,0,0
6077,939,2018,14,14,0,0.99,99,1095,7,5,2,2,5,1,8,0,0,1,1,5,0,0,1,0,0
6078,940,2018,60,58,2,0.96,96,1095,39,17,2,38,15,1,54,37,1,0,0,13,2,0,1,0,0
6079,941,2018,27,24,3,0.88,87,1095,12,11,1,6,10,1,17,1,4,1,0,9,1,1,0,0,0
6080,942,2018,17,17,0,1.0,99,1095,11,5,1,9,5,1,15,8,0,1,0,5,0,1,0,0,0
6081,943,2018,48,45,3,0.93,92,1095,30,13,2,19,10,2,31,9,9,1,0,7,3,2,0,0,0
6082,944,2018,18,13,5,0.73,72,1095,8,3,2,6,2,1,9,4,2,0,0,1,1,0,1,0,0
6083,945,2018,26,25,1,0.95,95,1095,13,12,0,12,9,0,21,11,1,0,0,6,3,0,0,0,0
6084,946,2018,24,24,0,1.0,100,1095,17,6,1,12,5,1,18,8,3,1,0,4,1,1,0,0,0
6085,947,2018,36,0,36,0.01,1,1095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6086,948,2018,20,5,15,0.26,25,1095,1,3,1,1,3,1,5,1,0,0,0,3,0,1,0,0,0
6087,949,2018,26,26,0,1.0,100,1095,11,13,2,3,9,1,13,0,0,1,2,5,4,0,1,0,0
6088,950,2018,35,16,19,0.46,46,1095,7,6,3,3,3,1,7,1,1,0,1,0,3,0,0,1,0
6089,951,2018,29,27,2,0.95,94,1095,15,12,0,5,12,0,17,1,1,0,3,12,0,0,0,0,0
6090,952,2018,15,12,3,0.78,77,1095,8,3,1,6,2,1,9,5,0,1,0,1,1,1,0,0,0
6091,953,2018,54,1,53,0.01,1,1095,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
6092,954,2018,21,21,0,1.0,99,1095,15,6,0,9,6,0,15,5,3,0,1,6,0,0,0,0,0
6093,955,2018,23,23,0,1.0,100,1095,7,13,3,7,10,1,18,7,0,0,0,7,3,0,0,1,0
6094,956,2018,40,15,25,0.38,37,1095,4,8,3,4,4,1,9,4,0,0,0,0,4,0,0,1,0
6095,957,2018,23,7,16,0.31,30,1095,4,2,1,4,1,1,6,4,0,0,0,0,1,1,0,0,0
6096,958,2018,20,10,10,0.5,50,1095,3,4,3,2,2,2,6,1,1,0,0,0,2,1,1,0,0
6097,959,2018,22,21,1,0.95,94,1095,10,11,0,7,8,0,15,6,0,0,1,5,3,0,0,0,0
6098,960,2018,6,6,0,1.0,100,1095,2,3,1,1,2,1,4,0,1,0,0,1,1,1,0,0,0
6099,961,2018,22,7,15,0.32,32,1095,3,3,1,3,2,1,6,3,0,0,0,1,1,1,0,0,0
6100,962,2018,34,30,4,0.89,88,1095,20,9,1,5,6,1,12,0,0,0,5,3,3,1,0,0,0
6101,963,2018,15,9,6,0.61,60,1095,3,5,1,3,5,1,9,3,0,0,0,5,0,1,0,0,0
6102,964,2018,28,28,0,1.0,100,1095,14,10,4,7,10,4,21,1,5,1,0,10,0,4,0,0,0
6103,965,2018,16,14,2,0.88,87,1095,6,5,3,2,3,2,7,0,0,2,0,1,2,1,1,0,0
6104,966,2018,12,4,8,0.37,37,1095,1,2,1,1,1,1,3,1,0,0,0,0,1,1,0,0,0
6105,967,2018,23,23,0,1.0,100,1095,9,14,0,4,8,0,12,1,2,0,1,2,6,0,0,0,0
6106,968,2018,31,30,1,0.96,95,1095,21,8,1,6,5,1,12,0,0,3,3,2,3,1,0,0,0
6107,969,2018,41,41,0,1.0,100,1095,29,9,3,22,8,1,31,16,5,1,0,7,1,0,0,1,0
6108,970,2018,5,3,2,0.65,65,1095,1,2,0,1,1,0,2,1,0,0,0,0,1,0,0,0,0
6109,971,2018,52,52,0,1.0,99,1095,30,20,2,19,11,2,32,10,8,0,1,2,9,2,0,0,0
6110,972,2018,7,2,5,0.36,35,1095,1,1,0,1,1,0,2,1,0,0,0,1,0,0,0,0,0
6111,973,2018,10,9,1,0.9,89,1095,2,5,2,2,4,1,7,2,0,0,0,3,1,0,1,0,0
6112,974,2018,23,23,0,1.0,99,1095,6,13,4,6,13,2,21,6,0,0,0,13,0,0,2,0,0
6113,975,2018,46,39,7,0.84,84,1095,14,22,3,7,17,2,26,3,2,1,1,12,5,1,1,0,0
6114,976,2018,9,1,8,0.11,11,1095,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
6115,977,2018,55,41,14,0.74,73,1095,18,22,1,10,13,1,24,2,8,0,0,4,9,1,0,0,0
6116,978,2018,35,13,22,0.37,36,1095,5,7,1,4,4,1,9,3,1,0,0,1,3,1,0,0,0
6117,979,2018,50,50,0,1.0,100,1095,19,29,2,10,19,1,30,4,3,3,0,9,10,0,1,0,0
6118,980,2018,14,14,0,0.98,97,1095,4,6,4,4,5,1,10,4,0,0,0,4,1,0,0,0,1
6119,981,2018,52,52,0,1.0,100,1095,31,18,3,16,13,3,32,8,2,5,1,8,5,3,0,0,0
6120,982,2018,38,37,1,0.98,98,1095,13,22,2,10,19,2,31,9,0,0,1,16,3,2,0,0,0
6121,983,2018,40,40,0,0.99,98,1095,21,18,1,17,15,1,33,13,4,0,0,12,3,1,0,0,0
6122,984,2018,31,9,22,0.29,29,1095,5,3,1,4,3,1,8,3,1,0,0,3,0,1,0,0,0
6123,985,2018,35,35,0,1.0,100,1095,25,9,1,23,9,1,33,22,0,1,0,9,0,1,0,0,0
6124,986,2018,39,39,0,1.0,99,1095,17,21,1,10,15,1,26,7,0,2,1,9,6,1,0,0,0
6125,987,2018,16,0,16,0.0,0,1095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6126,988,2018,18,12,6,0.68,67,1095,4,5,3,3,4,3,10,2,1,0,0,3,1,3,0,0,0
6127,989,2018,26,26,0,0.99,98,1095,8,15,3,3,9,1,13,0,2,0,1,3,6,0,0,1,0
6128,990,2018,19,13,6,0.68,67,1095,8,3,2,5,2,1,8,4,0,0,1,1,1,0,1,0,0
6129,991,2018,11,10,1,0.89,89,1095,4,4,2,3,3,2,8,2,1,0,0,2,1,2,0,0,0
6130,992,2018,17,16,1,0.93,92,1095,6,7,3,6,6,2,14,6,0,0,0,5,1,1,1,0,0
6131,993,2018,28,2,26,0.08,7,1095,1,1,0,1,1,0,2,1,0,0,0,1,0,0,0,0,0
6132,994,2018,26,15,11,0.57,56,1095,6,7,2,4,4,2,10,3,0,1,0,1,3,2,0,0,0
6133,995,2018,33,33,0,1.0,100,1095,13,18,2,8,14,1,23,3,5,0,0,10,4,0,1,0,0
6134,996,2018,15,15,0,1.0,99,1095,11,3,1,6,3,1,10,4,0,1,1,3,0,1,0,0,0
6135,997,2018,13,13,0,1.0,99,1095,8,3,2,8,2,2,12,8,0,0,0,1,1,2,0,0,0
6136,998,2018,11,10,1,0.95,94,1095,7,2,1,2,2,1,5,0,0,1,1,2,0,1,0,0,0
6137,999,2018,29,28,1,0.97,96,1095,17,7,4,7,7,2,16,1,4,0,2,7,0,0,2,0,0
6138,1000,2018,22,19,3,0.88,88,1095,10,7,2,9,4,1,14,8,1,0,0,1,3,0,1,0,0
6139,1001,2018,22,7,15,0.32,31,1095,2,3,2,2,2,1,5,2,0,0,0,1,1,0,1,0,0
6140,1002,2018,60,60,0,1.0,100,1095,24,32,4,10,17,2,29,4,0,4,2,2,15,1,0,1,0
6141,1003,2018,16,15,1,0.97,96,1095,7,7,1,7,4,1,12,7,0,0,0,1,3,1,0,0,0
6142,1004,2018,27,27,0,1.0,100,1095,15,9,3,10,6,1,17,8,0,1,1,3,3,0,0,1,0
6143,1005,2018,46,46,0,0.99,98,1095,20,26,0,17,26,0,43,15,1,1,0,26,0,0,0,0,0
6144,1006,2018,19,11,8,0.59,59,1095,5,6,0,3,6,0,9,1,2,0,0,6,0,0,0,0,0
6145,1007,2018,38,38,0,1.0,100,1095,23,15,0,19,13,0,32,15,4,0,0,11,2,0,0,0,0
6146,1008,2018,48,0,48,0.0,0,1095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6147,1009,2018,17,16,1,0.94,93,1095,10,5,1,4,5,1,10,0,2,2,0,5,0,1,0,0,0
6148,1010,2018,27,27,0,1.0,99,1095,14,13,0,12,9,0,21,11,0,1,0,5,4,0,0,0,0
6149,1011,2018,16,16,0,1.0,100,1095,6,7,3,6,6,2,14,6,0,0,0,5,1,1,1,0,0
6150,1012,2018,26,25,1,0.97,97,1095,8,15,2,3,12,1,16,1,0,1,1,9,3,0,1,0,0
6151,1013,2018,52,11,41,0.22,21,1095,5,4,2,5,3,1,9,5,0,0,0,2,1,0,1,0,0
6152,1014,2018,33,32,1,0.96,95,1095,17,13,2,9,9,1,19,5,1,2,1,5,4,0,1,0,0
6153,1015,2018,40,23,17,0.57,57,1095,10,11,2,5,6,2,13,2,1,2,0,1,5,2,0,0,0
6154,1016,2018,26,18,8,0.69,69,1095,8,8,2,8,5,1,14,8,0,0,0,2,3,0,1,0,0
6155,1017,2018,22,21,1,0.97,97,1095,11,9,1,11,8,1,20,11,0,0,0,7,1,1,0,0,0
6156,1018,2018,40,22,18,0.55,54,1095,10,9,3,7,6,2,15,4,3,0,0,3,3,1,1,0,0
6157,1019,2018,45,41,4,0.91,91,1095,24,16,1,19,9,1,29,16,1,2,0,2,7,1,0,0,0
6158,1020,2018,28,28,0,1.0,100,1095,19,7,2,19,7,1,27,19,0,0,0,7,0,0,1,0,0
6159,1021,2018,27,26,1,0.95,94,1095,13,12,1,8,10,1,19,5,1,2,0,8,2,1,0,0,0
6160,1022,2018,41,32,9,0.77,76,1095,21,8,3,13,8,1,22,9,0,4,0,8,0,0,0,1,0
6161,1023,2018,53,44,9,0.83,82,1095,27,13,4,12,8,3,23,1,9,0,2,3,5,2,1,0,0
6162,1024,2018,8,8,0,0.95,94,1095,2,4,2,1,2,2,5,0,1,0,0,0,2,2,0,0,0
6163,1025,2018,13,9,4,0.7,70,1095,6,3,0,2,3,0,5,0,1,0,1,3,0,0,0,0,0
6164,1026,2018,35,1,34,0.01,1,1095,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
6165,1027,2018,42,17,25,0.39,39,1095,8,6,3,8,5,1,14,8,0,0,0,4,1,0,0,1,0
6166,1028,2018,5,5,0,0.95,94,1095,2,3,0,2,2,0,4,2,0,0,0,1,1,0,0,0,0
6167,1029,2018,6,6,0,1.0,100,1095,3,3,0,2,2,0,4,1,1,0,0,1,1,0,0,0,0
6168,1030,2018,27,22,5,0.82,81,1095,14,6,2,9,4,1,14,6,2,0,1,2,2,0,1,0,0
6169,1031,2018,39,31,8,0.79,78,1095,18,12,1,8,11,1,20,3,0,5,0,10,1,1,0,0,0
6170,1032,2018,16,16,0,0.98,97,1095,5,9,2,5,6,2,13,5,0,0,0,3,3,2,0,0,0
6171,1033,2018,56,15,41,0.26,26,1095,11,3,1,4,3,1,8,1,1,0,2,3,0,1,0,0,0
6172,1034,2018,12,10,2,0.84,84,1095,7,2,1,6,2,1,9,5,1,0,0,2,0,1,0,0,0
6173,1035,2018,31,29,2,0.95,94,1095,12,15,2,8,11,2,21,5,2,1,0,7,4,2,0,0,0
6174,1036,2018,55,49,6,0.89,88,1095,19,29,1,13,17,1,31,10,1,1,1,5,12,1,0,0,0
6175,1037,2018,27,25,2,0.93,93,1095,12,13,0,9,13,0,22,6,3,0,0,13,0,0,0,0,0
6176,1038,2018,21,16,5,0.76,76,1095,9,6,1,3,3,1,7,0,1,1,1,0,3,1,0,0,0
6177,1039,2018,33,11,22,0.34,33,1095,7,3,1,4,2,1,7,3,0,0,1,1,1,1,0,0,0
6178,1040,2018,34,33,1,0.98,97,1095,12,18,3,6,12,2,20,0,6,0,0,6,6,1,1,0,0
6179,1041,2018,31,22,9,0.7,70,1095,12,10,0,4,7,0,11,1,0,1,2,4,3,0,0,0,0
6180,1042,2018,25,24,1,0.96,95,1095,13,10,1,12,7,1,20,11,1,0,0,4,3,1,0,0,0
6181,1043,2018,26,26,0,0.99,98,1095,19,7,0,8,7,0,15,3,2,0,3,7,0,0,0,0,0
6182,1044,2018,54,40,14,0.74,74,1095,20,17,3,8,14,1,23,2,2,2,2,11,3,0,0,1,0
6183,1045,2018,60,14,46,0.24,24,1095,4,7,3,4,7,1,12,4,0,0,0,7,0,0,0,1,0
6184,1046,2018,54,25,29,0.47,46,1095,9,13,3,4,9,1,14,1,1,2,0,5,4,0,0,1,0
6185,1047,2018,30,18,12,0.61,60,1095,9,6,3,5,3,1,9,2,2,1,0,0,3,0,0,1,0
6186,1048,2018,28,27,1,0.98,97,1095,17,6,4,11,6,1,18,7,3,0,1,6,0,0,0,0,1
6187,1049,2018,33,25,8,0.77,76,1095,18,7,0,11,5,0,16,6,4,0,1,3,2,0,0,0,0
6188,1050,2018,45,8,37,0.18,18,1095,4,4,0,1,4,0,5,0,0,0,1,4,0,0,0,0,0
6189,1051,2018,41,15,26,0.37,36,1095,10,3,2,3,2,2,7,0,1,0,2,1,1,2,0,0,0
6190,1052,2018,5,4,1,0.85,85,1095,1,2,1,1,1,1,3,1,0,0,0,0,1,1,0,0,0
6191,1053,2018,46,46,0,0.99,98,1095,31,14,1,9,10,1,20,0,1,3,5,6,4,1,0,0,0
6192,1054,2018,14,3,11,0.22,21,1095,2,1,0,1,1,0,2,0,1,0,0,1,0,0,0,0,0
6193,1055,2018,33,18,15,0.55,55,1095,8,10,0,6,9,0,15,4,2,0,0,8,1,0,0,0,0
6194,1056,2018,29,29,0,1.0,99,1095,16,13,0,6,12,0,18,0,4,0,2,11,1,0,0,0,0
6195,1057,2018,47,21,26,0.45,45,1095,12,7,2,3,4,1,8,0,0,0,3,1,3,0,1,0,0
6196,1058,2018,22,22,0,0.99,98,1095,14,6,2,12,4,1,17,11,0,1,0,2,2,0,1,0,0
6197,1059,2018,8,8,0,0.97,96,1095,5,3,0,2,3,0,5,0,1,1,0,3,0,0,0,0,0
6198,1060,2018,15,14,1,0.94,94,1095,5,7,2,3,6,1,10,2,0,1,0,5,1,0,1,0,0
6199,1061,2018,5,4,1,0.88,87,1095,2,2,0,2,1,0,3,2,0,0,0,0,1,0,0,0,0
6200,1062,2018,50,48,2,0.97,96,1095,30,18,0,29,13,0,42,28,1,0,0,8,5,0,0,0,0
6201,1063,2018,33,14,19,0.43,43,1095,3,8,3,3,4,3,10,3,0,0,0,0,4,3,0,0,0
6202,1064,2018,23,18,5,0.8,80,1095,12,4,2,12,2,1,15,12,0,0,0,0,2,0,1,0,0
6203,1065,2018,30,30,0,1.0,100,1095,18,9,3,15,5,1,21,14,0,0,1,1,4,0,0,1,0
6204,1066,2018,25,7,18,0.26,26,1095,2,3,2,1,3,2,6,0,1,0,0,3,0,2,0,0,0
6205,1067,2018,48,16,32,0.33,32,1095,12,3,1,5,3,1,9,1,2,1,1,3,0,1,0,0,0
6206,1068,2018,27,27,0,0.99,98,1095,15,10,2,4,7,1,12,0,0,1,3,4,3,0,1,0,0
6207,1069,2018,8,1,7,0.17,17,1095,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
6208,1070,2018,38,13,25,0.35,34,1095,7,6,0,6,6,0,12,5,1,0,0,6,0,0,0,0,0
6209,1071,2018,38,33,5,0.86,85,1095,16,17,0,9,9,0,18,2,7,0,0,1,8,0,0,0,0
6210,1072,2018,22,22,0,0.99,99,1095,12,10,0,5,9,0,14,0,4,0,1,8,1,0,0,0,0
6211,1073,2018,43,32,11,0.75,75,1095,9,19,4,8,17,3,28,7,1,0,0,15,2,2,1,0,0
6212,1074,2018,35,9,26,0.27,27,1095,5,4,0,4,2,0,6,3,1,0,0,0,2,0,0,0,0
6213,1075,2018,58,54,4,0.93,92,1095,31,22,1,8,13,1,22,0,0,1,7,4,9,1,0,0,0
6214,1076,2018,43,4,39,0.08,8,1095,3,1,0,1,1,0,2,0,0,1,0,1,0,0,0,0,0
6215,1077,2018,31,31,0,1.0,100,1095,17,11,3,6,7,2,15,1,2,0,3,3,4,1,1,0,0
6216,1078,2018,22,13,9,0.6,59,1095,6,4,3,2,2,3,7,0,0,2,0,0,2,3,0,0,0
6217,1079,2018,15,15,0,0.99,99,1095,10,3,2,9,2,2,13,8,1,0,0,1,1,2,0,0,0
6218,1080,2018,21,1,20,0.06,6,1095,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
6219,1081,2018,20,20,0,1.0,99,1095,7,11,2,3,10,1,14,1,1,0,1,9,1,0,1,0,0
6220,1082,2018,47,47,0,1.0,99,1095,24,20,3,6,13,1,20,0,0,0,6,6,7,0,0,1,0
6221,1083,2018,27,2,25,0.06,5,1095,1,1,0,1,1,0,2,1,0,0,0,1,0,0,0,0,0
6222,1084,2018,30,30,0,0.99,98,1095,16,10,4,7,10,4,21,3,1,1,2,10,0,4,0,0,0
6223,1085,2018,32,30,2,0.92,92,1095,13,14,3,12,10,3,25,11,1,0,0,6,4,3,0,0,0
6224,1086,2018,30,6,24,0.19,18,1095,3,2,1,1,1,1,3,0,0,1,0,0,1,1,0,0,0
6225,1087,2018,13,2,11,0.17,16,1095,1,1,0,1,1,0,2,1,0,0,0,1,0,0,0,0,0
6226,1088,2018,37,36,1,0.97,96,1095,22,12,2,9,6,2,17,1,3,5,0,0,6,2,0,0,0
6227,1089,2018,8,5,3,0.63,63,1095,3,2,0,1,2,0,3,0,0,1,0,2,0,0,0,0,0
6228,1090,2018,40,17,23,0.42,41,1095,5,8,4,5,6,2,13,5,0,0,0,4,2,1,0,1,0
6229,1091,2018,31,29,2,0.92,92,1095,19,6,4,17,4,1,22,15,2,0,0,2,2,0,0,0,1
6230,1092,2018,35,35,0,1.0,100,1095,26,8,1,16,4,1,21,6,10,0,0,0,4,1,0,0,0
6231,1093,2018,31,19,12,0.61,60,1095,7,11,1,7,7,1,15,7,0,0,0,3,4,1,0,0,0
6232,1094,2018,25,15,10,0.6,59,1095,10,4,1,3,4,1,8,0,0,2,1,4,0,1,0,0,0
6233,1095,2018,28,7,21,0.25,25,1095,2,4,1,2,3,1,6,2,0,0,0,2,1,1,0,0,0
6234,1,2019,33,33,0,1.0,99,965,18,14,1,10,7,1,18,6,2,0,2,0,7,1,0,0,0
6235,2,2019,15,6,9,0.4,40,965,3,2,1,3,1,1,5,3,0,0,0,0,1,1,0,0,0
6236,3,2019,28,28,0,1.0,100,965,10,17,1,8,14,1,23,7,0,1,0,11,3,1,0,0,0
6237,4,2019,40,40,0,1.0,100,965,28,8,4,11,4,2,17,4,0,4,3,0,4,0,2,0,0
6238,5,2019,33,33,0,1.0,100,965,17,13,3,16,9,1,26,15,1,0,0,5,4,0,0,1,0
6239,6,2019,41,41,0,1.0,100,965,14,24,3,7,15,1,23,2,4,0,1,6,9,0,0,1,0
6240,7,2019,55,55,0,1.0,100,965,25,29,1,12,23,1,36,4,5,1,2,17,6,1,0,0,0
6241,8,2019,38,17,21,0.45,44,965,8,8,1,8,5,1,14,8,0,0,0,2,3,1,0,0,0
6242,9,2019,28,4,24,0.13,13,965,1,2,1,1,2,1,4,1,0,0,0,2,0,1,0,0,0
6243,10,2019,12,12,0,1.0,100,965,5,6,1,5,5,1,11,5,0,0,0,4,1,1,0,0,0
6244,11,2019,49,21,28,0.43,42,965,13,6,2,6,6,2,14,2,1,3,0,6,0,2,0,0,0
6245,12,2019,34,0,34,0.0,0,965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6246,13,2019,6,6,0,0.99,98,965,2,3,1,1,3,1,5,0,1,0,0,3,0,1,0,0,0
6247,14,2019,32,0,32,0.01,1,965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6248,15,2019,7,7,0,0.98,98,965,5,2,0,3,2,0,5,1,2,0,0,2,0,0,0,0,0
6249,16,2019,47,47,0,1.0,99,965,30,14,3,9,14,1,24,0,3,0,6,14,0,0,0,1,0
6250,17,2019,13,13,0,1.0,99,965,6,4,3,4,4,2,10,3,0,1,0,4,0,1,1,0,0
6251,18,2019,40,40,0,1.0,100,965,21,19,0,11,19,0,30,7,1,0,3,19,0,0,0,0,0
6252,19,2019,10,1,9,0.11,10,965,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
6253,20,2019,9,9,0,1.0,99,965,2,5,2,1,3,1,5,0,1,0,0,1,2,0,1,0,0
6254,21,2019,52,31,21,0.6,59,965,20,9,2,9,9,2,20,5,0,1,3,9,0,2,0,0,0
6255,22,2019,5,5,0,0.93,93,965,3,2,0,1,1,0,2,0,0,1,0,0,1,0,0,0,0
6256,23,2019,34,34,0,1.0,100,965,13,19,2,10,15,1,26,8,1,1,0,11,4,0,1,0,0
6257,24,2019,37,37,0,0.99,98,965,15,21,1,13,21,1,35,12,0,1,0,21,0,1,0,0,0
6258,25,2019,36,36,0,1.0,100,965,16,18,2,14,13,2,29,12,2,0,0,8,5,2,0,0,0
6259,26,2019,33,33,0,1.0,100,965,19,13,1,13,9,1,23,8,4,1,0,5,4,1,0,0,0
6260,27,2019,27,15,12,0.54,54,965,4,7,4,4,5,1,10,4,0,0,0,3,2,0,0,0,1
6261,28,2019,27,27,0,0.99,99,965,11,13,3,8,7,2,17,7,0,0,1,1,6,1,1,0,0
6262,29,2019,8,2,6,0.24,23,965,1,1,0,1,1,0,2,1,0,0,0,1,0,0,0,0,0
6263,30,2019,59,59,0,1.0,100,965,30,28,1,17,15,1,33,10,2,4,1,2,13,1,0,0,0
6264,31,2019,60,33,27,0.55,55,965,16,16,1,16,13,1,30,16,0,0,0,10,3,1,0,0,0
6265,32,2019,10,10,0,1.0,100,965,5,5,0,5,5,0,10,5,0,0,0,5,0,0,0,0,0
6266,33,2019,28,28,0,1.0,99,965,18,7,3,6,6,2,14,1,1,1,3,5,1,1,1,0,0
6267,34,2019,10,8,2,0.76,75,965,5,3,0,4,3,0,7,3,1,0,0,3,0,0,0,0,0
6268,35,2019,52,52,0,1.0,100,965,21,29,2,11,19,2,32,5,2,4,0,9,10,2,0,0,0
6269,36,2019,58,57,1,0.99,99,965,22,32,3,17,22,1,40,12,5,0,0,12,10,0,0,1,0
6270,37,2019,53,53,0,1.0,99,965,32,18,3,31,13,1,45,30,1,0,0,8,5,0,0,1,0
6271,38,2019,19,19,0,1.0,99,965,10,6,3,7,5,1,13,4,3,0,0,4,1,0,0,1,0
6272,39,2019,16,4,12,0.25,24,965,1,2,1,1,2,1,4,1,0,0,0,2,0,1,0,0,0
6273,40,2019,8,8,0,1.0,100,965,4,3,1,1,2,1,4,0,0,0,1,1,1,1,0,0,0
6274,41,2019,24,23,1,0.97,97,965,12,10,1,6,9,1,16,2,2,2,0,8,1,1,0,0,0
6275,42,2019,8,0,8,0.03,3,965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6276,43,2019,40,39,1,0.98,98,965,26,13,0,21,8,0,29,19,0,1,1,3,5,0,0,0,0
6277,44,2019,29,28,1,0.98,97,965,15,12,1,15,10,1,26,15,0,0,0,8,2,1,0,0,0
6278,45,2019,42,10,32,0.25,24,965,5,3,2,4,3,2,9,3,1,0,0,3,0,2,0,0,0
6279,46,2019,53,53,0,1.0,100,965,34,17,2,18,13,2,33,8,5,4,1,9,4,2,0,0,0
6280,47,2019,37,37,0,1.0,100,965,22,12,3,13,11,1,25,4,9,0,0,10,1,0,0,1,0
6281,48,2019,24,24,0,1.0,100,965,14,9,1,10,6,1,17,8,1,0,1,3,3,1,0,0,0
6282,49,2019,60,59,1,0.98,98,965,33,24,2,27,15,2,44,25,0,0,2,6,9,2,0,0,0
6283,50,2019,17,17,0,0.99,98,965,10,4,3,4,4,1,9,1,0,3,0,4,0,0,0,1,0
6284,51,2019,18,18,0,1.0,99,965,11,5,2,5,4,1,10,1,3,0,1,3,1,0,1,0,0
6285,52,2019,34,31,3,0.92,91,965,21,8,2,7,7,1,15,0,0,7,0,6,1,0,1,0,0
