,Year,Departement,Module_ID,Module,Chapter_ID,Chapter,Quiz_perChapter,Quizz_ID,Rank_onChapter,Quizz_Type,Slip,Guess,Success_Prct,Success_Attempts,Failure_Attempts,Number_Attempts,UniQ_Learner,Sucessful_Learners,Unsucessful_Learners,Avg_Attempts,Percent_Learners_Success,Predict_Difficulty,Correct_Difficulty,Score,Difficulty_String,Difficulty,Department
3174,2017,Sociologie,1,Les Differentes Approches de l'Economie,4,L'Analyse Marxiste,14,953,7,QO,0.05,0.78,66.08,48,24,72,65,48,17,1.11,73.85,Difficile,Facile,2,Beaucoup plus Facile,Adapte,Sociology
4285,2018,Sociologie,1,Les Differentes Approches de l'Economie,4,L'Analyse Marxiste,14,953,7,QO,0.13,0.74,66.08,42,22,64,53,42,11,1.21,79.25,Facile,Facile,0,Meme Difficulté,Adapte,Sociology
5396,2019,Sociologie,1,Les Differentes Approches de l'Economie,4,L'Analyse Marxiste,14,953,7,QO,0.19,0.51,66.08,40,21,61,40,40,0,1.52,100.0,Facile,Facile,0,Meme Difficulté,Adapte,Sociology
6507,2020,Sociologie,1,Les Differentes Approches de l'Economie,4,L'Analyse Marxiste,14,953,7,QO,0.2,0.49,66.08,46,23,69,65,46,19,1.06,70.77,Facile,Facile,0,Meme Difficulté,Adapte,Sociology
953,2015,Sociologie,1,Les Differentes Approches de l'Economie,4,L'Analyse Marxiste,14,954,8,QCM,0.02,0.77,70.71,10,4,14,10,10,0,1.4,100.0,Difficile,Facile,2,Beaucoup plus Facile,Adapte,Sociology
2064,2016,Sociologie,1,Les Differentes Approches de l'Economie,4,L'Analyse Marxiste,14,954,8,QCM,0.1,0.88,70.71,11,4,15,15,11,4,1.0,73.33,Facile,Facile,0,Meme Difficulté,Adapte,Sociology
3175,2017,Sociologie,1,Les Differentes Approches de l'Economie,4,L'Analyse Marxiste,14,954,8,QCM,0.02,0.9,70.71,10,4,14,13,10,3,1.08,76.92,Facile,Facile,0,Meme Difficulté,Adapte,Sociology
4286,2018,Sociologie,1,Les Differentes Approches de l'Economie,4,L'Analyse Marxiste,14,954,8,QCM,0.0,0.78,70.71,11,5,16,13,11,2,1.23,84.62,Facile,Facile,0,Meme Difficulté,Adapte,Sociology
5397,2019,Sociologie,1,Les Differentes Approches de l'Economie,4,L'Analyse Marxiste,14,954,8,QCM,0.15,0.77,70.71,11,5,16,13,11,2,1.23,84.62,Facile,Facile,0,Meme Difficulté,Adapte,Sociology
6508,2020,Sociologie,1,Les Differentes Approches de l'Economie,4,L'Analyse Marxiste,14,954,8,QCM,0.16,0.9,70.71,11,4,15,14,11,3,1.07,78.57,Facile,Facile,0,Meme Difficulté,Adapte,Sociology
954,2015,Sociologie,1,Les Differentes Approches de l'Economie,4,L'Analyse Marxiste,14,955,9,QO,0.94,0.04,25.08,24,70,94,77,24,53,1.22,31.17,Difficile,Difficile,0,Meme Difficulté,Pas Adapte,Sociology
2065,2016,Sociologie,1,Les Differentes Approches de l'Economie,4,L'Analyse Marxiste,14,955,9,QO,0.51,0.16,58.32,49,35,84,60,49,11,1.4,81.67,Facile,Moyen,-1,Plus Difficile,Pas Adapte,Sociology
3176,2017,Sociologie,1,Les Differentes Approches de l'Economie,4,L'Analyse Marxiste,14,955,9,QCM,0.12,0.82,80.18,75,19,94,89,75,14,1.06,84.27,Difficile,Facile,2,Beaucoup plus Facile,Pas Adapte,Sociology
4287,2018,Sociologie,1,Les Differentes Approches de l'Economie,4,L'Analyse Marxiste,14,955,9,QCM,0.33,0.49,48.98,49,51,100,99,49,50,1.01,49.49,Facile,Moyen,-1,Plus Difficile,Pas Adapte,Sociology
5398,2019,Sociologie,1,Les Differentes Approches de l'Economie,4,L'Analyse Marxiste,14,955,9,QCM,0.59,0.19,11.95,12,85,97,34,12,22,2.85,35.29,Facile,Difficile,-2,Beaucoup plus Difficile,Pas Adapte,Sociology
6509,2020,Sociologie,1,Les Differentes Approches de l'Economie,4,L'Analyse Marxiste,14,955,9,QCU,0.26,0.58,58.86,61,42,103,61,61,0,1.69,100.0,Difficile,Moyen,1,Plus Facile,Pas Adapte,Sociology
955,2015,Sociologie,1,Les Differentes Approches de l'Economie,4,L'Analyse Marxiste,14,956,10,QCM,0.44,0.58,48.73,8,9,17,13,8,5,1.31,61.54,Moyen,Moyen,0,Meme Difficulté,Pas Adapte,Sociology
2066,2016,Sociologie,1,Les Differentes Approches de l'Economie,4,L'Analyse Marxiste,14,956,10,QCM,0.27,0.6,41.43,7,11,18,10,7,3,1.8,70.0,Facile,Moyen,-1,Plus Difficile,Pas Adapte,Sociology
3177,2017,Sociologie,1,Les Differentes Approches de l'Economie,4,L'Analyse Marxiste,14,956,10,QCM,0.36,0.69,60.48,13,8,21,14,13,1,1.5,92.86,Facile,Moyen,-1,Plus Difficile,Adapte,Sociology
4288,2018,Sociologie,1,Les Differentes Approches de l'Economie,4,L'Analyse Marxiste,14,956,10,QCM,0.44,0.6,60.48,13,8,21,16,13,3,1.31,81.25,Moyen,Moyen,0,Meme Difficulté,Adapte,Sociology
5399,2019,Sociologie,1,Les Differentes Approches de l'Economie,4,L'Analyse Marxiste,14,956,10,QCM,0.45,0.64,60.48,12,8,20,18,12,6,1.11,66.67,Moyen,Moyen,0,Meme Difficulté,Adapte,Sociology
6510,2020,Sociologie,1,Les Differentes Approches de l'Economie,4,L'Analyse Marxiste,14,956,10,QCM,0.22,0.31,60.48,13,8,21,17,13,4,1.24,76.47,Moyen,Moyen,0,Meme Difficulté,Adapte,Sociology
956,2015,Sociologie,1,Les Differentes Approches de l'Economie,4,L'Analyse Marxiste,14,957,11,QCM,0.41,0.51,49.85,26,26,52,48,26,22,1.08,54.17,Difficile,Moyen,1,Plus Facile,Pas Adapte,Sociology
2067,2016,Sociologie,1,Les Differentes Approches de l'Economie,4,L'Analyse Marxiste,14,957,11,QCM,0.55,0.23,11.92,7,52,59,37,7,30,1.59,18.92,Moyen,Difficile,-1,Plus Difficile,Pas Adapte,Sociology
3178,2017,Sociologie,1,Les Differentes Approches de l'Economie,4,L'Analyse Marxiste,14,957,11,QCM,0.3,0.69,64.81,38,20,58,57,38,19,1.02,66.67,Facile,Moyen,-1,Plus Difficile,Adapte,Sociology
4289,2018,Sociologie,1,Les Differentes Approches de l'Economie,4,L'Analyse Marxiste,14,957,11,QCM,0.31,0.34,64.81,39,21,60,47,39,8,1.28,82.98,Moyen,Moyen,0,Meme Difficulté,Adapte,Sociology
5400,2019,Sociologie,1,Les Differentes Approches de l'Economie,4,L'Analyse Marxiste,14,957,11,QCM,0.25,0.55,64.81,40,22,62,57,40,17,1.09,70.18,Moyen,Moyen,0,Meme Difficulté,Adapte,Sociology
6511,2020,Sociologie,1,Les Differentes Approches de l'Economie,4,L'Analyse Marxiste,14,957,11,QCM,0.33,0.48,64.81,45,24,69,59,45,14,1.17,76.27,Moyen,Moyen,0,Meme Difficulté,Adapte,Sociology
957,2015,Sociologie,1,Les Differentes Approches de l'Economie,4,L'Analyse Marxiste,14,958,12,QCM,0.34,0.36,59.76,19,13,32,26,19,7,1.23,73.08,Moyen,Moyen,0,Meme Difficulté,Pas Adapte,Sociology
2068,2016,Sociologie,1,Les Differentes Approches de l'Economie,4,L'Analyse Marxiste,14,958,12,QCM,0.3,0.58,63.01,18,11,29,25,18,7,1.16,72.0,Moyen,Moyen,0,Meme Difficulté,Adapte,Sociology
3179,2017,Sociologie,1,Les Differentes Approches de l'Economie,4,L'Analyse Marxiste,14,958,12,QCM,0.3,0.43,63.01,20,11,31,27,20,7,1.15,74.07,Moyen,Moyen,0,Meme Difficulté,Adapte,Sociology
4290,2018,Sociologie,1,Les Differentes Approches de l'Economie,4,L'Analyse Marxiste,14,958,12,QCM,0.46,0.53,63.01,18,10,28,25,18,7,1.12,72.0,Moyen,Moyen,0,Meme Difficulté,Adapte,Sociology
5401,2019,Sociologie,1,Les Differentes Approches de l'Economie,4,L'Analyse Marxiste,14,958,12,QCM,0.45,0.49,63.01,15,9,24,19,15,4,1.26,78.95,Moyen,Moyen,0,Meme Difficulté,Adapte,Sociology
6512,2020,Sociologie,1,Les Differentes Approches de l'Economie,4,L'Analyse Marxiste,14,958,12,QCM,0.25,0.56,63.01,17,10,27,24,17,7,1.12,70.83,Moyen,Moyen,0,Meme Difficulté,Adapte,Sociology
958,2015,Sociologie,1,Les Differentes Approches de l'Economie,4,L'Analyse Marxiste,14,959,13,QO,0.99,0.12,13.49,9,56,65,42,9,33,1.55,21.43,Moyen,Difficile,-1,Plus Difficile,Pas Adapte,Sociology
2069,2016,Sociologie,1,Les Differentes Approches de l'Economie,4,L'Analyse Marxiste,14,959,13,QCU,0.02,0.77,72.98,53,20,73,54,53,1,1.35,98.15,Facile,Facile,0,Meme Difficulté,Adapte,Sociology
3180,2017,Sociologie,1,Les Differentes Approches de l'Economie,4,L'Analyse Marxiste,14,959,13,QCU,0.14,0.76,72.98,45,17,62,50,45,5,1.24,90.0,Facile,Facile,0,Meme Difficulté,Adapte,Sociology
4291,2018,Sociologie,1,Les Differentes Approches de l'Economie,4,L'Analyse Marxiste,14,959,13,QCM,0.07,0.89,72.98,47,17,64,55,47,8,1.16,85.45,Facile,Facile,0,Meme Difficulté,Adapte,Sociology
5402,2019,Sociologie,1,Les Differentes Approches de l'Economie,4,L'Analyse Marxiste,14,959,13,QCM,0.08,0.73,72.98,39,15,54,45,39,6,1.2,86.67,Facile,Facile,0,Meme Difficulté,Adapte,Sociology
6513,2020,Sociologie,1,Les Differentes Approches de l'Economie,4,L'Analyse Marxiste,14,959,13,QCM,0.01,0.97,72.98,42,16,58,52,42,10,1.12,80.77,Facile,Facile,0,Meme Difficulté,Adapte,Sociology
959,2015,Sociologie,1,Les Differentes Approches de l'Economie,4,L'Analyse Marxiste,14,960,14,QCM,0.32,0.47,53.8,40,35,75,55,40,15,1.36,72.73,Facile,Moyen,-1,Plus Difficile,Pas Adapte,Sociology
2070,2016,Sociologie,1,Les Differentes Approches de l'Economie,4,L'Analyse Marxiste,14,960,14,QCM,0.15,0.96,69.69,48,21,69,66,48,18,1.05,72.73,Facile,Facile,0,Meme Difficulté,Adapte,Sociology
3181,2017,Sociologie,1,Les Differentes Approches de l'Economie,4,L'Analyse Marxiste,14,960,14,QCM,0.17,0.73,69.69,53,23,76,69,53,16,1.1,76.81,Facile,Facile,0,Meme Difficulté,Adapte,Sociology
4292,2018,Sociologie,1,Les Differentes Approches de l'Economie,4,L'Analyse Marxiste,14,960,14,QCM,0.09,0.93,69.69,58,25,83,72,58,14,1.15,80.56,Facile,Facile,0,Meme Difficulté,Adapte,Sociology
5403,2019,Sociologie,1,Les Differentes Approches de l'Economie,4,L'Analyse Marxiste,14,960,14,QCM,0.05,0.81,69.69,54,23,77,66,54,12,1.17,81.82,Facile,Facile,0,Meme Difficulté,Adapte,Sociology
6514,2020,Sociologie,1,Les Differentes Approches de l'Economie,4,L'Analyse Marxiste,14,960,14,QCM,0.12,0.89,69.69,58,25,83,70,58,12,1.19,82.86,Facile,Facile,0,Meme Difficulté,Adapte,Sociology
960,2015,Sociologie,1,Les Differentes Approches de l'Economie,5,La Pensee Economique de Keynes,1,961,1,QCU,0.08,0.81,73.62,54,19,73,66,54,12,1.11,81.82,Difficile,Facile,2,Beaucoup plus Facile,Adapte,Sociology
2071,2016,Sociologie,1,Les Differentes Approches de l'Economie,5,La Pensee Economique de Keynes,1,961,1,QCU,0.03,0.77,73.62,55,20,75,74,55,19,1.01,74.32,Facile,Facile,0,Meme Difficulté,Adapte,Sociology
3182,2017,Sociologie,1,Les Differentes Approches de l'Economie,5,La Pensee Economique de Keynes,1,961,1,QCU,0.06,0.8,73.62,50,18,68,58,50,8,1.17,86.21,Facile,Facile,0,Meme Difficulté,Adapte,Sociology
4293,2018,Sociologie,1,Les Differentes Approches de l'Economie,5,La Pensee Economique de Keynes,1,961,1,QCU,0.1,0.86,73.62,54,19,73,64,54,10,1.14,84.38,Facile,Facile,0,Meme Difficulté,Adapte,Sociology
5404,2019,Sociologie,1,Les Differentes Approches de l'Economie,5,La Pensee Economique de Keynes,1,961,1,QCU,0.1,0.78,73.62,56,20,76,68,56,12,1.12,82.35,Facile,Facile,0,Meme Difficulté,Adapte,Sociology
6515,2020,Sociologie,1,Les Differentes Approches de l'Economie,5,La Pensee Economique de Keynes,1,961,1,QCU,0.19,0.85,73.62,59,21,80,65,59,6,1.23,90.77,Facile,Facile,0,Meme Difficulté,Adapte,Sociology
961,2015,Sociologie,1,Les Differentes Approches de l'Economie,6,Les Insuffisances d'une Pensee purement Economique,6,962,1,QCU,0.02,0.94,68.29,26,12,38,28,26,2,1.36,92.86,Difficile,Facile,2,Beaucoup plus Facile,Adapte,Sociology
2072,2016,Sociologie,1,Les Differentes Approches de l'Economie,6,Les Insuffisances d'une Pensee purement Economique,6,962,1,QCU,0.02,0.95,68.29,25,12,37,33,25,8,1.12,75.76,Facile,Facile,0,Meme Difficulté,Adapte,Sociology
3183,2017,Sociologie,1,Les Differentes Approches de l'Economie,6,Les Insuffisances d'une Pensee purement Economique,6,962,1,QCU,0.16,0.93,68.29,25,12,37,26,25,1,1.42,96.15,Facile,Facile,0,Meme Difficulté,Adapte,Sociology
4294,2018,Sociologie,1,Les Differentes Approches de l'Economie,6,Les Insuffisances d'une Pensee purement Economique,6,962,1,QCU,0.1,0.79,68.29,21,10,31,21,21,0,1.48,100.0,Facile,Facile,0,Meme Difficulté,Adapte,Sociology
5405,2019,Sociologie,1,Les Differentes Approches de l'Economie,6,Les Insuffisances d'une Pensee purement Economique,6,962,1,QROC,0.16,0.42,68.29,24,11,35,34,24,10,1.03,70.59,Facile,Facile,0,Meme Difficulté,Adapte,Sociology
6516,2020,Sociologie,1,Les Differentes Approches de l'Economie,6,Les Insuffisances d'une Pensee purement Economique,6,962,1,QROC,0.11,0.48,68.29,24,11,35,27,24,3,1.3,88.89,Facile,Facile,0,Meme Difficulté,Adapte,Sociology
962,2015,Sociologie,1,Les Differentes Approches de l'Economie,6,Les Insuffisances d'une Pensee purement Economique,6,963,2,QCU,0.05,0.97,95.66,48,2,50,49,48,1,1.02,97.96,Facile,Facile,0,Meme Difficulté,Pas Adapte,Sociology
2073,2016,Sociologie,1,Les Differentes Approches de l'Economie,6,Les Insuffisances d'une Pensee purement Economique,6,963,2,QCU,0.07,0.8,94.97,47,3,50,49,47,2,1.02,95.92,Moyen,Facile,1,Plus Facile,Pas Adapte,Sociology
3184,2017,Sociologie,1,Les Differentes Approches de l'Economie,6,Les Insuffisances d'une Pensee purement Economique,6,963,2,QCU,0.56,0.24,14.54,8,48,56,27,8,19,2.07,29.63,Difficile,Difficile,0,Meme Difficulté,Pas Adapte,Sociology
4295,2018,Sociologie,1,Les Differentes Approches de l'Economie,6,Les Insuffisances d'une Pensee purement Economique,6,963,2,QCU,0.03,0.76,91.44,45,4,49,49,45,4,1.0,91.84,Moyen,Facile,1,Plus Facile,Pas Adapte,Sociology
5406,2019,Sociologie,1,Les Differentes Approches de l'Economie,6,Les Insuffisances d'une Pensee purement Economique,6,963,2,QCM,0.09,0.8,93.21,51,4,55,55,51,4,1.0,92.73,Facile,Facile,0,Meme Difficulté,Pas Adapte,Sociology
6517,2020,Sociologie,1,Les Differentes Approches de l'Economie,6,Les Insuffisances d'une Pensee purement Economique,6,963,2,QCM,0.32,0.53,60.33,31,21,52,50,31,19,1.04,62.0,Moyen,Moyen,0,Meme Difficulté,Adapte,Sociology
963,2015,Sociologie,1,Les Differentes Approches de l'Economie,6,Les Insuffisances d'une Pensee purement Economique,6,964,3,QO,0.01,0.84,75.05,67,22,89,88,67,21,1.01,76.14,Moyen,Facile,1,Plus Facile,Pas Adapte,Sociology
2074,2016,Sociologie,1,Les Differentes Approches de l'Economie,6,Les Insuffisances d'une Pensee purement Economique,6,964,3,QO,0.04,0.98,91.79,75,7,82,76,75,1,1.08,98.68,Facile,Facile,0,Meme Difficulté,Pas Adapte,Sociology
3185,2017,Sociologie,1,Les Differentes Approches de l'Economie,6,Les Insuffisances d'une Pensee purement Economique,6,964,3,QROC,0.68,0.19,23.46,17,57,74,35,17,18,2.11,48.57,Facile,Difficile,-2,Beaucoup plus Difficile,Pas Adapte,Sociology
4296,2018,Sociologie,1,Les Differentes Approches de l'Economie,6,Les Insuffisances d'une Pensee purement Economique,6,964,3,QROC,0.03,0.47,98.92,64,1,65,65,64,1,1.0,98.46,Difficile,Facile,2,Beaucoup plus Facile,Pas Adapte,Sociology
5407,2019,Sociologie,1,Les Differentes Approches de l'Economie,6,Les Insuffisances d'une Pensee purement Economique,6,964,3,QROC,0.59,0.4,40.57,23,34,57,29,23,6,1.97,79.31,Moyen,Moyen,0,Meme Difficulté,Pas Adapte,Sociology
6518,2020,Sociologie,1,Les Differentes Approches de l'Economie,6,Les Insuffisances d'une Pensee purement Economique,6,964,3,QROC,0.1,0.95,69.98,46,20,66,51,46,5,1.29,90.2,Difficile,Facile,2,Beaucoup plus Facile,Adapte,Sociology
964,2015,Sociologie,1,Les Differentes Approches de l'Economie,6,Les Insuffisances d'une Pensee purement Economique,6,965,4,QCU,0.23,0.54,41.1,16,22,38,24,16,8,1.58,66.67,Moyen,Moyen,0,Meme Difficulté,Pas Adapte,Sociology
2075,2016,Sociologie,1,Les Differentes Approches de l'Economie,6,Les Insuffisances d'une Pensee purement Economique,6,965,4,QROC,0.36,0.33,55.82,21,16,37,29,21,8,1.28,72.41,Facile,Moyen,-1,Plus Difficile,Pas Adapte,Sociology
3186,2017,Sociologie,1,Les Differentes Approches de l'Economie,6,Les Insuffisances d'une Pensee purement Economique,6,965,4,QROC,0.74,0.21,0.31,0,38,38,16,0,16,2.38,0.0,Moyen,Difficile,-1,Plus Difficile,Pas Adapte,Sociology
4297,2018,Sociologie,1,Les Differentes Approches de l'Economie,6,Les Insuffisances d'une Pensee purement Economique,6,965,4,QROC,0.05,0.97,94.88,37,2,39,38,37,1,1.03,97.37,Moyen,Facile,1,Plus Facile,Pas Adapte,Sociology
5408,2019,Sociologie,1,Les Differentes Approches de l'Economie,6,Les Insuffisances d'une Pensee purement Economique,6,965,4,QROC,0.56,0.37,62.34,23,14,37,26,23,3,1.42,88.46,Facile,Moyen,-1,Plus Difficile,Adapte,Sociology
6519,2020,Sociologie,1,Les Differentes Approches de l'Economie,6,Les Insuffisances d'une Pensee purement Economique,6,965,4,QROC,0.22,0.38,62.34,20,12,32,24,20,4,1.33,83.33,Moyen,Moyen,0,Meme Difficulté,Adapte,Sociology
965,2015,Sociologie,1,Les Differentes Approches de l'Economie,6,Les Insuffisances d'une Pensee purement Economique,6,966,5,QCM,0.21,0.33,54.69,21,17,38,22,21,1,1.73,95.45,Moyen,Moyen,0,Meme Difficulté,Pas Adapte,Sociology
2076,2016,Sociologie,1,Les Differentes Approches de l'Economie,6,Les Insuffisances d'une Pensee purement Economique,6,966,5,QCM,0.28,0.43,53.7,23,20,43,32,23,9,1.34,71.88,Difficile,Moyen,1,Plus Facile,Pas Adapte,Sociology
3187,2017,Sociologie,1,Les Differentes Approches de l'Economie,6,Les Insuffisances d'une Pensee purement Economique,6,966,5,QCM,0.4,0.4,62.06,24,15,39,30,24,6,1.3,80.0,Difficile,Moyen,1,Plus Facile,Adapte,Sociology
4298,2018,Sociologie,1,Les Differentes Approches de l'Economie,6,Les Insuffisances d'une Pensee purement Economique,6,966,5,QCM,0.5,0.53,62.06,25,15,40,36,25,11,1.11,69.44,Moyen,Moyen,0,Meme Difficulté,Adapte,Sociology
5409,2019,Sociologie,1,Les Differentes Approches de l'Economie,6,Les Insuffisances d'une Pensee purement Economique,6,966,5,QCU,0.29,0.74,62.06,24,15,39,27,24,3,1.44,88.89,Moyen,Moyen,0,Meme Difficulté,Adapte,Sociology
6520,2020,Sociologie,1,Les Differentes Approches de l'Economie,6,Les Insuffisances d'une Pensee purement Economique,6,966,5,QCU,0.21,0.52,62.06,20,13,33,31,20,11,1.06,64.52,Moyen,Moyen,0,Meme Difficulté,Adapte,Sociology
966,2015,Sociologie,1,Les Differentes Approches de l'Economie,6,Les Insuffisances d'une Pensee purement Economique,6,967,6,QROC,0.42,0.3,43.58,6,7,13,6,6,0,2.17,100.0,Moyen,Moyen,0,Meme Difficulté,Pas Adapte,Sociology
2077,2016,Sociologie,1,Les Differentes Approches de l'Economie,6,Les Insuffisances d'une Pensee purement Economique,6,967,6,QROC,0.14,0.65,87.9,10,1,11,10,10,0,1.1,100.0,Difficile,Facile,2,Beaucoup plus Facile,Pas Adapte,Sociology
3188,2017,Sociologie,1,Les Differentes Approches de l'Economie,6,Les Insuffisances d'une Pensee purement Economique,6,967,6,QROC,0.94,0.07,12.67,1,9,10,6,1,5,1.67,16.67,Facile,Difficile,-2,Beaucoup plus Difficile,Pas Adapte,Sociology
4299,2018,Sociologie,1,Les Differentes Approches de l'Economie,6,Les Insuffisances d'une Pensee purement Economique,6,967,6,QROC,0.58,0.37,51.61,6,5,11,6,6,0,1.83,100.0,Moyen,Moyen,0,Meme Difficulté,Pas Adapte,Sociology
5410,2019,Sociologie,1,Les Differentes Approches de l'Economie,6,Les Insuffisances d'une Pensee purement Economique,6,967,6,QROC,0.83,0.09,7.57,1,9,10,7,1,6,1.43,14.29,Facile,Difficile,-2,Beaucoup plus Difficile,Pas Adapte,Sociology
6521,2020,Sociologie,1,Les Differentes Approches de l'Economie,6,Les Insuffisances d'une Pensee purement Economique,6,967,6,QROC,0.07,0.64,91.1,9,1,10,9,9,0,1.11,100.0,Facile,Facile,0,Meme Difficulté,Pas Adapte,Sociology
967,2015,Sociologie,2,Histoire de la Pensee Economique,1,Introduction,3,968,1,QCU,0.66,0.27,8.43,2,21,23,21,2,19,1.1,9.52,Difficile,Difficile,0,Meme Difficulté,Pas Adapte,Sociology
2078,2016,Sociologie,2,Histoire de la Pensee Economique,1,Introduction,3,968,1,QCU,0.54,0.39,32.58,7,15,22,9,7,2,2.44,77.78,Facile,Difficile,-2,Beaucoup plus Difficile,Pas Adapte,Sociology
3189,2017,Sociologie,2,Histoire de la Pensee Economique,1,Introduction,3,968,1,QCU,0.55,0.24,1.64,0,22,22,22,0,22,1.0,0.0,Moyen,Difficile,-1,Plus Difficile,Pas Adapte,Sociology
4300,2018,Sociologie,2,Histoire de la Pensee Economique,1,Introduction,3,968,1,QCU,0.28,0.64,55.19,13,10,23,21,13,8,1.1,61.9,Moyen,Moyen,0,Meme Difficulté,Pas Adapte,Sociology
5411,2019,Sociologie,2,Histoire de la Pensee Economique,1,Introduction,3,968,1,QO,0.31,0.2,59.54,13,9,22,14,13,1,1.57,92.86,Difficile,Moyen,1,Plus Facile,Pas Adapte,Sociology
6522,2020,Sociologie,2,Histoire de la Pensee Economique,1,Introduction,3,968,1,QO,0.18,0.53,75.67,17,5,22,17,17,0,1.29,100.0,Difficile,Facile,2,Beaucoup plus Facile,Pas Adapte,Sociology
968,2015,Sociologie,2,Histoire de la Pensee Economique,1,Introduction,3,969,2,QCM,0.45,0.35,48.17,41,44,85,58,41,17,1.47,70.69,Moyen,Moyen,0,Meme Difficulté,Pas Adapte,Sociology
2079,2016,Sociologie,2,Histoire de la Pensee Economique,1,Introduction,3,969,2,QCM,0.01,0.87,71.6,55,22,77,75,55,20,1.03,73.33,Moyen,Facile,1,Plus Facile,Adapte,Sociology
3190,2017,Sociologie,2,Histoire de la Pensee Economique,1,Introduction,3,969,2,QCM,0.08,0.8,71.6,52,21,73,60,52,8,1.22,86.67,Facile,Facile,0,Meme Difficulté,Adapte,Sociology
4301,2018,Sociologie,2,Histoire de la Pensee Economique,1,Introduction,3,969,2,QROC,0.11,0.87,71.6,57,23,80,59,57,2,1.36,96.61,Facile,Facile,0,Meme Difficulté,Adapte,Sociology
5412,2019,Sociologie,2,Histoire de la Pensee Economique,1,Introduction,3,969,2,QROC,0.01,0.89,71.6,51,20,71,57,51,6,1.25,89.47,Facile,Facile,0,Meme Difficulté,Adapte,Sociology
6523,2020,Sociologie,2,Histoire de la Pensee Economique,1,Introduction,3,969,2,QROC,0.19,0.45,71.6,51,20,71,62,51,11,1.15,82.26,Facile,Facile,0,Meme Difficulté,Adapte,Sociology
969,2015,Sociologie,2,Histoire de la Pensee Economique,1,Introduction,3,970,3,QROC,0.97,0.24,19.44,13,54,67,64,13,51,1.05,20.31,Facile,Difficile,-2,Beaucoup plus Difficile,Pas Adapte,Sociology
2080,2016,Sociologie,2,Histoire de la Pensee Economique,1,Introduction,3,970,3,QROC,0.9,0.07,28.61,20,51,71,34,20,14,2.09,58.82,Moyen,Difficile,-1,Plus Difficile,Pas Adapte,Sociology
3191,2017,Sociologie,2,Histoire de la Pensee Economique,1,Introduction,3,970,3,QO,0.37,0.28,52.39,32,30,62,48,32,16,1.29,66.67,Difficile,Moyen,1,Plus Facile,Pas Adapte,Sociology
4302,2018,Sociologie,2,Histoire de la Pensee Economique,1,Introduction,3,970,3,QO,0.18,0.37,88.01,49,7,56,52,49,3,1.08,94.23,Moyen,Facile,1,Plus Facile,Pas Adapte,Sociology
5413,2019,Sociologie,2,Histoire de la Pensee Economique,1,Introduction,3,970,3,QROC,0.57,0.31,50.92,30,29,59,44,30,14,1.34,68.18,Facile,Moyen,-1,Plus Difficile,Pas Adapte,Sociology
6524,2020,Sociologie,2,Histoire de la Pensee Economique,1,Introduction,3,970,3,QROC,0.84,0.08,9.6,6,61,67,67,6,61,1.0,8.96,Difficile,Difficile,0,Meme Difficulté,Pas Adapte,Sociology
970,2015,Sociologie,2,Histoire de la Pensee Economique,2,La Formation de la Pensee Economique jusqu'a Adam Smith,7,971,1,QCU,0.59,0.28,17.36,4,20,24,20,4,16,1.2,20.0,Facile,Difficile,-2,Beaucoup plus Difficile,Pas Adapte,Sociology
2081,2016,Sociologie,2,Histoire de la Pensee Economique,2,La Formation de la Pensee Economique jusqu'a Adam Smith,7,971,1,QCU,0.46,0.34,12.56,3,17,20,14,3,11,1.43,21.43,Moyen,Difficile,-1,Plus Difficile,Pas Adapte,Sociology
3192,2017,Sociologie,2,Histoire de la Pensee Economique,2,La Formation de la Pensee Economique jusqu'a Adam Smith,7,971,1,QCU,0.59,0.33,28.11,5,14,19,16,5,11,1.19,31.25,Facile,Difficile,-2,Beaucoup plus Difficile,Pas Adapte,Sociology
4303,2018,Sociologie,2,Histoire de la Pensee Economique,2,La Formation de la Pensee Economique jusqu'a Adam Smith,7,971,1,QCU,0.33,0.55,60.16,11,8,19,13,11,2,1.46,84.62,Facile,Moyen,-1,Plus Difficile,Adapte,Sociology
5414,2019,Sociologie,2,Histoire de la Pensee Economique,2,La Formation de la Pensee Economique jusqu'a Adam Smith,7,971,1,QCU,0.31,0.73,60.16,11,8,19,15,11,4,1.27,73.33,Moyen,Moyen,0,Meme Difficulté,Adapte,Sociology
6525,2020,Sociologie,2,Histoire de la Pensee Economique,2,La Formation de la Pensee Economique jusqu'a Adam Smith,7,971,1,QCU,0.28,0.68,60.16,12,8,20,16,12,4,1.25,75.0,Moyen,Moyen,0,Meme Difficulté,Adapte,Sociology
971,2015,Sociologie,2,Histoire de la Pensee Economique,2,La Formation de la Pensee Economique jusqu'a Adam Smith,7,972,2,QCU,0.1,0.76,88.94,51,6,57,57,51,6,1.0,89.47,Difficile,Facile,2,Beaucoup plus Facile,Pas Adapte,Sociology
2082,2016,Sociologie,2,Histoire de la Pensee Economique,2,La Formation de la Pensee Economique jusqu'a Adam Smith,7,972,2,QCU,0.64,0.28,28.39,14,35,49,19,14,5,2.58,73.68,Moyen,Difficile,-1,Plus Difficile,Pas Adapte,Sociology
3193,2017,Sociologie,2,Histoire de la Pensee Economique,2,La Formation de la Pensee Economique jusqu'a Adam Smith,7,972,2,QCU,0.06,0.87,74.21,39,13,52,45,39,6,1.16,86.67,Moyen,Facile,1,Plus Facile,Adapte,Sociology
