,Year,Departement,Module_ID,Module,Chapter_ID,Chapter,Quiz_perChapter,Quizz_ID,Rank_onChapter,Quizz_Type,Slip,Guess,Success_Prct,Success_Attempts,Failure_Attempts,Number_Attempts,UniQ_Learner,Sucessful_Learners,Unsucessful_Learners,Avg_Attempts,Percent_Learners_Success,Predict_Difficulty,Correct_Difficulty,Score,Difficulty_String,Difficulty
2975,2017,Philosophie,1,La Notion d'Ethique,3,Ethique du Devoir et Ethique Religieuse,9,844,1,QROC,0.92,0.24,23.54,16,52,68,50,16,34,1.36,32.0,Moyen,Difficile,-1,Plus Difficile que la Prediction,Pas Adapte
4041,2018,Philosophie,1,La Notion d'Ethique,3,Ethique du Devoir et Ethique Religieuse,9,844,1,QROC,0.08,0.54,78.02,51,15,66,56,51,5,1.18,91.07,Facile,Facile,0,Meme Difficulte que la Prediction,Pas Adapte
5107,2019,Philosophie,1,La Notion d'Ethique,3,Ethique du Devoir et Ethique Religieuse,9,844,1,QROC,0.23,0.28,53.04,38,34,72,69,38,31,1.04,55.07,Moyen,Moyen,0,Meme Difficulte que la Prediction,Pas Adapte
6173,2020,Philosophie,1,La Notion d'Ethique,3,Ethique du Devoir et Ethique Religieuse,9,844,1,QROC,0.54,0.35,62.33,42,25,67,48,42,6,1.4,87.5,Facile,Moyen,-1,Plus Difficile que la Prediction,Adapte
844,2015,Philosophie,1,La Notion d'Ethique,3,Ethique du Devoir et Ethique Religieuse,9,845,2,QCU,0.06,0.83,79.91,26,7,33,30,26,4,1.1,86.67,Facile,Facile,0,Meme Difficulte que la Prediction,Pas Adapte
1910,2016,Philosophie,1,La Notion d'Ethique,3,Ethique du Devoir et Ethique Religieuse,9,845,2,QCU,0.27,0.67,37.46,12,20,32,17,12,5,1.88,70.59,Difficile,Moyen,1,Plus Facile que la Prediction,Pas Adapte
2976,2017,Philosophie,1,La Notion d'Ethique,3,Ethique du Devoir et Ethique Religieuse,9,845,2,QCU,0.32,0.65,44.13,13,17,30,16,13,3,1.88,81.25,Moyen,Moyen,0,Meme Difficulte que la Prediction,Pas Adapte
4042,2018,Philosophie,1,La Notion d'Ethique,3,Ethique du Devoir et Ethique Religieuse,9,845,2,QCU,0.08,0.83,82.54,23,5,28,26,23,3,1.08,88.46,Difficile,Facile,2,Beaucoup plus Facile que la Prediction,Pas Adapte
5108,2019,Philosophie,1,La Notion d'Ethique,3,Ethique du Devoir et Ethique Religieuse,9,845,2,QCU,0.02,0.89,71.16,18,7,25,21,18,3,1.19,85.71,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
6174,2020,Philosophie,1,La Notion d'Ethique,3,Ethique du Devoir et Ethique Religieuse,9,845,2,QCU,0.11,0.98,71.16,15,6,21,16,15,1,1.31,93.75,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
845,2015,Philosophie,1,La Notion d'Ethique,3,Ethique du Devoir et Ethique Religieuse,9,846,3,QCU,0.13,0.97,77.95,38,11,49,48,38,10,1.02,79.17,Facile,Facile,0,Meme Difficulte que la Prediction,Pas Adapte
1911,2016,Philosophie,1,La Notion d'Ethique,3,Ethique du Devoir et Ethique Religieuse,9,846,3,QCU,0.42,0.36,2.47,1,45,46,28,1,27,1.64,3.57,Facile,Difficile,-2,Beaucoup plus Difficile que la Prediction,Pas Adapte
2977,2017,Philosophie,1,La Notion d'Ethique,3,Ethique du Devoir et Ethique Religieuse,9,846,3,QCU,0.1,0.96,86.96,39,6,45,41,39,2,1.1,95.12,Facile,Facile,0,Meme Difficulte que la Prediction,Pas Adapte
4043,2018,Philosophie,1,La Notion d'Ethique,3,Ethique du Devoir et Ethique Religieuse,9,846,3,QCU,0.54,0.29,31.9,14,30,44,30,14,16,1.47,46.67,Difficile,Difficile,0,Meme Difficulte que la Prediction,Pas Adapte
5109,2019,Philosophie,1,La Notion d'Ethique,3,Ethique du Devoir et Ethique Religieuse,9,846,3,QCU,0.62,0.21,31.96,15,31,46,17,15,2,2.71,88.24,Difficile,Difficile,0,Meme Difficulte que la Prediction,Pas Adapte
6175,2020,Philosophie,1,La Notion d'Ethique,3,Ethique du Devoir et Ethique Religieuse,9,846,3,QCU,0.35,0.68,43.28,21,27,48,48,21,27,1.0,43.75,Moyen,Moyen,0,Meme Difficulte que la Prediction,Pas Adapte
846,2015,Philosophie,1,La Notion d'Ethique,3,Ethique du Devoir et Ethique Religieuse,9,847,4,QCU,0.08,0.95,96.44,55,2,57,56,55,1,1.02,98.21,Facile,Facile,0,Meme Difficulte que la Prediction,Pas Adapte
1912,2016,Philosophie,1,La Notion d'Ethique,3,Ethique du Devoir et Ethique Religieuse,9,847,4,QCU,0.25,0.5,49.13,26,27,53,47,26,21,1.13,55.32,Moyen,Moyen,0,Meme Difficulte que la Prediction,Pas Adapte
2978,2017,Philosophie,1,La Notion d'Ethique,3,Ethique du Devoir et Ethique Religieuse,9,847,4,QCU,0.6,0.28,4.72,3,56,59,58,3,55,1.02,5.17,Facile,Difficile,-2,Beaucoup plus Difficile que la Prediction,Pas Adapte
4044,2018,Philosophie,1,La Notion d'Ethique,3,Ethique du Devoir et Ethique Religieuse,9,847,4,QCU,0.24,0.71,45.49,23,27,50,43,23,20,1.16,53.49,Moyen,Moyen,0,Meme Difficulte que la Prediction,Pas Adapte
5110,2019,Philosophie,1,La Notion d'Ethique,3,Ethique du Devoir et Ethique Religieuse,9,847,4,QCU,0.2,0.81,98.64,56,1,57,57,56,1,1.0,98.25,Facile,Facile,0,Meme Difficulte que la Prediction,Pas Adapte
6176,2020,Philosophie,1,La Notion d'Ethique,3,Ethique du Devoir et Ethique Religieuse,9,847,4,QCM,0.08,1.0,74.47,37,13,50,50,37,13,1.0,74.0,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
847,2015,Philosophie,1,La Notion d'Ethique,3,Ethique du Devoir et Ethique Religieuse,9,848,5,QCM,0.07,0.87,85.1,12,2,14,13,12,1,1.08,92.31,Facile,Facile,0,Meme Difficulte que la Prediction,Pas Adapte
1913,2016,Philosophie,1,La Notion d'Ethique,3,Ethique du Devoir et Ethique Religieuse,9,848,5,QCM,0.07,0.91,72.84,12,4,16,14,12,2,1.14,85.71,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
2979,2017,Philosophie,1,La Notion d'Ethique,3,Ethique du Devoir et Ethique Religieuse,9,848,5,QCM,0.08,0.98,72.84,12,4,16,15,12,3,1.07,80.0,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
4045,2018,Philosophie,1,La Notion d'Ethique,3,Ethique du Devoir et Ethique Religieuse,9,848,5,QROC,0.18,0.8,72.84,11,4,15,14,11,3,1.07,78.57,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
5111,2019,Philosophie,1,La Notion d'Ethique,3,Ethique du Devoir et Ethique Religieuse,9,848,5,QROC,0.16,0.45,72.84,10,4,14,14,10,4,1.0,71.43,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
6177,2020,Philosophie,1,La Notion d'Ethique,3,Ethique du Devoir et Ethique Religieuse,9,848,5,QROC,0.06,0.55,72.84,11,4,15,14,11,3,1.07,78.57,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
848,2015,Philosophie,1,La Notion d'Ethique,3,Ethique du Devoir et Ethique Religieuse,9,849,6,QCM,0.02,0.8,65.6,25,13,38,28,25,3,1.36,89.29,Difficile,Facile,2,Beaucoup plus Facile que la Prediction,Adapte
1914,2016,Philosophie,1,La Notion d'Ethique,3,Ethique du Devoir et Ethique Religieuse,9,849,6,QCM,0.17,0.73,65.6,22,12,34,22,22,0,1.55,100.0,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
2980,2017,Philosophie,1,La Notion d'Ethique,3,Ethique du Devoir et Ethique Religieuse,9,849,6,QCM,0.14,0.81,65.6,24,13,37,28,24,4,1.32,85.71,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
4046,2018,Philosophie,1,La Notion d'Ethique,3,Ethique du Devoir et Ethique Religieuse,9,849,6,QCM,0.12,0.94,65.6,22,12,34,25,22,3,1.36,88.0,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
5112,2019,Philosophie,1,La Notion d'Ethique,3,Ethique du Devoir et Ethique Religieuse,9,849,6,QCM,0.0,0.84,65.6,19,10,29,23,19,4,1.26,82.61,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
6178,2020,Philosophie,1,La Notion d'Ethique,3,Ethique du Devoir et Ethique Religieuse,9,849,6,QCM,0.19,0.99,65.6,21,11,32,28,21,7,1.14,75.0,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
849,2015,Philosophie,1,La Notion d'Ethique,3,Ethique du Devoir et Ethique Religieuse,9,850,7,QCM,0.06,0.9,96.9,96,3,99,98,96,2,1.01,97.96,Facile,Facile,0,Meme Difficulte que la Prediction,Pas Adapte
1915,2016,Philosophie,1,La Notion d'Ethique,3,Ethique du Devoir et Ethique Religieuse,9,850,7,QCM,0.58,0.25,26.7,26,71,97,94,26,68,1.03,27.66,Difficile,Difficile,0,Meme Difficulte que la Prediction,Pas Adapte
2981,2017,Philosophie,1,La Notion d'Ethique,3,Ethique du Devoir et Ethique Religieuse,9,850,7,QCM,0.55,0.19,1.02,1,83,84,36,1,35,2.33,2.78,Difficile,Difficile,0,Meme Difficulte que la Prediction,Pas Adapte
4047,2018,Philosophie,1,La Notion d'Ethique,3,Ethique du Devoir et Ethique Religieuse,9,850,7,QCM,0.39,0.31,42.72,32,44,76,38,32,6,2.0,84.21,Facile,Moyen,-1,Plus Difficile que la Prediction,Pas Adapte
5113,2019,Philosophie,1,La Notion d'Ethique,3,Ethique du Devoir et Ethique Religieuse,9,850,7,QCM,0.1,0.96,68.87,45,20,65,49,45,4,1.33,91.84,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
6179,2020,Philosophie,1,La Notion d'Ethique,3,Ethique du Devoir et Ethique Religieuse,9,850,7,QCM,0.07,0.97,68.87,44,20,64,46,44,2,1.39,95.65,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
850,2015,Philosophie,1,La Notion d'Ethique,3,Ethique du Devoir et Ethique Religieuse,9,851,8,QCM,0.6,0.22,1.91,0,19,19,5,0,5,3.8,0.0,Moyen,Difficile,-1,Plus Difficile que la Prediction,Pas Adapte
1916,2016,Philosophie,1,La Notion d'Ethique,3,Ethique du Devoir et Ethique Religieuse,9,851,8,QCM,0.05,0.84,79.6,15,4,19,18,15,3,1.06,83.33,Facile,Facile,0,Meme Difficulte que la Prediction,Pas Adapte
2982,2017,Philosophie,1,La Notion d'Ethique,3,Ethique du Devoir et Ethique Religieuse,9,851,8,QCM,0.19,0.92,81.66,17,4,21,21,17,4,1.0,80.95,Moyen,Facile,1,Plus Facile que la Prediction,Pas Adapte
4048,2018,Philosophie,1,La Notion d'Ethique,3,Ethique du Devoir et Ethique Religieuse,9,851,8,QCU,0.33,0.68,39.09,8,13,21,18,8,10,1.17,44.44,Moyen,Moyen,0,Meme Difficulte que la Prediction,Pas Adapte
5114,2019,Philosophie,1,La Notion d'Ethique,3,Ethique du Devoir et Ethique Religieuse,9,851,8,QO,0.14,0.9,97.7,23,1,24,23,23,0,1.04,100.0,Difficile,Facile,2,Beaucoup plus Facile que la Prediction,Pas Adapte
6180,2020,Philosophie,1,La Notion d'Ethique,3,Ethique du Devoir et Ethique Religieuse,9,851,8,QO,0.66,0.2,61.71,15,10,25,20,15,5,1.25,75.0,Facile,Moyen,-1,Plus Difficile que la Prediction,Adapte
851,2015,Philosophie,1,La Notion d'Ethique,3,Ethique du Devoir et Ethique Religieuse,9,852,9,QCU,0.3,0.54,63.29,8,5,13,9,8,1,1.44,88.89,Moyen,Moyen,0,Meme Difficulte que la Prediction,Adapte
1917,2016,Philosophie,1,La Notion d'Ethique,3,Ethique du Devoir et Ethique Religieuse,9,852,9,QCU,0.24,0.65,63.29,9,6,15,13,9,4,1.15,69.23,Moyen,Moyen,0,Meme Difficulte que la Prediction,Adapte
2983,2017,Philosophie,1,La Notion d'Ethique,3,Ethique du Devoir et Ethique Religieuse,9,852,9,QCU,0.33,0.63,63.29,8,5,13,11,8,3,1.18,72.73,Moyen,Moyen,0,Meme Difficulte que la Prediction,Adapte
4049,2018,Philosophie,1,La Notion d'Ethique,3,Ethique du Devoir et Ethique Religieuse,9,852,9,QO,0.44,0.23,63.29,9,6,15,14,9,5,1.07,64.29,Moyen,Moyen,0,Meme Difficulte que la Prediction,Adapte
5115,2019,Philosophie,1,La Notion d'Ethique,3,Ethique du Devoir et Ethique Religieuse,9,852,9,QO,0.67,0.29,63.29,11,6,17,16,11,5,1.06,68.75,Moyen,Moyen,0,Meme Difficulte que la Prediction,Adapte
6181,2020,Philosophie,1,La Notion d'Ethique,3,Ethique du Devoir et Ethique Religieuse,9,852,9,QO,0.42,0.28,63.29,13,7,20,16,13,3,1.25,81.25,Moyen,Moyen,0,Meme Difficulte que la Prediction,Adapte
852,2015,Philosophie,1,La Culture,1,Sentiments Croyance et Cultes Religieux,9,853,1,QCM,0.77,0.27,17.49,3,12,15,12,3,9,1.25,25.0,Difficile,Difficile,0,Meme Difficulte que la Prediction,Pas Adapte
1918,2016,Philosophie,1,La Culture,1,Sentiments Croyance et Cultes Religieux,9,853,1,QCU,0.45,0.35,21.4,4,13,17,13,4,9,1.31,30.77,Difficile,Difficile,0,Meme Difficulte que la Prediction,Pas Adapte
2984,2017,Philosophie,1,La Culture,1,Sentiments Croyance et Cultes Religieux,9,853,1,QCU,0.21,0.47,47.45,9,11,20,17,9,8,1.18,52.94,Facile,Moyen,-1,Plus Difficile que la Prediction,Pas Adapte
4050,2018,Philosophie,1,La Culture,1,Sentiments Croyance et Cultes Religieux,9,853,1,QROC,0.02,0.47,78.17,13,4,17,16,13,3,1.06,81.25,Facile,Facile,0,Meme Difficulte que la Prediction,Pas Adapte
5116,2019,Philosophie,1,La Culture,1,Sentiments Croyance et Cultes Religieux,9,853,1,QROC,0.54,0.35,62.18,9,5,14,14,9,5,1.0,64.29,Moyen,Moyen,0,Meme Difficulte que la Prediction,Adapte
6182,2020,Philosophie,1,La Culture,1,Sentiments Croyance et Cultes Religieux,9,853,1,QROC,0.22,0.34,62.18,10,6,16,14,10,4,1.14,71.43,Moyen,Moyen,0,Meme Difficulte que la Prediction,Adapte
853,2015,Philosophie,1,La Culture,1,Sentiments Croyance et Cultes Religieux,9,854,2,QROC,0.73,0.03,32.01,14,30,44,36,14,22,1.22,38.89,Difficile,Difficile,0,Meme Difficulte que la Prediction,Pas Adapte
1919,2016,Philosophie,1,La Culture,1,Sentiments Croyance et Cultes Religieux,9,854,2,QO,0.68,0.27,38.79,19,30,49,40,19,21,1.23,47.5,Difficile,Moyen,1,Plus Facile que la Prediction,Pas Adapte
2985,2017,Philosophie,1,La Culture,1,Sentiments Croyance et Cultes Religieux,9,854,2,QO,0.83,0.15,33.12,14,29,43,24,14,10,1.79,58.33,Moyen,Difficile,-1,Plus Difficile que la Prediction,Pas Adapte
4051,2018,Philosophie,1,La Culture,1,Sentiments Croyance et Cultes Religieux,9,854,2,QO,0.89,0.1,6.32,3,38,41,36,3,33,1.14,8.33,Moyen,Difficile,-1,Plus Difficile que la Prediction,Pas Adapte
5117,2019,Philosophie,1,La Culture,1,Sentiments Croyance et Cultes Religieux,9,854,2,QO,0.7,0.29,44.51,20,26,46,44,20,24,1.05,45.45,Moyen,Moyen,0,Meme Difficulte que la Prediction,Pas Adapte
6183,2020,Philosophie,1,La Culture,1,Sentiments Croyance et Cultes Religieux,9,854,2,QO,0.94,0.0,4.41,2,49,51,40,2,38,1.27,5.0,Difficile,Difficile,0,Meme Difficulte que la Prediction,Pas Adapte
854,2015,Philosophie,1,La Culture,1,Sentiments Croyance et Cultes Religieux,9,855,3,QCU,0.06,0.92,89.58,39,5,44,42,39,3,1.05,92.86,Facile,Facile,0,Meme Difficulte que la Prediction,Pas Adapte
1920,2016,Philosophie,1,La Culture,1,Sentiments Croyance et Cultes Religieux,9,855,3,QCU,0.45,0.2,31.32,12,27,39,24,12,12,1.62,50.0,Difficile,Difficile,0,Meme Difficulte que la Prediction,Pas Adapte
2986,2017,Philosophie,1,La Culture,1,Sentiments Croyance et Cultes Religieux,9,855,3,QCU,0.47,0.3,26.57,10,29,39,38,10,28,1.03,26.32,Moyen,Difficile,-1,Plus Difficile que la Prediction,Pas Adapte
4052,2018,Philosophie,1,La Culture,1,Sentiments Croyance et Cultes Religieux,9,855,3,QCU,0.37,0.59,64.35,28,16,44,32,28,4,1.38,87.5,Moyen,Moyen,0,Meme Difficulte que la Prediction,Adapte
5118,2019,Philosophie,1,La Culture,1,Sentiments Croyance et Cultes Religieux,9,855,3,QCM,0.38,0.57,64.35,28,15,43,29,28,1,1.48,96.55,Moyen,Moyen,0,Meme Difficulte que la Prediction,Adapte
6184,2020,Philosophie,1,La Culture,1,Sentiments Croyance et Cultes Religieux,9,855,3,QCM,0.25,0.51,64.35,24,14,38,35,24,11,1.09,68.57,Moyen,Moyen,0,Meme Difficulte que la Prediction,Adapte
855,2015,Philosophie,1,La Culture,1,Sentiments Croyance et Cultes Religieux,9,856,4,QCM,0.56,0.19,19.64,16,65,81,58,16,42,1.4,27.59,Difficile,Difficile,0,Meme Difficulte que la Prediction,Pas Adapte
1921,2016,Philosophie,1,La Culture,1,Sentiments Croyance et Cultes Religieux,9,856,4,QCM,0.51,0.23,24.07,19,62,81,49,19,30,1.65,38.78,Difficile,Difficile,0,Meme Difficulte que la Prediction,Pas Adapte
2987,2017,Philosophie,1,La Culture,1,Sentiments Croyance et Cultes Religieux,9,856,4,QCM,0.34,0.52,48.1,43,46,89,45,43,2,1.98,95.56,Moyen,Moyen,0,Meme Difficulte que la Prediction,Pas Adapte
4053,2018,Philosophie,1,La Culture,1,Sentiments Croyance et Cultes Religieux,9,856,4,QCM,0.67,0.19,21.59,21,75,96,53,21,32,1.81,39.62,Difficile,Difficile,0,Meme Difficulte que la Prediction,Pas Adapte
5119,2019,Philosophie,1,La Culture,1,Sentiments Croyance et Cultes Religieux,9,856,4,QCM,0.34,0.69,62.76,53,31,84,66,53,13,1.27,80.3,Moyen,Moyen,0,Meme Difficulte que la Prediction,Adapte
6185,2020,Philosophie,1,La Culture,1,Sentiments Croyance et Cultes Religieux,9,856,4,QCM,0.43,0.51,62.76,47,28,75,50,47,3,1.5,94.0,Moyen,Moyen,0,Meme Difficulte que la Prediction,Adapte
856,2015,Philosophie,1,La Culture,1,Sentiments Croyance et Cultes Religieux,9,857,5,QCM,0.1,0.98,86.48,8,1,9,9,8,1,1.0,88.89,Facile,Facile,0,Meme Difficulte que la Prediction,Pas Adapte
1922,2016,Philosophie,1,La Culture,1,Sentiments Croyance et Cultes Religieux,9,857,5,QCM,0.62,0.19,31.67,3,6,9,7,3,4,1.29,42.86,Moyen,Difficile,-1,Plus Difficile que la Prediction,Pas Adapte
2988,2017,Philosophie,1,La Culture,1,Sentiments Croyance et Cultes Religieux,9,857,5,QCM,0.13,0.99,66.6,6,3,9,7,6,1,1.29,85.71,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
4054,2018,Philosophie,1,La Culture,1,Sentiments Croyance et Cultes Religieux,9,857,5,QCM,0.13,0.95,66.6,6,3,9,8,6,2,1.12,75.0,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
5120,2019,Philosophie,1,La Culture,1,Sentiments Croyance et Cultes Religieux,9,857,5,QCM,0.06,0.83,66.6,5,3,8,6,5,1,1.33,83.33,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
6186,2020,Philosophie,1,La Culture,1,Sentiments Croyance et Cultes Religieux,9,857,5,QCM,0.05,0.99,66.6,6,3,9,9,6,3,1.0,66.67,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
857,2015,Philosophie,1,La Culture,1,Sentiments Croyance et Cultes Religieux,9,858,6,QCU,0.15,0.93,80.3,62,15,77,64,62,2,1.2,96.88,Facile,Facile,0,Meme Difficulte que la Prediction,Pas Adapte
1923,2016,Philosophie,1,La Culture,1,Sentiments Croyance et Cultes Religieux,9,858,6,QCM,0.71,0.23,7.53,6,73,79,62,6,56,1.27,9.68,Difficile,Difficile,0,Meme Difficulte que la Prediction,Pas Adapte
2989,2017,Philosophie,1,La Culture,1,Sentiments Croyance et Cultes Religieux,9,858,6,QCM,0.28,0.63,40.48,32,46,78,52,32,20,1.5,61.54,Moyen,Moyen,0,Meme Difficulte que la Prediction,Pas Adapte
4055,2018,Philosophie,1,La Culture,1,Sentiments Croyance et Cultes Religieux,9,858,6,QCM,0.37,0.49,51.87,45,41,86,83,45,38,1.04,54.22,Difficile,Moyen,1,Plus Facile que la Prediction,Pas Adapte
5121,2019,Philosophie,1,La Culture,1,Sentiments Croyance et Cultes Religieux,9,858,6,QCM,0.25,0.44,58.02,49,36,85,63,49,14,1.35,77.78,Difficile,Moyen,1,Plus Facile que la Prediction,Pas Adapte
6187,2020,Philosophie,1,La Culture,1,Sentiments Croyance et Cultes Religieux,9,858,6,QCU,0.55,0.21,27.73,27,71,98,86,27,59,1.14,31.4,Difficile,Difficile,0,Meme Difficulte que la Prediction,Pas Adapte
858,2015,Philosophie,1,La Culture,1,Sentiments Croyance et Cultes Religieux,9,859,7,QCM,0.78,0.26,9.61,2,21,23,17,2,15,1.35,11.76,Difficile,Difficile,0,Meme Difficulte que la Prediction,Pas Adapte
1924,2016,Philosophie,1,La Culture,1,Sentiments Croyance et Cultes Religieux,9,859,7,QCM,0.8,0.16,21.53,5,17,22,16,5,11,1.38,31.25,Difficile,Difficile,0,Meme Difficulte que la Prediction,Pas Adapte
2990,2017,Philosophie,1,La Culture,1,Sentiments Croyance et Cultes Religieux,9,859,7,QCU,0.06,0.92,72.64,18,7,25,23,18,5,1.09,78.26,Moyen,Facile,1,Plus Facile que la Prediction,Adapte
4056,2018,Philosophie,1,La Culture,1,Sentiments Croyance et Cultes Religieux,9,859,7,QCU,0.01,0.93,72.64,15,6,21,21,15,6,1.0,71.43,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
5122,2019,Philosophie,1,La Culture,1,Sentiments Croyance et Cultes Religieux,9,859,7,QCU,0.05,0.98,72.64,13,5,18,18,13,5,1.0,72.22,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
6188,2020,Philosophie,1,La Culture,1,Sentiments Croyance et Cultes Religieux,9,859,7,QCU,0.02,0.98,72.64,15,6,21,17,15,2,1.24,88.24,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
859,2015,Philosophie,1,La Culture,1,Sentiments Croyance et Cultes Religieux,9,860,8,QCU,0.01,0.89,90.58,19,2,21,20,19,1,1.05,95.0,Difficile,Facile,2,Beaucoup plus Facile que la Prediction,Pas Adapte
1925,2016,Philosophie,1,La Culture,1,Sentiments Croyance et Cultes Religieux,9,860,8,QCU,0.39,0.53,52.38,9,9,18,10,9,1,1.8,90.0,Difficile,Moyen,1,Plus Facile que la Prediction,Pas Adapte
2991,2017,Philosophie,1,La Culture,1,Sentiments Croyance et Cultes Religieux,9,860,8,QCU,0.6,0.37,1.44,0,20,20,11,0,11,1.82,0.0,Facile,Difficile,-2,Beaucoup plus Difficile que la Prediction,Pas Adapte
4057,2018,Philosophie,1,La Culture,1,Sentiments Croyance et Cultes Religieux,9,860,8,QCU,0.24,0.71,61.06,13,8,21,21,13,8,1.0,61.9,Moyen,Moyen,0,Meme Difficulte que la Prediction,Adapte
5123,2019,Philosophie,1,La Culture,1,Sentiments Croyance et Cultes Religieux,9,860,8,QO,0.37,0.27,61.06,13,8,21,14,13,1,1.5,92.86,Moyen,Moyen,0,Meme Difficulte que la Prediction,Adapte
6189,2020,Philosophie,1,La Culture,1,Sentiments Croyance et Cultes Religieux,9,860,8,QO,0.58,0.15,61.06,12,8,20,15,12,3,1.33,80.0,Moyen,Moyen,0,Meme Difficulte que la Prediction,Adapte
860,2015,Philosophie,1,La Culture,1,Sentiments Croyance et Cultes Religieux,9,861,9,QCU,0.13,0.93,66.69,6,3,9,8,6,2,1.12,75.0,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
1926,2016,Philosophie,1,La Culture,1,Sentiments Croyance et Cultes Religieux,9,861,9,QCU,0.07,0.9,66.69,5,3,8,7,5,2,1.14,71.43,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
2992,2017,Philosophie,1,La Culture,1,Sentiments Croyance et Cultes Religieux,9,861,9,QCU,0.04,0.98,66.69,5,3,8,7,5,2,1.14,71.43,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
4058,2018,Philosophie,1,La Culture,1,Sentiments Croyance et Cultes Religieux,9,861,9,QCM,0.2,0.73,66.69,6,3,9,6,6,0,1.5,100.0,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
5124,2019,Philosophie,1,La Culture,1,Sentiments Croyance et Cultes Religieux,9,861,9,QCM,0.15,0.74,66.69,6,3,9,8,6,2,1.12,75.0,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
6190,2020,Philosophie,1,La Culture,1,Sentiments Croyance et Cultes Religieux,9,861,9,QCM,0.16,0.89,66.69,6,3,9,8,6,2,1.12,75.0,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
861,2015,Philosophie,1,La Culture,2,Croyances Religieuses et Verite,7,862,1,QCM,0.06,0.73,71.55,51,20,71,67,51,16,1.06,76.12,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
1927,2016,Philosophie,1,La Culture,2,Croyances Religieuses et Verite,7,862,1,QROC,0.2,0.51,71.55,54,22,76,62,54,8,1.23,87.1,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
2993,2017,Philosophie,1,La Culture,2,Croyances Religieuses et Verite,7,862,1,QROC,0.17,0.45,71.55,54,22,76,73,54,19,1.04,73.97,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
4059,2018,Philosophie,1,La Culture,2,Croyances Religieuses et Verite,7,862,1,QROC,0.0,0.96,71.55,50,20,70,67,50,17,1.04,74.63,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
5125,2019,Philosophie,1,La Culture,2,Croyances Religieuses et Verite,7,862,1,QROC,0.17,0.64,71.55,46,18,64,51,46,5,1.25,90.2,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
6191,2020,Philosophie,1,La Culture,2,Croyances Religieuses et Verite,7,862,1,QROC,0.0,0.44,71.55,45,18,63,48,45,3,1.31,93.75,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
862,2015,Philosophie,1,La Culture,2,Croyances Religieuses et Verite,7,863,2,QCM,0.56,0.23,33.15,2,4,6,2,2,0,3.0,100.0,Difficile,Difficile,0,Meme Difficulte que la Prediction,Pas Adapte
1928,2016,Philosophie,1,La Culture,2,Croyances Religieuses et Verite,7,863,2,QCM,0.4,0.67,43.73,2,3,5,5,2,3,1.0,40.0,Moyen,Moyen,0,Meme Difficulte que la Prediction,Pas Adapte
2994,2017,Philosophie,1,La Culture,2,Croyances Religieuses et Verite,7,863,2,QCM,0.76,0.18,6.59,0,4,4,4,0,4,1.0,0.0,Difficile,Difficile,0,Meme Difficulte que la Prediction,Pas Adapte
4060,2018,Philosophie,1,La Culture,2,Croyances Religieuses et Verite,7,863,2,QO,0.12,0.57,79.56,2,1,3,2,2,0,1.5,100.0,Facile,Facile,0,Meme Difficulte que la Prediction,Pas Adapte
5126,2019,Philosophie,1,La Culture,2,Croyances Religieuses et Verite,7,863,2,QO,0.77,0.15,12.32,0,3,3,2,0,2,1.5,0.0,Facile,Difficile,-2,Beaucoup plus Difficile que la Prediction,Pas Adapte
