,Course_ID,Year,Course_Duration,Course_Duration_Digit,Number_Ressources,Number_Video,Number_Quiz,Number_Exam,Basic_Sequence,Advanced_Sequence
4871,829,2017,58,58,41,26,14,1,Quiz-Quiz-Vid-Quiz-Vid-Quiz-Vid-Quiz-Vid-Vid-Vid-Quiz-Vid-Vid-Quiz-Quiz-Vid-Vid-Exam-Vid-Quiz-Vid-Vid-Vid-Quiz-Vid-Vid-Vid-Quiz-Vid-Vid-Vid-Quiz-Vid-Vid-Vid-Vid-Vid-Quiz-Quiz-Vid,Vid1H-Vid1H-Vid1H-Vid1H-Quiz1H-Quiz1H-Vid3H-Vid1H-Quiz2H-Vid2H-Vid1H-Vid2H-Vid1H-Vid1H-Vid1H-Vid1H-Vid1H-Vid2H-Quiz2H-Vid1H-Vid1H-Quiz2H-Vid1H-Vid1H-Quiz1H-Vid1H-Quiz1H-Exam4H-Vid2H-Vid1H-Vid1H-Quiz2H-Quiz2H-Quiz2H-Quiz1H-Quiz2H-Vid1H-Quiz1H-Vid1H-Quiz2H-Vid1H
8027,829,2020,58,58,41,27,12,2,Quiz-Quiz-Vid-Vid-Vid-Vid-Exam-Vid-Vid-Exam-Quiz-Vid-Vid-Vid-Vid-Vid-Vid-Quiz-Quiz-Vid-Quiz-Vid-Quiz-Vid-Vid-Vid-Vid-Vid-Vid-Vid-Vid-Vid-Quiz-Vid-Vid-Quiz-Vid-Vid-Quiz-Quiz-Quiz,Quiz2H-Quiz2H-Vid1H-Vid1H-Vid1H-Quiz1H-Vid1H-Vid1H-Vid2H-Quiz1H-Vid1H-Vid2H-Exam1H-Vid2H-Vid1H-Vid1H-Vid1H-Quiz2H-Quiz2H-Vid1H-Vid4H-Quiz2H-Vid1H-Vid1H-Vid1H-Vid1H-Quiz1H-Quiz1H-Vid1H-Exam2H-Quiz1H-Vid1H-Vid1H-Vid2H-Vid1H-Vid2H-Vid2H-Quiz2H-Quiz2H-Vid1H-Vid1H
1842,829,2014,58,57,44,30,13,1,Quiz-Vid-Quiz-Vid-Vid-Quiz-Vid-Vid-Vid-Exam-Vid-Vid-Vid-Quiz-Vid-Quiz-Quiz-Vid-Vid-Vid-Vid-Vid-Quiz-Vid-Quiz-Vid-Vid-Vid-Vid-Vid-Vid-Vid-Vid-Vid-Quiz-Vid-Vid-Vid-Quiz-Quiz-Vid-Quiz-Vid-Quiz,Vid1H-Quiz1H-Vid1H-Vid1H-Vid1H-Quiz1H-Vid1H-Quiz1H-Vid1H-Quiz1H-Vid1H-Quiz1H-Vid1H-Vid1H-Vid1H-Vid1H-Vid1H-Vid2H-Vid1H-Vid1H-Vid1H-Exam3H-Quiz1H-Quiz2H-Vid1H-Quiz2H-Quiz2H-Vid1H-Vid1H-Vid2H-Vid1H-Vid1H-Quiz2H-Quiz1H-Quiz1H-Vid1H-Vid1H-Quiz1H-Vid1H-Vid1H-Vid3H-Vid1H-Vid4H-Vid1H
7062,829,2019,58,58,40,20,18,2,Vid-Vid-Quiz-Quiz-Quiz-Quiz-Vid-Quiz-Quiz-Quiz-Vid-Quiz-Exam-Quiz-Vid-Vid-Vid-Vid-Quiz-Vid-Quiz-Quiz-Vid-Vid-Vid-Vid-Vid-Vid-Quiz-Vid-Vid-Vid-Quiz-Quiz-Vid-Vid-Quiz-Quiz-Quiz-Exam,Vid1H-Vid3H-Quiz1H-Vid1H-Quiz1H-Vid2H-Quiz1H-Quiz1H-Vid2H-Quiz1H-Vid2H-Quiz2H-Quiz1H-Vid2H-Vid1H-Quiz1H-Vid2H-Quiz1H-Quiz1H-Quiz1H-Vid4H-Quiz2H-Vid1H-Vid2H-Exam1H-Vid1H-Exam1H-Vid2H-Quiz1H-Vid1H-Vid2H-Vid4H-Quiz1H-Vid1H-Quiz1H-Quiz1H-Quiz1H-Quiz1H-Vid1H-Vid1H
5967,829,2018,58,58,41,19,19,3,Quiz-Vid-Vid-Quiz-Vid-Vid-Quiz-Quiz-Vid-Quiz-Vid-Quiz-Quiz-Quiz-Quiz-Vid-Vid-Quiz-Quiz-Exam-Quiz-Quiz-Quiz-Quiz-Vid-Vid-Quiz-Quiz-Vid-Vid-Quiz-Vid-Vid-Vid-Exam-Vid-Vid-Exam-Quiz-Vid-Vid,Vid1H-Quiz1H-Vid1H-Vid1H-Quiz2H-Quiz2H-Vid1H-Quiz2H-Quiz2H-Vid1H-Quiz2H-Vid1H-Vid1H-Vid2H-Quiz1H-Quiz2H-Vid1H-Quiz2H-Vid1H-Exam1H-Exam1H-Quiz1H-Vid1H-Quiz2H-Vid1H-Quiz1H-Vid1H-Vid3H-Quiz2H-Vid1H-Quiz2H-Vid2H-Quiz2H-Vid2H-Vid1H-Quiz1H-Vid1H-Quiz1H-Exam1H-Quiz1H-Quiz2H
3850,829,2016,58,58,48,17,28,3,Quiz-Quiz-Exam-Vid-Vid-Quiz-Vid-Quiz-Quiz-Quiz-Vid-Vid-Quiz-Vid-Vid-Quiz-Quiz-Quiz-Quiz-Quiz-Quiz-Vid-Quiz-Quiz-Quiz-Exam-Exam-Quiz-Vid-Vid-Quiz-Quiz-Quiz-Vid-Quiz-Vid-Vid-Quiz-Vid-Quiz-Quiz-Quiz-Vid-Quiz-Quiz-Vid-Vid-Quiz,Vid1H-Vid2H-Vid2H-Quiz1H-Vid1H-Quiz1H-Quiz1H-Quiz2H-Quiz1H-Vid1H-Quiz1H-Quiz1H-Quiz1H-Quiz1H-Exam1H-Vid1H-Exam2H-Vid1H-Quiz1H-Quiz1H-Vid1H-Quiz1H-Vid1H-Vid4H-Quiz1H-Vid1H-Quiz1H-Quiz1H-Vid1H-Exam1H-Quiz1H-Quiz1H-Quiz1H-Quiz1H-Quiz1H-Quiz1H-Quiz1H-Vid1H-Vid1H-Vid1H-Quiz1H-Quiz1H-Vid2H-Quiz2H-Quiz1H-Vid1H-Quiz1H-Quiz2H
2754,829,2015,58,57,54,21,31,2,Quiz-Quiz-Vid-Quiz-Vid-Quiz-Quiz-Quiz-Quiz-Vid-Vid-Exam-Quiz-Quiz-Quiz-Vid-Vid-Quiz-Vid-Quiz-Quiz-Vid-Quiz-Quiz-Vid-Quiz-Exam-Vid-Vid-Quiz-Quiz-Quiz-Vid-Quiz-Vid-Vid-Quiz-Quiz-Vid-Quiz-Quiz-Quiz-Quiz-Vid-Vid-Vid-Quiz-Vid-Quiz-Vid-Quiz-Quiz-Quiz-Vid,Quiz1H-Quiz1H-Vid1H-Vid2H-Quiz1H-Quiz1H-Vid1H-Quiz1H-Vid1H-Vid1H-Vid1H-Quiz1H-Quiz1H-Exam1H-Vid1H-Vid1H-Quiz1H-Quiz1H-Quiz1H-Vid1H-Quiz1H-Quiz1H-Vid1H-Vid1H-Quiz1H-Exam1H-Quiz1H-Vid1H-Vid1H-Vid1H-Quiz1H-Quiz1H-Vid1H-Vid1H-Vid1H-Quiz1H-Vid1H-Quiz1H-Quiz2H-Quiz1H-Quiz1H-Quiz1H-Quiz1H-Quiz1H-Quiz1H-Vid1H-Quiz2H-Quiz1H-Quiz1H-Vid1H-Quiz1H-Vid1H-Quiz1H-Quiz1H
829,830,2013,19,9,6,1,4,1,Quiz-Exam-Quiz-Quiz-Quiz-Vid,Quiz2H-Exam1H-Vid3H-Quiz1H-Quiz1H-Quiz1H
7063,830,2019,19,19,15,4,9,2,Vid-Quiz-Quiz-Vid-Vid-Quiz-Vid-Exam-Quiz-Quiz-Quiz-Quiz-Quiz-Exam-Quiz,Quiz1H-Vid1H-Vid2H-Vid1H-Quiz1H-Quiz1H-Quiz1H-Quiz1H-Vid4H-Exam1H-Quiz1H-Exam1H-Quiz1H-Quiz1H-Quiz1H
2755,830,2015,19,18,14,4,8,2,Quiz-Quiz-Quiz-Vid-Vid-Exam-Quiz-Quiz-Quiz-Quiz-Vid-Quiz-Vid-Exam,Exam1H-Quiz1H-Quiz1H-Quiz1H-Vid4H-Exam1H-Quiz1H-Quiz1H-Quiz1H-Vid1H-Quiz2H-Vid1H-Vid1H-Quiz1H
8028,830,2020,19,19,10,6,3,1,Vid-Exam-Vid-Vid-Quiz-Quiz-Vid-Vid-Quiz-Vid,Vid2H-Quiz2H-Exam3H-Vid3H-Vid2H-Quiz1H-Quiz1H-Vid1H-Vid3H-Vid1H
1843,830,2014,19,13,8,2,5,1,Quiz-Quiz-Vid-Vid-Quiz-Quiz-Exam-Quiz,Quiz1H-Exam1H-Quiz1H-Vid3H-Quiz2H-Quiz2H-Vid1H-Quiz2H
3851,830,2016,19,18,17,12,3,2,Vid-Vid-Vid-Vid-Vid-Vid-Quiz-Vid-Vid-Exam-Vid-Vid-Vid-Exam-Vid-Quiz-Quiz,Vid1H-Vid1H-Quiz2H-Vid1H-Exam1H-Quiz1H-Quiz1H-Vid1H-Vid1H-Exam1H-Vid1H-Vid1H-Vid1H-Vid1H-Vid1H-Vid1H-Vid1H
4872,830,2017,19,19,15,7,7,1,Exam-Quiz-Quiz-Vid-Quiz-Vid-Quiz-Quiz-Vid-Quiz-Vid-Vid-Quiz-Vid-Vid,Vid1H-Vid1H-Vid1H-Quiz1H-Quiz2H-Exam4H-Vid1H-Quiz1H-Quiz1H-Vid1H-Quiz1H-Quiz1H-Quiz1H-Vid1H-Vid1H
5968,830,2018,19,19,10,4,5,1,Vid-Vid-Quiz-Exam-Vid-Quiz-Quiz-Quiz-Vid-Quiz,Vid3H-Vid3H-Quiz1H-Quiz1H-Quiz2H-Vid1H-Quiz2H-Vid3H-Exam1H-Quiz2H
830,831,2013,35,6,6,1,4,1,Quiz-Vid-Exam-Quiz-Quiz-Quiz,Quiz1H-Vid1H-Exam1H-Quiz1H-Quiz1H-Quiz1H
4873,831,2017,35,12,8,3,3,2,Vid-Vid-Quiz-Quiz-Exam-Vid-Quiz-Exam,Exam1H-Quiz1H-Quiz1H-Vid2H-Exam1H-Vid3H-Quiz1H-Vid2H
3852,831,2016,35,10,8,4,2,2,Vid-Vid-Exam-Exam-Vid-Vid-Quiz-Quiz,Quiz2H-Exam1H-Vid2H-Vid1H-Quiz1H-Vid1H-Vid1H-Exam1H
8029,831,2020,35,25,19,11,5,3,Vid-Vid-Vid-Quiz-Exam-Quiz-Vid-Quiz-Vid-Quiz-Vid-Vid-Vid-Exam-Vid-Vid-Quiz-Exam-Vid,Vid1H-Vid2H-Vid2H-Vid1H-Quiz1H-Vid2H-Exam1H-Vid1H-Exam1H-Quiz1H-Vid1H-Quiz1H-Quiz2H-Vid1H-Vid3H-Quiz1H-Vid1H-Vid1H-Exam1H
5969,831,2018,35,15,11,6,5,0,Vid-Quiz-Vid-Vid-Quiz-Vid-Quiz-Vid-Quiz-Vid-Quiz,Vid1H-Vid1H-Quiz2H-Vid2H-Quiz2H-Quiz1H-Quiz1H-Vid1H-Vid1H-Quiz2H-Vid1H
7064,831,2019,35,21,21,14,7,0,Quiz-Quiz-Vid-Quiz-Vid-Vid-Vid-Quiz-Vid-Vid-Vid-Vid-Vid-Vid-Quiz-Quiz-Quiz-Vid-Vid-Vid-Vid,Vid1H-Quiz1H-Vid1H-Vid1H-Vid1H-Vid1H-Quiz1H-Vid1H-Vid1H-Vid1H-Vid1H-Quiz1H-Quiz1H-Quiz1H-Vid1H-Quiz1H-Quiz1H-Vid1H-Vid1H-Vid1H-Vid1H
1844,831,2014,35,7,5,1,3,1,Quiz-Quiz-Vid-Quiz-Exam,Quiz1H-Vid2H-Exam1H-Quiz1H-Quiz2H
2756,831,2015,35,9,8,3,4,1,Exam-Quiz-Quiz-Quiz-Vid-Vid-Quiz-Vid,Quiz1H-Quiz1H-Quiz1H-Vid1H-Quiz1H-Exam2H-Vid1H-Vid1H
5970,832,2018,23,23,11,4,6,1,Quiz-Quiz-Quiz-Quiz-Quiz-Exam-Vid-Vid-Vid-Vid-Quiz,Quiz1H-Quiz1H-Quiz1H-Vid4H-Vid4H-Vid4H-Quiz1H-Quiz1H-Vid3H-Exam2H-Quiz1H
8030,832,2020,23,23,19,5,13,1,Vid-Vid-Vid-Quiz-Quiz-Quiz-Quiz-Quiz-Quiz-Vid-Quiz-Vid-Quiz-Quiz-Quiz-Quiz-Quiz-Exam-Quiz,Vid1H-Vid2H-Quiz1H-Quiz1H-Quiz1H-Vid2H-Quiz1H-Exam2H-Quiz1H-Quiz1H-Quiz1H-Quiz1H-Quiz1H-Quiz1H-Quiz1H-Vid1H-Vid2H-Quiz1H-Quiz1H
1845,832,2014,23,20,17,10,6,1,Quiz-Quiz-Quiz-Vid-Vid-Vid-Exam-Vid-Vid-Vid-Quiz-Quiz-Quiz-Vid-Vid-Vid-Vid,Quiz1H-Quiz1H-Vid2H-Vid1H-Exam1H-Vid1H-Vid1H-Quiz1H-Vid3H-Vid1H-Vid1H-Quiz1H-Vid1H-Quiz1H-Vid1H-Quiz1H-Vid1H
831,832,2013,23,19,10,3,6,1,Quiz-Exam-Quiz-Quiz-Quiz-Vid-Vid-Quiz-Vid-Quiz,Quiz2H-Exam3H-Quiz2H-Vid1H-Quiz2H-Quiz2H-Quiz1H-Quiz2H-Vid3H-Vid1H
3853,832,2016,23,23,16,10,6,0,Quiz-Quiz-Vid-Quiz-Vid-Vid-Vid-Quiz-Vid-Vid-Vid-Vid-Quiz-Vid-Quiz-Vid,Vid1H-Vid1H-Vid1H-Vid1H-Vid1H-Quiz2H-Vid1H-Quiz1H-Quiz2H-Vid1H-Vid3H-Vid1H-Quiz2H-Vid1H-Quiz2H-Quiz2H
4874,832,2017,23,23,18,6,11,1,Quiz-Vid-Quiz-Quiz-Quiz-Quiz-Vid-Quiz-Quiz-Quiz-Vid-Quiz-Exam-Vid-Vid-Quiz-Quiz-Vid,Quiz1H-Quiz1H-Quiz1H-Quiz1H-Quiz1H-Quiz1H-Quiz1H-Quiz1H-Vid2H-Quiz1H-Vid1H-Vid1H-Quiz1H-Quiz1H-Vid1H-Vid1H-Vid2H-Exam4H
7065,832,2019,23,23,12,7,4,1,Vid-Vid-Quiz-Vid-Exam-Vid-Quiz-Quiz-Vid-Vid-Vid-Quiz,Quiz2H-Vid2H-Quiz2H-Vid1H-Exam3H-Vid2H-Quiz2H-Vid1H-Vid2H-Quiz2H-Vid2H-Vid2H
2757,832,2015,23,23,20,10,8,2,Vid-Quiz-Vid-Vid-Exam-Quiz-Vid-Quiz-Vid-Vid-Quiz-Quiz-Quiz-Vid-Vid-Quiz-Exam-Vid-Quiz-Vid,Vid1H-Exam1H-Quiz1H-Quiz1H-Vid2H-Quiz1H-Vid1H-Quiz1H-Vid1H-Vid1H-Exam1H-Vid2H-Vid1H-Vid1H-Quiz1H-Quiz1H-Quiz1H-Quiz1H-Vid2H-Vid1H
8031,833,2020,15,15,11,5,5,1,Vid-Quiz-Quiz-Quiz-Vid-Vid-Vid-Vid-Quiz-Quiz-Exam,Quiz1H-Vid1H-Quiz2H-Vid1H-Quiz1H-Quiz1H-Vid1H-Vid1H-Vid4H-Exam1H-Quiz1H
1846,833,2014,15,13,10,7,2,1,Exam-Vid-Quiz-Vid-Vid-Vid-Vid-Quiz-Vid-Vid,Vid1H-Vid2H-Quiz2H-Vid1H-Quiz2H-Vid1H-Vid1H-Vid1H-Vid1H-Exam1H
7066,833,2019,15,15,12,3,7,2,Quiz-Quiz-Quiz-Vid-Exam-Quiz-Vid-Quiz-Exam-Vid-Quiz-Quiz,Quiz1H-Vid2H-Quiz1H-Quiz1H-Exam1H-Quiz1H-Vid2H-Exam1H-Quiz1H-Vid2H-Quiz1H-Quiz1H
3854,833,2016,15,15,10,3,7,0,Quiz-Quiz-Quiz-Vid-Vid-Quiz-Quiz-Vid-Quiz-Quiz,Vid1H-Quiz1H-Quiz1H-Quiz1H-Vid3H-Quiz1H-Quiz1H-Quiz2H-Vid3H-Quiz1H
2758,833,2015,15,15,12,2,7,3,Exam-Quiz-Quiz-Vid-Quiz-Quiz-Vid-Exam-Quiz-Quiz-Exam-Quiz,Vid1H-Exam1H-Quiz2H-Vid3H-Quiz1H-Quiz1H-Exam1H-Quiz1H-Quiz1H-Exam1H-Quiz1H-Quiz1H
4875,833,2017,15,15,9,5,3,1,Exam-Quiz-Quiz-Vid-Vid-Vid-Vid-Quiz-Vid,Quiz2H-Quiz2H-Vid1H-Vid1H-Exam4H-Vid1H-Quiz1H-Vid1H-Vid2H
832,833,2013,15,10,5,2,3,0,Quiz-Vid-Quiz-Vid-Quiz,Vid3H-Vid4H-Quiz1H-Quiz1H-Quiz1H
5971,833,2018,15,15,10,7,2,1,Quiz-Vid-Exam-Vid-Vid-Vid-Vid-Vid-Vid-Quiz,Vid2H-Exam2H-Vid2H-Quiz2H-Vid1H-Vid1H-Vid1H-Vid1H-Quiz2H-Vid1H
4876,834,2017,8,7,6,1,4,1,Quiz-Quiz-Quiz-Quiz-Vid-Exam,Exam1H-Quiz1H-Quiz1H-Quiz1H-Vid2H-Quiz1H
3855,834,2016,8,6,5,2,3,0,Quiz-Vid-Quiz-Vid-Quiz,Quiz1H-Vid1H-Quiz1H-Vid2H-Quiz1H
1847,834,2014,8,4,3,1,1,1,Quiz-Exam-Vid,Vid1H-Quiz2H-Exam1H
7067,834,2019,8,8,4,3,1,0,Quiz-Vid-Vid-Vid,Vid2H-Vid2H-Quiz2H-Vid2H
8032,834,2020,8,8,7,2,4,1,Quiz-Quiz-Exam-Quiz-Vid-Quiz-Vid,Exam1H-Vid2H-Vid1H-Quiz1H-Quiz1H-Quiz1H-Quiz1H
2759,834,2015,8,6,5,1,3,1,Quiz-Exam-Quiz-Quiz-Vid,Quiz1H-Exam1H-Quiz1H-Vid2H-Quiz1H
833,834,2013,8,4,3,1,2,0,Quiz-Vid-Quiz,Quiz1H-Vid2H-Quiz1H
5972,834,2018,8,8,4,1,3,0,Vid-Quiz-Quiz-Quiz,Quiz1H-Quiz1H-Vid4H-Quiz2H
834,835,2013,12,10,8,3,5,0,Vid-Quiz-Quiz-Quiz-Quiz-Vid-Vid-Quiz,Quiz1H-Vid2H-Quiz1H-Quiz1H-Vid2H-Vid1H-Quiz1H-Quiz1H
2760,835,2015,12,12,6,3,2,1,Vid-Exam-Quiz-Vid-Quiz-Vid,Quiz2H-Vid1H-Exam3H-Quiz2H-Vid2H-Vid2H
7068,835,2019,12,12,9,3,4,2,Vid-Vid-Exam-Quiz-Quiz-Exam-Quiz-Quiz-Vid,Quiz2H-Vid1H-Exam2H-Quiz1H-Exam1H-Vid1H-Quiz2H-Vid1H-Quiz1H
3856,835,2016,12,12,7,4,2,1,Vid-Vid-Vid-Quiz-Quiz-Vid-Exam,Quiz1H-Vid2H-Vid2H-Exam1H-Vid2H-Vid2H-Quiz2H
4877,835,2017,12,12,8,4,3,1,Quiz-Vid-Quiz-Vid-Quiz-Vid-Vid-Exam,Vid2H-Quiz1H-Quiz2H-Vid1H-Vid1H-Quiz2H-Exam1H-Vid2H
1848,835,2014,12,12,6,3,3,0,Vid-Quiz-Vid-Quiz-Vid-Quiz,Vid2H-Quiz2H-Vid2H-Quiz2H-Vid2H-Quiz2H
8033,835,2020,12,12,10,2,6,2,Quiz-Vid-Quiz-Exam-Vid-Quiz-Exam-Quiz-Quiz-Quiz,Exam2H-Quiz1H-Quiz1H-Quiz1H-Vid2H-Vid1H-Quiz1H-Quiz1H-Exam1H-Quiz1H
5973,835,2018,12,12,7,2,2,3,Exam-Exam-Exam-Quiz-Quiz-Vid-Vid,Exam1H-Vid1H-Quiz2H-Quiz2H-Exam1H-Vid4H-Exam1H
3857,836,2016,16,15,10,4,4,2,Vid-Exam-Vid-Quiz-Quiz-Quiz-Vid-Exam-Vid-Quiz,Exam1H-Quiz1H-Vid1H-Vid3H-Quiz2H-Vid1H-Exam2H-Quiz2H-Quiz1H-Vid1H
5974,836,2018,16,15,11,3,7,1,Quiz-Quiz-Vid-Quiz-Vid-Quiz-Quiz-Quiz-Quiz-Vid-Exam,Exam2H-Vid1H-Quiz1H-Quiz1H-Quiz1H-Vid2H-Quiz1H-Quiz1H-Vid1H-Quiz2H-Quiz2H
2761,836,2015,16,14,13,6,5,2,Vid-Quiz-Quiz-Exam-Vid-Quiz-Vid-Vid-Quiz-Vid-Exam-Quiz-Vid,Vid1H-Vid1H-Quiz1H-Quiz1H-Vid1H-Quiz1H-Vid1H-Vid1H-Exam2H-Vid1H-Exam1H-Quiz1H-Quiz1H
4878,836,2017,16,15,10,2,6,2,Quiz-Quiz-Vid-Exam-Quiz-Quiz-Exam-Quiz-Quiz-Vid,Exam1H-Vid4H-Quiz2H-Quiz1H-Quiz1H-Quiz1H-Quiz1H-Quiz1H-Vid1H-Exam2H
8034,836,2020,16,16,13,7,5,1,Vid-Vid-Quiz-Quiz-Exam-Vid-Vid-Vid-Vid-Vid-Quiz-Quiz-Quiz,Exam2H-Vid1H-Quiz1H-Quiz2H-Vid1H-Vid1H-Vid1H-Quiz1H-Vid1H-Vid1H-Quiz1H-Vid1H-Quiz2H
835,836,2013,16,12,9,5,4,0,Quiz-Vid-Vid-Quiz-Vid-Quiz-Vid-Vid-Quiz,Vid1H-Vid1H-Vid1H-Quiz1H-Quiz2H-Quiz1H-Vid1H-Quiz2H-Vid2H
7069,836,2019,16,15,13,7,4,2,Quiz-Vid-Vid-Exam-Vid-Vid-Vid-Quiz-Vid-Vid-Quiz-Exam-Quiz,Exam2H-Quiz1H-Vid1H-Vid1H-Vid1H-Quiz2H-Vid1H-Quiz1H-Vid1H-Vid1H-Quiz1H-Vid1H-Exam1H
1849,836,2014,16,14,9,3,4,2,Exam-Vid-Exam-Quiz-Vid-Quiz-Quiz-Vid-Quiz,Quiz2H-Quiz2H-Vid1H-Vid1H-Quiz2H-Vid2H-Exam1H-Exam1H-Quiz2H
1850,837,2014,47,35,31,19,11,1,Vid-Quiz-Vid-Quiz-Vid-Vid-Vid-Quiz-Quiz-Vid-Vid-Quiz-Vid-Vid-Vid-Vid-Quiz-Vid-Quiz-Quiz-Vid-Vid-Vid-Quiz-Quiz-Exam-Quiz-Vid-Vid-Vid-Vid,Quiz1H-Vid1H-Vid1H-Quiz1H-Vid1H-Vid1H-Quiz1H-Vid1H-Vid1H-Vid1H-Vid1H-Vid1H-Quiz1H-Vid4H-Vid1H-Quiz1H-Vid1H-Vid1H-Vid1H-Vid1H-Exam2H-Quiz1H-Quiz1H-Quiz1H-Quiz1H-Vid1H-Vid1H-Quiz1H-Vid1H-Quiz1H-Vid1H
2762,837,2015,47,44,40,20,18,2,Vid-Quiz-Vid-Vid-Quiz-Vid-Quiz-Vid-Quiz-Vid-Quiz-Vid-Vid-Quiz-Vid-Vid-Vid-Quiz-Quiz-Vid-Vid-Vid-Vid-Quiz-Quiz-Quiz-Quiz-Quiz-Quiz-Exam-Vid-Quiz-Quiz-Quiz-Vid-Vid-Vid-Vid-Exam-Quiz,Quiz1H-Vid1H-Quiz1H-Quiz1H-Quiz1H-Quiz1H-Quiz2H-Vid1H-Quiz1H-Vid1H-Vid1H-Vid1H-Vid1H-Vid1H-Vid1H-Vid1H-Exam2H-Quiz1H-Quiz1H-Quiz1H-Quiz1H-Quiz1H-Vid1H-Vid1H-Quiz2H-Vid1H-Quiz1H-Quiz1H-Vid1H-Quiz1H-Vid1H-Vid1H-Vid1H-Vid1H-Exam2H-Vid1H-Vid1H-Quiz1H-Vid1H-Quiz1H
7070,837,2019,47,47,26,6,18,2,Quiz-Exam-Quiz-Quiz-Quiz-Quiz-Quiz-Vid-Quiz-Quiz-Quiz-Quiz-Quiz-Vid-Vid-Vid-Vid-Quiz-Quiz-Quiz-Quiz-Exam-Quiz-Quiz-Quiz-Vid,Quiz1H-Quiz1H-Quiz1H-Quiz2H-Exam1H-Vid3H-Vid3H-Quiz1H-Quiz1H-Quiz2H-Quiz2H-Quiz1H-Quiz1H-Vid3H-Quiz1H-Vid3H-Quiz2H-Exam2H-Quiz1H-Quiz2H-Quiz2H-Quiz2H-Vid3H-Vid4H-Quiz1H-Quiz1H
3858,837,2016,47,46,37,15,21,1,Quiz-Quiz-Vid-Quiz-Quiz-Vid-Quiz-Vid-Vid-Quiz-Vid-Vid-Quiz-Vid-Vid-Quiz-Quiz-Quiz-Quiz-Quiz-Quiz-Vid-Vid-Vid-Vid-Quiz-Quiz-Quiz-Exam-Quiz-Vid-Quiz-Vid-Quiz-Vid-Quiz-Quiz,Vid1H-Quiz1H-Quiz1H-Quiz1H-Quiz1H-Exam2H-Quiz1H-Quiz2H-Quiz1H-Quiz1H-Quiz2H-Quiz1H-Quiz1H-Vid2H-Quiz1H-Vid1H-Vid1H-Quiz1H-Quiz1H-Quiz1H-Quiz2H-Vid1H-Vid2H-Vid2H-Vid1H-Quiz1H-Vid1H-Vid1H-Vid1H-Vid1H-Quiz1H-Quiz1H-Vid1H-Vid1H-Quiz1H-Quiz1H-Vid3H
4879,837,2017,47,47,16,9,7,0,Quiz-Quiz-Vid-Vid-Quiz-Vid-Vid-Vid-Quiz-Vid-Quiz-Quiz-Vid-Vid-Quiz-Vid,Quiz2H-Vid4H-Quiz1H-Quiz2H-Vid4H-Vid4H-Quiz2H-Vid4H-Quiz1H-Vid4H-Vid3H-Vid4H-Vid4H-Vid4H-Quiz2H-Quiz2H
8035,837,2020,47,47,25,15,8,2,Vid-Vid-Quiz-Vid-Vid-Quiz-Vid-Vid-Vid-Vid-Quiz-Vid-Exam-Quiz-Vid-Quiz-Vid-Vid-Quiz-Quiz-Exam-Vid-Vid-Vid-Quiz,Vid3H-Vid3H-Vid2H-Vid1H-Vid3H-Exam1H-Vid1H-Quiz2H-Quiz1H-Quiz2H-Vid1H-Vid3H-Exam1H-Vid3H-Quiz1H-Vid3H-Vid3H-Vid2H-Quiz1H-Vid3H-Quiz2H-Quiz2H-Vid1H-Vid1H-Quiz1H
836,837,2013,47,24,18,8,9,1,Quiz-Quiz-Quiz-Vid-Exam-Quiz-Quiz-Quiz-Quiz-Vid-Vid-Vid-Vid-Vid-Quiz-Vid-Vid-Quiz,Exam2H-Quiz2H-Vid1H-Quiz1H-Quiz1H-Quiz2H-Vid1H-Vid1H-Vid1H-Quiz2H-Vid1H-Vid1H-Quiz1H-Quiz1H-Vid1H-Quiz2H-Quiz2H-Vid1H
5975,837,2018,47,47,38,27,10,1,Vid-Quiz-Vid-Vid-Vid-Vid-Quiz-Quiz-Quiz-Vid-Vid-Vid-Quiz-Vid-Vid-Vid-Vid-Vid-Vid-Vid-Vid-Vid-Vid-Vid-Vid-Quiz-Exam-Vid-Quiz-Vid-Quiz-Vid-Quiz-Vid-Vid-Quiz-Vid-Vid,Vid1H-Quiz1H-Vid1H-Vid1H-Vid1H-Vid1H-Vid2H-Quiz2H-Vid1H-Vid1H-Vid1H-Vid1H-Vid1H-Vid1H-Vid1H-Vid1H-Vid1H-Quiz1H-Vid1H-Quiz1H-Quiz2H-Vid1H-Quiz2H-Quiz2H-Vid1H-Quiz1H-Vid2H-Vid1H-Quiz2H-Vid1H-Quiz1H-Vid1H-Vid1H-Exam2H-Vid1H-Vid2H-Vid1H-Vid1H
2763,838,2015,15,14,6,2,3,1,Vid-Exam-Quiz-Vid-Quiz-Quiz,Quiz2H-Quiz2H-Exam3H-Vid1H-Quiz2H-Vid4H
4880,838,2017,15,15,11,6,4,1,Vid-Vid-Quiz-Exam-Vid-Quiz-Vid-Quiz-Vid-Vid-Quiz,Vid1H-Quiz2H-Vid1H-Vid1H-Vid1H-Vid1H-Vid2H-Quiz1H-Quiz1H-Exam3H-Quiz1H
5976,838,2018,15,15,10,4,3,3,Vid-Quiz-Quiz-Quiz-Vid-Vid-Exam-Exam-Exam-Vid,Vid1H-Vid2H-Exam1H-Vid4H-Vid1H-Quiz1H-Quiz1H-Exam1H-Quiz2H-Exam1H
