,Year,Course_ID,Course_Duration,Course_Ressources,Course_Ress_Digit,Course_Ress_inClass,Number_Video,Number_QCM,Number_Test,Number_Lecture,Number_Exercise,Number_Exam
4694,2017,759,13,13,10,3,7,3,0,2,0,1
5678,2018,759,13,13,11,2,8,3,0,1,0,1
6662,2019,759,13,13,12,1,9,3,0,0,0,1
7646,2020,759,13,13,13,0,9,3,1,0,0,0
759,2013,760,39,26,2,24,1,1,0,14,8,2
1743,2014,760,39,26,2,24,1,1,0,14,8,2
2727,2015,760,39,26,2,24,1,1,0,14,8,2
3711,2016,760,39,26,3,23,1,2,0,14,7,2
4695,2017,760,39,26,3,23,1,2,0,14,7,2
5679,2018,760,39,26,3,23,1,2,0,14,7,2
6663,2019,760,39,26,3,23,1,2,0,14,7,2
7647,2020,760,39,26,4,22,1,3,0,14,6,2
760,2013,761,8,7,1,6,1,0,0,4,1,1
1744,2014,761,8,7,1,6,1,0,0,4,1,1
2728,2015,761,8,7,1,6,1,0,0,4,1,1
3712,2016,761,8,7,1,6,1,0,0,4,1,1
4696,2017,761,8,7,2,5,1,1,0,4,0,1
5680,2018,761,8,7,2,5,1,1,0,4,0,1
6664,2019,761,8,7,2,5,1,1,0,4,0,1
7648,2020,761,8,7,2,5,1,1,0,4,0,1
761,2013,762,29,24,5,19,2,2,1,12,6,1
1745,2014,762,29,24,5,19,2,2,1,12,6,1
2729,2015,762,29,24,6,18,3,2,1,11,6,1
3713,2016,762,29,24,6,18,3,2,1,11,6,1
4697,2017,762,29,24,8,16,4,3,1,10,5,1
5681,2018,762,29,24,9,15,4,4,1,10,4,1
6665,2019,762,29,24,11,13,4,6,1,10,2,1
7649,2020,762,29,24,11,13,4,6,1,10,2,1
762,2013,763,60,52,12,40,4,6,2,26,12,2
1746,2014,763,60,52,13,39,4,7,2,26,11,2
2730,2015,763,60,52,14,38,5,7,2,25,11,2
3714,2016,763,60,52,16,36,6,8,2,24,10,2
4698,2017,763,60,52,19,33,7,10,2,23,8,2
5682,2018,763,60,52,21,31,8,11,2,22,7,2
6666,2019,763,60,52,23,29,10,11,2,20,7,2
7650,2020,763,60,52,28,24,15,11,2,15,7,2
763,2013,764,54,42,17,25,6,9,2,17,8,0
1747,2014,764,54,42,19,23,6,11,2,17,6,0
2731,2015,764,54,42,23,19,8,13,2,15,4,0
3715,2016,764,54,42,26,16,8,16,2,15,1,0
4699,2017,764,54,42,30,12,12,16,2,11,1,0
5683,2018,764,54,42,33,9,15,16,2,8,1,0
6667,2019,764,54,42,38,4,20,16,2,3,1,0
7651,2020,764,54,42,39,3,21,16,2,2,1,0
764,2013,765,41,22,6,16,3,3,0,11,4,1
1748,2014,765,41,22,7,15,3,4,0,11,3,1
2732,2015,765,41,22,7,15,3,4,0,11,3,1
3716,2016,765,41,22,7,15,3,4,0,11,3,1
4700,2017,765,41,22,8,14,3,5,0,11,2,1
5684,2018,765,41,22,10,12,3,7,0,11,0,1
6668,2019,765,41,22,10,12,3,7,0,11,0,1
7652,2020,765,41,22,12,10,5,7,0,9,0,1
765,2013,766,29,29,5,24,1,3,1,16,6,2
1749,2014,766,29,29,5,24,1,3,1,16,6,2
2733,2015,766,29,29,6,23,1,4,1,16,5,2
3717,2016,766,29,29,6,23,1,4,1,16,5,2
4701,2017,766,29,29,7,22,2,4,1,15,5,2
5685,2018,766,29,29,8,21,2,5,1,15,4,2
6669,2019,766,29,29,9,20,3,5,1,14,4,2
7653,2020,766,29,29,11,18,3,7,1,14,2,2
766,2013,767,29,19,5,14,1,3,1,10,3,1
1750,2014,767,29,19,5,14,1,3,1,10,3,1
2734,2015,767,29,19,6,13,2,3,1,9,3,1
3718,2016,767,29,19,6,13,2,3,1,9,3,1
4702,2017,767,29,19,7,12,2,4,1,9,2,1
5686,2018,767,29,19,8,11,2,5,1,9,1,1
6670,2019,767,29,19,8,11,2,5,1,9,1,1
7654,2020,767,29,19,9,10,3,5,1,8,1,1
767,2013,768,15,8,1,7,0,1,0,3,3,1
1751,2014,768,15,8,1,7,0,1,0,3,3,1
2735,2015,768,15,8,1,7,0,1,0,3,3,1
3719,2016,768,15,8,1,7,0,1,0,3,3,1
4703,2017,768,15,8,1,7,0,1,0,3,3,1
5687,2018,768,15,8,1,7,0,1,0,3,3,1
6671,2019,768,15,8,1,7,0,1,0,3,3,1
7655,2020,768,15,8,1,7,0,1,0,3,3,1
768,2013,769,55,45,16,29,10,4,2,19,8,2
1752,2014,769,55,45,19,26,11,6,2,18,6,2
2736,2015,769,55,45,21,24,13,6,2,16,6,2
3720,2016,769,55,45,22,23,14,6,2,15,6,2
4704,2017,769,55,45,23,22,14,7,2,15,5,2
5688,2018,769,55,45,24,21,14,8,2,15,4,2
6672,2019,769,55,45,25,20,15,8,2,14,4,2
7656,2020,769,55,45,30,15,18,9,3,11,3,1
769,2013,770,6,4,1,3,0,1,0,2,1,0
1753,2014,770,6,4,1,3,0,1,0,2,1,0
2737,2015,770,6,4,1,3,0,1,0,2,1,0
3721,2016,770,6,4,2,2,0,2,0,2,0,0
4705,2017,770,6,4,2,2,0,2,0,2,0,0
5689,2018,770,6,4,2,2,0,2,0,2,0,0
6673,2019,770,6,4,2,2,0,2,0,2,0,0
7657,2020,770,6,4,2,2,0,2,0,2,0,0
770,2013,771,25,22,2,20,2,0,0,13,6,1
1754,2014,771,25,22,2,20,2,0,0,13,6,1
2738,2015,771,25,22,2,20,2,0,0,13,6,1
3722,2016,771,25,22,2,20,2,0,0,13,6,1
4706,2017,771,25,22,2,20,2,0,0,13,6,1
5690,2018,771,25,22,3,19,3,0,0,12,6,1
6674,2019,771,25,22,3,19,3,0,0,12,6,1
7658,2020,771,25,22,3,19,3,0,0,12,6,1
771,2013,772,38,10,1,9,0,1,0,5,3,1
1755,2014,772,38,10,1,9,0,1,0,5,3,1
2739,2015,772,38,10,1,9,0,1,0,5,3,1
3723,2016,772,38,10,1,9,0,1,0,5,3,1
4707,2017,772,38,10,1,9,0,1,0,5,3,1
5691,2018,772,38,10,1,9,0,1,0,5,3,1
6675,2019,772,38,10,1,9,0,1,0,5,3,1
7659,2020,772,38,10,1,9,0,1,0,5,3,1
772,2013,773,7,7,1,6,1,0,0,3,2,1
1756,2014,773,7,7,1,6,1,0,0,3,2,1
2740,2015,773,7,7,1,6,1,0,0,3,2,1
3724,2016,773,7,7,1,6,1,0,0,3,2,1
4708,2017,773,7,7,2,5,1,1,0,3,1,1
5692,2018,773,7,7,2,5,1,1,0,3,1,1
6676,2019,773,7,7,2,5,1,1,0,3,1,1
7660,2020,773,7,7,2,5,1,1,0,3,1,1
773,2013,774,15,11,3,8,2,1,0,5,3,0
1757,2014,774,15,11,3,8,2,1,0,5,3,0
2741,2015,774,15,11,3,8,2,1,0,5,3,0
3725,2016,774,15,11,4,7,2,2,0,5,2,0
4709,2017,774,15,11,4,7,2,2,0,5,2,0
5693,2018,774,15,11,5,6,2,3,0,5,1,0
6677,2019,774,15,11,5,6,2,3,0,5,1,0
7661,2020,774,15,11,5,6,2,3,0,5,1,0
774,2013,775,29,11,1,10,0,1,0,7,3,0
1758,2014,775,29,11,1,10,0,1,0,7,3,0
2742,2015,775,29,11,1,10,0,1,0,7,3,0
3726,2016,775,29,11,1,10,0,1,0,7,3,0
4710,2017,775,29,11,1,10,0,1,0,7,3,0
5694,2018,775,29,11,1,10,0,1,0,7,3,0
6678,2019,775,29,11,1,10,0,1,0,7,3,0
7662,2020,775,29,11,1,10,0,1,0,7,3,0
775,2013,776,30,18,2,16,2,0,0,11,5,0
1759,2014,776,30,18,2,16,2,0,0,11,5,0
2743,2015,776,30,18,2,16,2,0,0,11,5,0
3727,2016,776,30,18,3,15,3,0,0,10,5,0
4711,2017,776,30,18,3,15,3,0,0,10,5,0
5695,2018,776,30,18,3,15,3,0,0,10,5,0
6679,2019,776,30,18,4,14,4,0,0,9,5,0
7663,2020,776,30,18,4,14,4,0,0,9,5,0
776,2013,777,7,5,3,2,1,2,0,1,1,0
1760,2014,777,7,5,3,2,1,2,0,1,1,0
2744,2015,777,7,5,3,2,1,2,0,1,1,0
3728,2016,777,7,5,3,2,1,2,0,1,1,0
4712,2017,777,7,5,4,1,2,2,0,0,1,0
5696,2018,777,7,5,5,0,2,3,0,0,0,0
6680,2019,777,7,5,5,0,2,3,0,0,0,0
7664,2020,777,7,5,5,0,2,3,0,0,0,0
777,2013,778,50,28,1,27,0,1,0,18,8,1
1761,2014,778,50,28,1,27,0,1,0,18,8,1
2745,2015,778,50,28,1,27,0,1,0,18,8,1
3729,2016,778,50,28,2,26,0,2,0,18,7,1
4713,2017,778,50,28,2,26,0,2,0,18,7,1
5697,2018,778,50,28,2,26,0,2,0,18,7,1
6681,2019,778,50,28,2,26,0,2,0,18,7,1
7665,2020,778,50,28,2,26,0,2,0,18,7,1
778,2013,779,26,9,4,5,1,2,1,4,1,0
1762,2014,779,26,9,4,5,1,2,1,4,1,0
2746,2015,779,26,9,5,4,1,3,1,4,0,0
3730,2016,779,26,9,5,4,1,3,1,4,0,0
4714,2017,779,26,9,6,3,2,3,1,3,0,0
5698,2018,779,26,9,6,3,2,3,1,3,0,0
6682,2019,779,26,9,7,2,3,3,1,2,0,0
7666,2020,779,26,9,9,0,5,3,1,0,0,0
779,2013,780,22,12,6,6,3,2,1,4,1,1
1763,2014,780,22,12,6,6,3,2,1,4,1,1
2747,2015,780,22,12,7,5,4,2,1,3,1,1
3731,2016,780,22,12,8,4,5,2,1,2,1,1
4715,2017,780,22,12,10,2,7,2,1,0,1,1
5699,2018,780,22,12,10,2,7,2,1,0,1,1
6683,2019,780,22,12,12,0,7,3,2,0,0,0
7667,2020,780,22,12,12,0,7,3,2,0,0,0
780,2013,781,7,4,1,3,1,0,0,2,1,0
1764,2014,781,7,4,1,3,1,0,0,2,1,0
2748,2015,781,7,4,1,3,1,0,0,2,1,0
3732,2016,781,7,4,1,3,1,0,0,2,1,0
4716,2017,781,7,4,1,3,1,0,0,2,1,0
5700,2018,781,7,4,1,3,1,0,0,2,1,0
6684,2019,781,7,4,1,3,1,0,0,2,1,0
7668,2020,781,7,4,1,3,1,0,0,2,1,0
781,2013,782,7,5,2,3,2,0,0,2,1,0
1765,2014,782,7,5,3,2,3,0,0,1,1,0
2749,2015,782,7,5,3,2,3,0,0,1,1,0
3733,2016,782,7,5,3,2,3,0,0,1,1,0
4717,2017,782,7,5,3,2,3,0,0,1,1,0
5701,2018,782,7,5,4,1,3,1,0,1,0,0
6685,2019,782,7,5,4,1,3,1,0,1,0,0
7669,2020,782,7,5,5,0,4,1,0,0,0,0
782,2013,783,50,26,3,23,2,1,0,15,7,1
1766,2014,783,50,26,4,22,3,1,0,14,7,1
2750,2015,783,50,26,4,22,3,1,0,14,7,1
3734,2016,783,50,26,5,21,4,1,0,13,7,1
4718,2017,783,50,26,6,20,5,1,0,12,7,1
5702,2018,783,50,26,7,19,5,2,0,12,6,1
6686,2019,783,50,26,7,19,5,2,0,12,6,1
7670,2020,783,50,26,7,19,5,2,0,12,6,1
783,2013,784,20,14,6,8,3,3,0,4,3,1
1767,2014,784,20,14,6,8,3,3,0,4,3,1
2751,2015,784,20,14,7,7,3,4,0,4,2,1
3735,2016,784,20,14,8,6,4,4,0,3,2,1
4719,2017,784,20,14,9,5,4,4,1,3,2,0
5703,2018,784,20,14,11,3,4,6,1,3,0,0
6687,2019,784,20,14,13,1,6,6,1,1,0,0
7671,2020,784,20,14,14,0,7,6,1,0,0,0
784,2013,785,23,10,5,5,2,2,1,3,1,1
1768,2014,785,23,10,6,4,2,3,1,3,0,1
2752,2015,785,23,10,6,4,2,3,1,3,0,1
3736,2016,785,23,10,7,3,3,3,1,2,0,1
4720,2017,785,23,10,8,2,4,3,1,1,0,1
5704,2018,785,23,10,8,2,4,3,1,1,0,1
6688,2019,785,23,10,9,1,5,3,1,0,0,1
7672,2020,785,23,10,10,0,5,3,2,0,0,0
785,2013,786,21,10,1,9,0,1,0,5,3,1
1769,2014,786,21,10,1,9,0,1,0,5,3,1
2753,2015,786,21,10,1,9,0,1,0,5,3,1
3737,2016,786,21,10,2,8,1,1,0,4,3,1
4721,2017,786,21,10,2,8,1,1,0,4,3,1
5705,2018,786,21,10,2,8,1,1,0,4,3,1
6689,2019,786,21,10,2,8,1,1,0,4,3,1
7673,2020,786,21,10,2,8,1,1,0,4,3,1
786,2013,787,16,16,7,9,3,3,1,6,2,1
1770,2014,787,16,16,8,8,4,3,1,5,2,1
2754,2015,787,16,16,10,6,6,3,1,3,2,1
3738,2016,787,16,16,11,5,6,4,1,3,1,1
4722,2017,787,16,16,11,5,6,4,1,3,1,1
5706,2018,787,16,16,13,3,8,4,1,1,1,1
6690,2019,787,16,16,13,3,8,4,1,1,1,1
7674,2020,787,16,16,14,2,8,5,1,1,0,1
787,2013,788,52,23,6,17,4,1,1,12,5,0
1771,2014,788,52,23,7,16,4,2,1,12,4,0
2755,2015,788,52,23,7,16,4,2,1,12,4,0
3739,2016,788,52,23,9,14,5,3,1,11,3,0
4723,2017,788,52,23,10,13,6,3,1,10,3,0
5707,2018,788,52,23,11,12,6,4,1,10,2,0
6691,2019,788,52,23,14,9,7,6,1,9,0,0
7675,2020,788,52,23,17,6,10,6,1,6,0,0
788,2013,789,34,30,6,24,3,3,0,16,7,1
1772,2014,789,34,30,6,24,3,3,0,16,7,1
2756,2015,789,34,30,7,23,3,4,0,16,6,1
3740,2016,789,34,30,7,23,3,4,0,16,6,1
4724,2017,789,34,30,9,21,3,6,0,16,4,1
5708,2018,789,34,30,9,21,3,6,0,16,4,1
6692,2019,789,34,30,10,20,3,7,0,16,3,1
7676,2020,789,34,30,11,19,3,8,0,16,2,1
789,2013,790,5,5,1,4,1,0,0,3,1,0
1773,2014,790,5,5,1,4,1,0,0,3,1,0
2757,2015,790,5,5,1,4,1,0,0,3,1,0
3741,2016,790,5,5,1,4,1,0,0,3,1,0
4725,2017,790,5,5,1,4,1,0,0,3,1,0
5709,2018,790,5,5,1,4,1,0,0,3,1,0
6693,2019,790,5,5,2,3,1,1,0,3,0,0
7677,2020,790,5,5,2,3,1,1,0,3,0,0
790,2013,791,40,15,1,14,0,1,0,9,4,1
1774,2014,791,40,15,1,14,0,1,0,9,4,1
2758,2015,791,40,15,2,13,1,1,0,8,4,1
3742,2016,791,40,15,2,13,1,1,0,8,4,1
4726,2017,791,40,15,2,13,1,1,0,8,4,1
5710,2018,791,40,15,2,13,1,1,0,8,4,1
6694,2019,791,40,15,3,12,1,2,0,8,3,1
7678,2020,791,40,15,3,12,1,2,0,8,3,1
791,2013,792,34,34,2,32,1,1,0,20,10,2
1775,2014,792,34,34,2,32,1,1,0,20,10,2
2759,2015,792,34,34,2,32,1,1,0,20,10,2
3743,2016,792,34,34,2,32,1,1,0,20,10,2
4727,2017,792,34,34,2,32,1,1,0,20,10,2
5711,2018,792,34,34,2,32,1,1,0,20,10,2
6695,2019,792,34,34,3,31,2,1,0,19,10,2
7679,2020,792,34,34,3,31,2,1,0,19,10,2
792,2013,793,52,38,14,24,8,4,2,16,6,2
1776,2014,793,52,38,16,22,8,6,2,16,4,2
2760,2015,793,52,38,17,21,9,6,2,15,4,2
3744,2016,793,52,38,18,20,9,7,2,15,3,2
4728,2017,793,52,38,20,18,9,9,2,15,1,2
5712,2018,793,52,38,24,14,12,10,2,12,0,2
6696,2019,793,52,38,26,12,14,10,2,10,0,2
7680,2020,793,52,38,31,7,19,10,2,5,0,2
793,2013,794,25,8,4,4,1,2,1,2,2,0
1777,2014,794,25,8,5,3,1,3,1,2,1,0
2761,2015,794,25,8,5,3,1,3,1,2,1,0
3745,2016,794,25,8,5,3,1,3,1,2,1,0
4729,2017,794,25,8,5,3,1,3,1,2,1,0
5713,2018,794,25,8,6,2,1,4,1,2,0,0
6697,2019,794,25,8,7,1,2,4,1,1,0,0
7681,2020,794,25,8,8,0,3,4,1,0,0,0
794,2013,795,34,17,0,17,0,0,0,12,4,1
1778,2014,795,34,17,5,12,3,2,0,9,2,1
2762,2015,795,34,17,5,12,3,2,0,9,2,1
3746,2016,795,34,17,5,12,3,2,0,9,2,1
4730,2017,795,34,17,6,11,3,3,0,9,1,1
5714,2018,795,34,17,6,11,3,3,0,9,1,1
6698,2019,795,34,17,7,10,4,3,0,8,1,1
7682,2020,795,34,17,9,8,5,4,0,7,0,1
795,2013,796,15,6,2,4,2,0,0,2,1,1
1779,2014,796,15,6,2,4,2,0,0,2,1,1
2763,2015,796,15,6,2,4,2,0,0,2,1,1
3747,2016,796,15,6,2,4,2,0,0,2,1,1
4731,2017,796,15,6,3,3,2,1,0,2,0,1
5715,2018,796,15,6,3,3,2,1,0,2,0,1
6699,2019,796,15,6,3,3,2,1,0,2,0,1
7683,2020,796,15,6,3,3,2,1,0,2,0,1
796,2013,797,7,2,1,1,0,1,0,0,1,0
1780,2014,797,7,2,1,1,0,1,0,0,1,0
2764,2015,797,7,2,1,1,0,1,0,0,1,0
3748,2016,797,7,2,1,1,0,1,0,0,1,0
4732,2017,797,7,2,1,1,0,1,0,0,1,0
5716,2018,797,7,2,1,1,0,1,0,0,1,0
6700,2019,797,7,2,1,1,0,1,0,0,1,0
7684,2020,797,7,2,1,1,0,1,0,0,1,0
797,2013,798,29,26,10,16,6,3,1,11,4,1
1781,2014,798,29,26,12,14,6,5,1,11,2,1
2765,2015,798,29,26,13,13,7,5,1,10,2,1
3749,2016,798,29,26,15,11,7,7,1,10,0,1
4733,2017,798,29,26,18,8,10,7,1,7,0,1
5717,2018,798,29,26,21,5,13,7,1,4,0,1
6701,2019,798,29,26,26,0,17,7,2,0,0,0
7685,2020,798,29,26,26,0,17,7,2,0,0,0
798,2013,799,38,31,5,26,2,2,1,17,8,1
1782,2014,799,38,31,5,26,2,2,1,17,8,1
2766,2015,799,38,31,6,25,3,2,1,16,8,1
3750,2016,799,38,31,7,24,3,3,1,16,7,1
4734,2017,799,38,31,8,23,3,4,1,16,6,1
5718,2018,799,38,31,9,22,4,4,1,15,6,1
6702,2019,799,38,31,10,21,4,5,1,15,5,1
7686,2020,799,38,31,11,20,4,6,1,15,4,1
799,2013,800,45,19,6,13,4,2,0,9,4,0
1783,2014,800,45,19,7,12,4,3,0,9,3,0
2767,2015,800,45,19,8,11,5,3,0,8,3,0
3751,2016,800,45,19,8,11,5,3,0,8,3,0
4735,2017,800,45,19,10,9,5,5,0,8,1,0
5719,2018,800,45,19,11,8,6,5,0,7,1,0
6703,2019,800,45,19,11,8,6,5,0,7,1,0
7687,2020,800,45,19,13,6,7,6,0,6,0,0
800,2013,801,12,7,1,6,0,1,0,4,2,0
1784,2014,801,12,7,1,6,0,1,0,4,2,0
2768,2015,801,12,7,1,6,0,1,0,4,2,0
3752,2016,801,12,7,1,6,0,1,0,4,2,0
4736,2017,801,12,7,1,6,0,1,0,4,2,0
5720,2018,801,12,7,1,6,0,1,0,4,2,0
6704,2019,801,12,7,1,6,0,1,0,4,2,0
7688,2020,801,12,7,1,6,0,1,0,4,2,0
801,2013,802,36,14,6,8,4,1,1,5,3,0
1785,2014,802,36,14,7,7,4,2,1,5,2,0
2769,2015,802,36,14,7,7,4,2,1,5,2,0
3753,2016,802,36,14,8,6,5,2,1,4,2,0
4737,2017,802,36,14,9,5,5,3,1,4,1,0
5721,2018,802,36,14,11,3,7,3,1,2,1,0
6705,2019,802,36,14,13,1,9,3,1,0,1,0
7689,2020,802,36,14,14,0,9,4,1,0,0,0
802,2013,803,21,14,2,12,1,1,0,8,4,0
1786,2014,803,21,14,3,11,2,1,0,7,4,0
2770,2015,803,21,14,3,11,2,1,0,7,4,0
3754,2016,803,21,14,3,11,2,1,0,7,4,0
4738,2017,803,21,14,3,11,2,1,0,7,4,0
5722,2018,803,21,14,4,10,2,2,0,7,3,0
6706,2019,803,21,14,5,9,2,3,0,7,2,0
7690,2020,803,21,14,5,9,2,3,0,7,2,0
803,2013,804,13,11,5,6,2,3,0,4,1,1
1787,2014,804,13,11,5,6,2,3,0,4,1,1
2771,2015,804,13,11,5,6,2,3,0,4,1,1
3755,2016,804,13,11,6,5,3,3,0,3,1,1
4739,2017,804,13,11,7,4,4,3,0,2,1,1
5723,2018,804,13,11,8,3,5,3,0,1,1,1
6707,2019,804,13,11,9,2,6,3,0,0,1,1
7691,2020,804,13,11,10,1,6,4,0,0,0,1
804,2013,805,14,10,3,7,2,1,0,5,2,0
1788,2014,805,14,10,3,7,2,1,0,5,2,0
2772,2015,805,14,10,4,6,2,2,0,5,1,0
3756,2016,805,14,10,4,6,2,2,0,5,1,0
4740,2017,805,14,10,5,5,3,2,0,4,1,0
5724,2018,805,14,10,5,5,3,2,0,4,1,0
6708,2019,805,14,10,6,4,3,3,0,4,0,0
7692,2020,805,14,10,7,3,4,3,0,3,0,0
805,2013,806,15,4,2,2,1,1,0,2,0,0
1789,2014,806,15,4,2,2,1,1,0,2,0,0
2773,2015,806,15,4,2,2,1,1,0,2,0,0
3757,2016,806,15,4,2,2,1,1,0,2,0,0
4741,2017,806,15,4,2,2,1,1,0,2,0,0
5725,2018,806,15,4,3,1,2,1,0,1,0,0
6709,2019,806,15,4,3,1,2,1,0,1,0,0
7693,2020,806,15,4,3,1,2,1,0,1,0,0
806,2013,807,13,5,2,3,2,0,0,2,1,0
1790,2014,807,13,5,3,2,2,1,0,2,0,0
2774,2015,807,13,5,3,2,2,1,0,2,0,0
3758,2016,807,13,5,3,2,2,1,0,2,0,0
4742,2017,807,13,5,4,1,3,1,0,1,0,0
5726,2018,807,13,5,4,1,3,1,0,1,0,0
6710,2019,807,13,5,4,1,3,1,0,1,0,0
7694,2020,807,13,5,5,0,4,1,0,0,0,0
807,2013,808,39,25,1,24,0,1,0,16,8,0
1791,2014,808,39,25,1,24,0,1,0,16,8,0
2775,2015,808,39,25,1,24,0,1,0,16,8,0
3759,2016,808,39,25,1,24,0,1,0,16,8,0
4743,2017,808,39,25,1,24,0,1,0,16,8,0
5727,2018,808,39,25,2,23,1,1,0,15,8,0
6711,2019,808,39,25,2,23,1,1,0,15,8,0
7695,2020,808,39,25,2,23,1,1,0,15,8,0
808,2013,809,26,22,1,21,0,1,0,13,7,1
1792,2014,809,26,22,1,21,0,1,0,13,7,1
2776,2015,809,26,22,1,21,0,1,0,13,7,1
3760,2016,809,26,22,1,21,0,1,0,13,7,1
4744,2017,809,26,22,1,21,0,1,0,13,7,1
5728,2018,809,26,22,1,21,0,1,0,13,7,1
6712,2019,809,26,22,1,21,0,1,0,13,7,1
7696,2020,809,26,22,2,20,1,1,0,12,7,1
809,2013,810,16,10,5,5,2,3,0,3,1,1
1793,2014,810,16,10,6,4,2,4,0,3,0,1
2777,2015,810,16,10,6,4,2,4,0,3,0,1
3761,2016,810,16,10,7,3,3,4,0,2,0,1
4745,2017,810,16,10,8,2,4,4,0,1,0,1
5729,2018,810,16,10,8,2,4,4,0,1,0,1
6713,2019,810,16,10,9,1,5,4,0,0,0,1
7697,2020,810,16,10,10,0,5,4,1,0,0,0
810,2013,811,31,19,9,10,4,4,1,7,3,0
1794,2014,811,31,19,10,9,5,4,1,6,3,0
2778,2015,811,31,19,11,8,6,4,1,5,3,0
3762,2016,811,31,19,11,8,6,4,1,5,3,0
4746,2017,811,31,19,14,5,7,6,1,4,1,0
5730,2018,811,31,19,15,4,7,7,1,4,0,0
6714,2019,811,31,19,18,1,10,7,1,1,0,0
7698,2020,811,31,19,19,0,11,7,1,0,0,0
811,2013,812,33,33,7,26,4,3,0,17,8,1
1795,2014,812,33,33,9,24,4,5,0,17,6,1
2779,2015,812,33,33,11,22,5,6,0,16,5,1
3763,2016,812,33,33,13,20,5,8,0,16,3,1
4747,2017,812,33,33,15,18,6,9,0,15,2,1
5731,2018,812,33,33,18,15,7,11,0,14,0,1
6715,2019,812,33,33,20,13,9,11,0,12,0,1
7699,2020,812,33,33,25,8,14,11,0,7,0,1
812,2013,813,37,10,3,7,1,1,1,5,1,1
1796,2014,813,37,10,3,7,1,1,1,5,1,1
2780,2015,813,37,10,3,7,1,1,1,5,1,1
3764,2016,813,37,10,4,6,2,1,1,4,1,1
4748,2017,813,37,10,4,6,2,1,1,4,1,1
5732,2018,813,37,10,5,5,2,2,1,4,0,1
6716,2019,813,37,10,5,5,2,2,1,4,0,1
7700,2020,813,37,10,6,4,3,2,1,3,0,1
813,2013,814,54,26,9,17,6,3,0,12,5,0
1797,2014,814,54,26,10,16,7,3,0,11,5,0
2781,2015,814,54,26,12,14,8,4,0,10,4,0
3765,2016,814,54,26,14,12,10,4,0,8,4,0
4749,2017,814,54,26,17,9,12,5,0,6,3,0
5733,2018,814,54,26,18,8,13,5,0,5,3,0
6717,2019,814,54,26,18,8,13,5,0,5,3,0
7701,2020,814,54,26,19,7,14,5,0,4,3,0
814,2013,815,48,13,1,12,1,0,0,7,4,1
1798,2014,815,48,13,1,12,1,0,0,7,4,1
2782,2015,815,48,13,1,12,1,0,0,7,4,1
3766,2016,815,48,13,1,12,1,0,0,7,4,1
4750,2017,815,48,13,1,12,1,0,0,7,4,1
5734,2018,815,48,13,1,12,1,0,0,7,4,1
6718,2019,815,48,13,1,12,1,0,0,7,4,1
7702,2020,815,48,13,1,12,1,0,0,7,4,1
815,2013,816,9,7,3,4,1,2,0,2,2,0
1799,2014,816,9,7,4,3,2,2,0,1,2,0
2783,2015,816,9,7,4,3,2,2,0,1,2,0
3767,2016,816,9,7,5,2,2,3,0,1,1,0
4751,2017,816,9,7,5,2,2,3,0,1,1,0
5735,2018,816,9,7,5,2,2,3,0,1,1,0
6719,2019,816,9,7,5,2,2,3,0,1,1,0
7703,2020,816,9,7,6,1,2,4,0,1,0,0
816,2013,817,32,25,4,21,2,2,0,14,7,0
1800,2014,817,32,25,4,21,2,2,0,14,7,0
2784,2015,817,32,25,4,21,2,2,0,14,7,0
3768,2016,817,32,25,5,20,2,3,0,14,6,0
4752,2017,817,32,25,5,20,2,3,0,14,6,0
5736,2018,817,32,25,6,19,2,4,0,14,5,0
6720,2019,817,32,25,7,18,2,5,0,14,4,0
7704,2020,817,32,25,8,17,3,5,0,13,4,0
817,2013,818,15,15,0,15,0,0,0,9,5,1
1801,2014,818,15,15,4,11,0,4,0,9,1,1
2785,2015,818,15,15,5,10,0,5,0,9,0,1
3769,2016,818,15,15,5,10,0,5,0,9,0,1
4753,2017,818,15,15,5,10,0,5,0,9,0,1
5737,2018,818,15,15,6,9,1,5,0,8,0,1
6721,2019,818,15,15,6,9,1,5,0,8,0,1
7705,2020,818,15,15,7,8,2,5,0,7,0,1
818,2013,819,39,26,5,21,1,3,1,14,5,2
1802,2014,819,39,26,5,21,1,3,1,14,5,2
2786,2015,819,39,26,6,20,1,4,1,14,4,2
3770,2016,819,39,26,7,19,1,5,1,14,3,2
4754,2017,819,39,26,7,19,1,5,1,14,3,2
5738,2018,819,39,26,7,19,1,5,1,14,3,2
6722,2019,819,39,26,8,18,2,5,1,13,3,2
7706,2020,819,39,26,9,17,2,6,1,13,2,2
819,2013,820,9,8,1,7,0,1,0,4,2,1
1803,2014,820,9,8,1,7,0,1,0,4,2,1
2787,2015,820,9,8,1,7,0,1,0,4,2,1
3771,2016,820,9,8,1,7,0,1,0,4,2,1
4755,2017,820,9,8,1,7,0,1,0,4,2,1
5739,2018,820,9,8,2,6,1,1,0,3,2,1
6723,2019,820,9,8,2,6,1,1,0,3,2,1
7707,2020,820,9,8,2,6,1,1,0,3,2,1
820,2013,821,53,26,6,20,3,3,0,13,6,1
1804,2014,821,53,26,7,19,4,3,0,12,6,1
2788,2015,821,53,26,7,19,4,3,0,12,6,1
3772,2016,821,53,26,7,19,4,3,0,12,6,1
4756,2017,821,53,26,7,19,4,3,0,12,6,1
5740,2018,821,53,26,9,17,5,4,0,11,5,1
6724,2019,821,53,26,10,16,6,4,0,10,5,1
