,Year,Departement,Module_ID,Module,Chapter_ID,Chapter,Quiz_perChapter,Quizz_ID,Rank_onChapter,Quizz_Type,Slip,Guess,Success_Prct,Success_Attempts,Failure_Attempts,Number_Attempts,UniQ_Learner,Sucessful_Learners,Unsucessful_Learners,Avg_Attempts,Percent_Learners_Success,Predict_Difficulty,Correct_Difficulty,Score,Difficulty_String,Difficulty,Department
4304,2018,Sociologie,1,Les Differentes Approches de l'Economie,1,Comment l'Activite et la Science Economiques se detachent-elles de la Morale et de la Politique?,13,933,5,QCM,0.29,0.69,64.25,73,40,113,73,73,0,1.55,100.0,Moyen,Moyen,0,Meme Difficulté,Adapte,Sociology
5428,2019,Sociologie,1,Les Differentes Approches de l'Economie,1,Comment l'Activite et la Science Economiques se detachent-elles de la Morale et de la Politique?,13,933,5,QCM,0.46,0.52,64.25,66,36,102,94,66,28,1.09,70.21,Moyen,Moyen,0,Meme Difficulté,Adapte,Sociology
6552,2020,Sociologie,1,Les Differentes Approches de l'Economie,1,Comment l'Activite et la Science Economiques se detachent-elles de la Morale et de la Politique?,13,933,5,QCM,0.39,0.4,64.25,56,31,87,76,56,20,1.14,73.68,Moyen,Moyen,0,Meme Difficulté,Adapte,Sociology
933,2015,Sociologie,1,Les Differentes Approches de l'Economie,1,Comment l'Activite et la Science Economiques se detachent-elles de la Morale et de la Politique?,13,934,6,QROC,0.2,0.25,58.26,51,36,87,61,51,10,1.43,83.61,Moyen,Moyen,0,Meme Difficulté,Pas Adapte,Sociology
2057,2016,Sociologie,1,Les Differentes Approches de l'Economie,1,Comment l'Activite et la Science Economiques se detachent-elles de la Morale et de la Politique?,13,934,6,QROC,0.05,0.5,77.43,66,19,85,77,66,11,1.1,85.71,Facile,Facile,0,Meme Difficulté,Pas Adapte,Sociology
3181,2017,Sociologie,1,Les Differentes Approches de l'Economie,1,Comment l'Activite et la Science Economiques se detachent-elles de la Morale et de la Politique?,13,934,6,QROC,0.51,0.31,35.29,28,51,79,60,28,32,1.32,46.67,Difficile,Moyen,1,Plus Facile,Pas Adapte,Sociology
4305,2018,Sociologie,1,Les Differentes Approches de l'Economie,1,Comment l'Activite et la Science Economiques se detachent-elles de la Morale et de la Politique?,13,934,6,QROC,0.0,0.67,74.78,61,20,81,75,61,14,1.08,81.33,Moyen,Facile,1,Plus Facile,Adapte,Sociology
5429,2019,Sociologie,1,Les Differentes Approches de l'Economie,1,Comment l'Activite et la Science Economiques se detachent-elles de la Morale et de la Politique?,13,934,6,QROC,0.16,0.85,74.78,56,19,75,57,56,1,1.32,98.25,Facile,Facile,0,Meme Difficulté,Adapte,Sociology
6553,2020,Sociologie,1,Les Differentes Approches de l'Economie,1,Comment l'Activite et la Science Economiques se detachent-elles de la Morale et de la Politique?,13,934,6,QROC,0.14,0.45,74.78,63,21,84,73,63,10,1.15,86.3,Facile,Facile,0,Meme Difficulté,Adapte,Sociology
934,2015,Sociologie,1,Les Differentes Approches de l'Economie,1,Comment l'Activite et la Science Economiques se detachent-elles de la Morale et de la Politique?,13,935,7,QCU,0.31,0.64,52.45,16,14,30,18,16,2,1.67,88.89,Difficile,Moyen,1,Plus Facile,Pas Adapte,Sociology
2058,2016,Sociologie,1,Les Differentes Approches de l'Economie,1,Comment l'Activite et la Science Economiques se detachent-elles de la Morale et de la Politique?,13,935,7,QCU,0.04,0.78,88.83,28,4,32,29,28,1,1.1,96.55,Moyen,Facile,1,Plus Facile,Pas Adapte,Sociology
3182,2017,Sociologie,1,Les Differentes Approches de l'Economie,1,Comment l'Activite et la Science Economiques se detachent-elles de la Morale et de la Politique?,13,935,7,QCU,0.64,0.27,15.46,6,31,37,35,6,29,1.06,17.14,Difficile,Difficile,0,Meme Difficulté,Pas Adapte,Sociology
4306,2018,Sociologie,1,Les Differentes Approches de l'Economie,1,Comment l'Activite et la Science Economiques se detachent-elles de la Morale et de la Politique?,13,935,7,QCU,0.6,0.23,30.76,10,23,33,17,10,7,1.94,58.82,Facile,Difficile,-2,Beaucoup plus Difficile,Pas Adapte,Sociology
5430,2019,Sociologie,1,Les Differentes Approches de l'Economie,1,Comment l'Activite et la Science Economiques se detachent-elles de la Morale et de la Politique?,13,935,7,QCU,0.07,0.86,83.75,28,5,33,30,28,2,1.1,93.33,Facile,Facile,0,Meme Difficulté,Pas Adapte,Sociology
6554,2020,Sociologie,1,Les Differentes Approches de l'Economie,1,Comment l'Activite et la Science Economiques se detachent-elles de la Morale et de la Politique?,13,935,7,QCU,0.4,0.38,8.87,3,32,35,21,3,18,1.67,14.29,Moyen,Difficile,-1,Plus Difficile,Pas Adapte,Sociology
935,2015,Sociologie,1,Les Differentes Approches de l'Economie,1,Comment l'Activite et la Science Economiques se detachent-elles de la Morale et de la Politique?,13,936,8,QO,0.54,0.24,56.98,56,43,99,99,56,43,1.0,56.57,Difficile,Moyen,1,Plus Facile,Pas Adapte,Sociology
2059,2016,Sociologie,1,Les Differentes Approches de l'Economie,1,Comment l'Activite et la Science Economiques se detachent-elles de la Morale et de la Politique?,13,936,8,QO,0.85,0.03,25.49,24,72,96,83,24,59,1.16,28.92,Facile,Difficile,-2,Beaucoup plus Difficile,Pas Adapte,Sociology
3183,2017,Sociologie,1,Les Differentes Approches de l'Economie,1,Comment l'Activite et la Science Economiques se detachent-elles de la Morale et de la Politique?,13,936,8,QO,0.18,0.59,83.77,80,16,96,92,80,12,1.04,86.96,Facile,Facile,0,Meme Difficulté,Pas Adapte,Sociology
4307,2018,Sociologie,1,Les Differentes Approches de l'Economie,1,Comment l'Activite et la Science Economiques se detachent-elles de la Morale et de la Politique?,13,936,8,QO,0.83,0.13,0.72,1,107,108,68,1,67,1.59,1.47,Facile,Difficile,-2,Beaucoup plus Difficile,Pas Adapte,Sociology
5431,2019,Sociologie,1,Les Differentes Approches de l'Economie,1,Comment l'Activite et la Science Economiques se detachent-elles de la Morale et de la Politique?,13,936,8,QO,0.29,0.19,53.75,56,48,104,85,56,29,1.22,65.88,Difficile,Moyen,1,Plus Facile,Pas Adapte,Sociology
6555,2020,Sociologie,1,Les Differentes Approches de l'Economie,1,Comment l'Activite et la Science Economiques se detachent-elles de la Morale et de la Politique?,13,936,8,QO,0.51,0.29,37.75,41,67,108,62,41,21,1.74,66.13,Facile,Moyen,-1,Plus Difficile,Pas Adapte,Sociology
936,2015,Sociologie,1,Les Differentes Approches de l'Economie,1,Comment l'Activite et la Science Economiques se detachent-elles de la Morale et de la Politique?,13,937,9,QCM,0.61,0.18,16.37,15,77,92,79,15,64,1.16,18.99,Facile,Difficile,-2,Beaucoup plus Difficile,Pas Adapte,Sociology
2060,2016,Sociologie,1,Les Differentes Approches de l'Economie,1,Comment l'Activite et la Science Economiques se detachent-elles de la Morale et de la Politique?,13,937,9,QCM,0.09,0.82,82.88,81,17,98,97,81,16,1.01,83.51,Moyen,Facile,1,Plus Facile,Pas Adapte,Sociology
3184,2017,Sociologie,1,Les Differentes Approches de l'Economie,1,Comment l'Activite et la Science Economiques se detachent-elles de la Morale et de la Politique?,13,937,9,QCM,0.02,0.92,85.16,87,15,102,97,87,10,1.05,89.69,Facile,Facile,0,Meme Difficulté,Pas Adapte,Sociology
4308,2018,Sociologie,1,Les Differentes Approches de l'Economie,1,Comment l'Activite et la Science Economiques se detachent-elles de la Morale et de la Politique?,13,937,9,QCM,0.74,0.3,2.01,2,95,97,39,2,37,2.49,5.13,Facile,Difficile,-2,Beaucoup plus Difficile,Pas Adapte,Sociology
5432,2019,Sociologie,1,Les Differentes Approches de l'Economie,1,Comment l'Activite et la Science Economiques se detachent-elles de la Morale et de la Politique?,13,937,9,QCM,0.38,0.55,57.01,48,37,85,49,48,1,1.73,97.96,Facile,Moyen,-1,Plus Difficile,Pas Adapte,Sociology
6556,2020,Sociologie,1,Les Differentes Approches de l'Economie,1,Comment l'Activite et la Science Economiques se detachent-elles de la Morale et de la Politique?,13,937,9,QCM,0.69,0.16,32.29,28,58,86,36,28,8,2.39,77.78,Difficile,Difficile,0,Meme Difficulté,Pas Adapte,Sociology
937,2015,Sociologie,1,Les Differentes Approches de l'Economie,1,Comment l'Activite et la Science Economiques se detachent-elles de la Morale et de la Politique?,13,938,10,QCU,0.5,0.26,21.22,6,24,30,16,6,10,1.88,37.5,Difficile,Difficile,0,Meme Difficulté,Pas Adapte,Sociology
2061,2016,Sociologie,1,Les Differentes Approches de l'Economie,1,Comment l'Activite et la Science Economiques se detachent-elles de la Morale et de la Politique?,13,938,10,QCM,0.23,0.31,39.57,11,18,29,27,11,16,1.07,40.74,Moyen,Moyen,0,Meme Difficulté,Pas Adapte,Sociology
3185,2017,Sociologie,1,Les Differentes Approches de l'Economie,1,Comment l'Activite et la Science Economiques se detachent-elles de la Morale et de la Politique?,13,938,10,QCM,0.69,0.2,27.37,7,20,27,27,7,20,1.0,25.93,Facile,Difficile,-2,Beaucoup plus Difficile,Pas Adapte,Sociology
4309,2018,Sociologie,1,Les Differentes Approches de l'Economie,1,Comment l'Activite et la Science Economiques se detachent-elles de la Morale et de la Politique?,13,938,10,QCM,0.03,0.83,72.87,20,8,28,21,20,1,1.33,95.24,Facile,Facile,0,Meme Difficulté,Adapte,Sociology
5433,2019,Sociologie,1,Les Differentes Approches de l'Economie,1,Comment l'Activite et la Science Economiques se detachent-elles de la Morale et de la Politique?,13,938,10,QCU,0.13,0.9,72.87,21,8,29,26,21,5,1.12,80.77,Facile,Facile,0,Meme Difficulté,Adapte,Sociology
6557,2020,Sociologie,1,Les Differentes Approches de l'Economie,1,Comment l'Activite et la Science Economiques se detachent-elles de la Morale et de la Politique?,13,938,10,QCU,0.07,0.85,72.87,20,8,28,27,20,7,1.04,74.07,Facile,Facile,0,Meme Difficulté,Adapte,Sociology
938,2015,Sociologie,1,Les Differentes Approches de l'Economie,1,Comment l'Activite et la Science Economiques se detachent-elles de la Morale et de la Politique?,13,939,11,QCM,0.15,0.98,81.87,79,17,96,81,79,2,1.19,97.53,Moyen,Facile,1,Plus Facile,Pas Adapte,Sociology
2062,2016,Sociologie,1,Les Differentes Approches de l'Economie,1,Comment l'Activite et la Science Economiques se detachent-elles de la Morale et de la Politique?,13,939,11,QCM,0.62,0.25,34.35,32,61,93,35,32,3,2.66,91.43,Moyen,Difficile,-1,Plus Difficile,Pas Adapte,Sociology
3186,2017,Sociologie,1,Les Differentes Approches de l'Economie,1,Comment l'Activite et la Science Economiques se detachent-elles de la Morale et de la Politique?,13,939,11,QCM,0.24,0.53,53.84,45,39,84,55,45,10,1.53,81.82,Difficile,Moyen,1,Plus Facile,Pas Adapte,Sociology
4310,2018,Sociologie,1,Les Differentes Approches de l'Economie,1,Comment l'Activite et la Science Economiques se detachent-elles de la Morale et de la Politique?,13,939,11,QCM,0.67,0.15,8.57,8,81,89,61,8,53,1.46,13.11,Difficile,Difficile,0,Meme Difficulté,Pas Adapte,Sociology
5434,2019,Sociologie,1,Les Differentes Approches de l'Economie,1,Comment l'Activite et la Science Economiques se detachent-elles de la Morale et de la Politique?,13,939,11,QCM,0.03,0.99,93.82,80,5,85,80,80,0,1.06,100.0,Moyen,Facile,1,Plus Facile,Pas Adapte,Sociology
6558,2020,Sociologie,1,Les Differentes Approches de l'Economie,1,Comment l'Activite et la Science Economiques se detachent-elles de la Morale et de la Politique?,13,939,11,QCM,0.74,0.2,21.74,18,66,84,45,18,27,1.87,40.0,Facile,Difficile,-2,Beaucoup plus Difficile,Pas Adapte,Sociology
939,2015,Sociologie,1,Les Differentes Approches de l'Economie,1,Comment l'Activite et la Science Economiques se detachent-elles de la Morale et de la Politique?,13,940,12,QCM,0.1,0.8,87.5,61,9,70,68,61,7,1.03,89.71,Difficile,Facile,2,Beaucoup plus Facile,Pas Adapte,Sociology
2063,2016,Sociologie,1,Les Differentes Approches de l'Economie,1,Comment l'Activite et la Science Economiques se detachent-elles de la Morale et de la Politique?,13,940,12,QCM,0.62,0.19,11.63,9,70,79,73,9,64,1.08,12.33,Difficile,Difficile,0,Meme Difficulté,Pas Adapte,Sociology
3187,2017,Sociologie,1,Les Differentes Approches de l'Economie,1,Comment l'Activite et la Science Economiques se detachent-elles de la Morale et de la Politique?,13,940,12,QCM,0.08,0.8,88.24,75,10,85,78,75,3,1.09,96.15,Difficile,Facile,2,Beaucoup plus Facile,Pas Adapte,Sociology
4311,2018,Sociologie,1,Les Differentes Approches de l'Economie,1,Comment l'Activite et la Science Economiques se detachent-elles de la Morale et de la Politique?,13,940,12,QCM,0.11,0.93,74.71,69,24,93,75,69,6,1.24,92.0,Difficile,Facile,2,Beaucoup plus Facile,Adapte,Sociology
5435,2019,Sociologie,1,Les Differentes Approches de l'Economie,1,Comment l'Activite et la Science Economiques se detachent-elles de la Morale et de la Politique?,13,940,12,QCM,0.19,0.98,74.71,78,27,105,79,78,1,1.33,98.73,Facile,Facile,0,Meme Difficulté,Adapte,Sociology
6559,2020,Sociologie,1,Les Differentes Approches de l'Economie,1,Comment l'Activite et la Science Economiques se detachent-elles de la Morale et de la Politique?,13,940,12,QCM,0.19,0.92,74.71,66,23,89,69,66,3,1.29,95.65,Facile,Facile,0,Meme Difficulté,Adapte,Sociology
940,2015,Sociologie,1,Les Differentes Approches de l'Economie,1,Comment l'Activite et la Science Economiques se detachent-elles de la Morale et de la Politique?,13,941,13,QCM,0.65,0.23,31.03,6,14,20,13,6,7,1.54,46.15,Facile,Difficile,-2,Beaucoup plus Difficile,Pas Adapte,Sociology
2064,2016,Sociologie,1,Les Differentes Approches de l'Economie,1,Comment l'Activite et la Science Economiques se detachent-elles de la Morale et de la Politique?,13,941,13,QCM,0.22,0.49,48.85,9,10,19,15,9,6,1.27,60.0,Moyen,Moyen,0,Meme Difficulté,Pas Adapte,Sociology
3188,2017,Sociologie,1,Les Differentes Approches de l'Economie,1,Comment l'Activite et la Science Economiques se detachent-elles de la Morale et de la Politique?,13,941,13,QROC,0.78,0.11,4.96,1,16,17,13,1,12,1.31,7.69,Moyen,Difficile,-1,Plus Difficile,Pas Adapte,Sociology
4312,2018,Sociologie,1,Les Differentes Approches de l'Economie,1,Comment l'Activite et la Science Economiques se detachent-elles de la Morale et de la Politique?,13,941,13,QO,0.76,0.06,30.69,6,14,20,13,6,7,1.54,46.15,Difficile,Difficile,0,Meme Difficulté,Pas Adapte,Sociology
5436,2019,Sociologie,1,Les Differentes Approches de l'Economie,1,Comment l'Activite et la Science Economiques se detachent-elles de la Morale et de la Politique?,13,941,13,QO,0.4,0.2,61.85,12,8,20,13,12,1,1.54,92.31,Difficile,Moyen,1,Plus Facile,Adapte,Sociology
6560,2020,Sociologie,1,Les Differentes Approches de l'Economie,1,Comment l'Activite et la Science Economiques se detachent-elles de la Morale et de la Politique?,13,941,13,QO,0.6,0.21,61.85,11,6,17,15,11,4,1.13,73.33,Moyen,Moyen,0,Meme Difficulté,Adapte,Sociology
941,2015,Sociologie,1,Les Differentes Approches de l'Economie,2,Les Auteurs Classiques,7,942,1,QROC,0.48,0.38,61.06,31,20,51,48,31,17,1.06,64.58,Moyen,Moyen,0,Meme Difficulté,Adapte,Sociology
2065,2016,Sociologie,1,Les Differentes Approches de l'Economie,2,Les Auteurs Classiques,7,942,1,QROC,0.46,0.33,61.06,30,19,49,33,30,3,1.48,90.91,Moyen,Moyen,0,Meme Difficulté,Adapte,Sociology
3189,2017,Sociologie,1,Les Differentes Approches de l'Economie,2,Les Auteurs Classiques,7,942,1,QROC,0.34,0.28,61.06,27,18,45,36,27,9,1.25,75.0,Moyen,Moyen,0,Meme Difficulté,Adapte,Sociology
4313,2018,Sociologie,1,Les Differentes Approches de l'Economie,2,Les Auteurs Classiques,7,942,1,QROC,0.26,0.28,61.06,27,17,44,42,27,15,1.05,64.29,Moyen,Moyen,0,Meme Difficulté,Adapte,Sociology
5437,2019,Sociologie,1,Les Differentes Approches de l'Economie,2,Les Auteurs Classiques,7,942,1,QROC,0.49,0.31,61.06,25,16,41,38,25,13,1.08,65.79,Moyen,Moyen,0,Meme Difficulté,Adapte,Sociology
6561,2020,Sociologie,1,Les Differentes Approches de l'Economie,2,Les Auteurs Classiques,7,942,1,QROC,0.3,0.26,61.06,26,17,43,27,26,1,1.59,96.3,Moyen,Moyen,0,Meme Difficulté,Adapte,Sociology
942,2015,Sociologie,1,Les Differentes Approches de l'Economie,2,Les Auteurs Classiques,7,943,2,QCU,0.13,0.81,65.2,33,18,51,41,33,8,1.24,80.49,Difficile,Facile,2,Beaucoup plus Facile,Adapte,Sociology
2066,2016,Sociologie,1,Les Differentes Approches de l'Economie,2,Les Auteurs Classiques,7,943,2,QCU,0.16,0.95,65.2,33,18,51,45,33,12,1.13,73.33,Facile,Facile,0,Meme Difficulté,Adapte,Sociology
3190,2017,Sociologie,1,Les Differentes Approches de l'Economie,2,Les Auteurs Classiques,7,943,2,QCU,0.17,0.9,65.2,33,18,51,38,33,5,1.34,86.84,Facile,Facile,0,Meme Difficulté,Adapte,Sociology
4314,2018,Sociologie,1,Les Differentes Approches de l'Economie,2,Les Auteurs Classiques,7,943,2,QCU,0.18,0.87,65.2,32,17,49,33,32,1,1.48,96.97,Facile,Facile,0,Meme Difficulté,Adapte,Sociology
5438,2019,Sociologie,1,Les Differentes Approches de l'Economie,2,Les Auteurs Classiques,7,943,2,QCU,0.19,0.82,65.2,34,18,52,42,34,8,1.24,80.95,Facile,Facile,0,Meme Difficulté,Adapte,Sociology
6562,2020,Sociologie,1,Les Differentes Approches de l'Economie,2,Les Auteurs Classiques,7,943,2,QCU,0.12,0.77,65.2,34,18,52,49,34,15,1.06,69.39,Facile,Facile,0,Meme Difficulté,Adapte,Sociology
943,2015,Sociologie,1,Les Differentes Approches de l'Economie,2,Les Auteurs Classiques,7,944,3,QCU,0.14,0.79,80.0,58,14,72,62,58,4,1.16,93.55,Moyen,Facile,1,Plus Facile,Pas Adapte,Sociology
2067,2016,Sociologie,1,Les Differentes Approches de l'Economie,2,Les Auteurs Classiques,7,944,3,QCU,0.21,0.41,35.7,23,41,64,38,23,15,1.68,60.53,Difficile,Moyen,1,Plus Facile,Pas Adapte,Sociology
3191,2017,Sociologie,1,Les Differentes Approches de l'Economie,2,Les Auteurs Classiques,7,944,3,QCU,0.32,0.48,50.28,32,31,63,47,32,15,1.34,68.09,Facile,Moyen,-1,Plus Difficile,Pas Adapte,Sociology
4315,2018,Sociologie,1,Les Differentes Approches de l'Economie,2,Les Auteurs Classiques,7,944,3,QROC,0.63,0.12,27.74,20,52,72,50,20,30,1.44,40.0,Difficile,Difficile,0,Meme Difficulté,Pas Adapte,Sociology
5439,2019,Sociologie,1,Les Differentes Approches de l'Economie,2,Les Auteurs Classiques,7,944,3,QROC,0.69,0.14,28.02,22,57,79,54,22,32,1.46,40.74,Difficile,Difficile,0,Meme Difficulté,Pas Adapte,Sociology
6563,2020,Sociologie,1,Les Differentes Approches de l'Economie,2,Les Auteurs Classiques,7,944,3,QROC,0.1,0.64,84.65,66,12,78,76,66,10,1.03,86.84,Facile,Facile,0,Meme Difficulté,Pas Adapte,Sociology
944,2015,Sociologie,1,Les Differentes Approches de l'Economie,2,Les Auteurs Classiques,7,945,4,QCU,0.66,0.21,13.26,1,4,5,3,1,2,1.67,33.33,Moyen,Difficile,-1,Plus Difficile,Pas Adapte,Sociology
2068,2016,Sociologie,1,Les Differentes Approches de l'Economie,2,Les Auteurs Classiques,7,945,4,QCU,0.4,0.27,19.33,1,5,6,5,1,4,1.2,20.0,Difficile,Difficile,0,Meme Difficulté,Pas Adapte,Sociology
3192,2017,Sociologie,1,Les Differentes Approches de l'Economie,2,Les Auteurs Classiques,7,945,4,QCU,0.32,0.62,55.35,3,3,6,3,3,0,2.0,100.0,Moyen,Moyen,0,Meme Difficulté,Pas Adapte,Sociology
4316,2018,Sociologie,1,Les Differentes Approches de l'Economie,2,Les Auteurs Classiques,7,945,4,QROC,0.65,0.03,27.61,2,5,7,3,2,1,2.33,66.67,Difficile,Difficile,0,Meme Difficulté,Pas Adapte,Sociology
5440,2019,Sociologie,1,Les Differentes Approches de l'Economie,2,Les Auteurs Classiques,7,945,4,QROC,0.26,0.39,36.68,3,5,8,6,3,3,1.33,50.0,Difficile,Moyen,1,Plus Facile,Pas Adapte,Sociology
6564,2020,Sociologie,1,Les Differentes Approches de l'Economie,2,Les Auteurs Classiques,7,945,4,QROC,0.35,0.29,57.63,5,4,9,9,5,4,1.0,55.56,Facile,Moyen,-1,Plus Difficile,Pas Adapte,Sociology
945,2015,Sociologie,1,Les Differentes Approches de l'Economie,2,Les Auteurs Classiques,7,946,5,QCU,0.29,0.57,58.47,46,33,79,50,46,4,1.58,92.0,Difficile,Moyen,1,Plus Facile,Pas Adapte,Sociology
2069,2016,Sociologie,1,Les Differentes Approches de l'Economie,2,Les Auteurs Classiques,7,946,5,QCU,0.6,0.38,5.65,5,79,84,40,5,35,2.1,12.5,Moyen,Difficile,-1,Plus Difficile,Pas Adapte,Sociology
3193,2017,Sociologie,1,Les Differentes Approches de l'Economie,2,Les Auteurs Classiques,7,946,5,QCU,0.11,0.9,99.35,88,1,89,89,88,1,1.0,98.88,Moyen,Facile,1,Plus Facile,Pas Adapte,Sociology
4317,2018,Sociologie,1,Les Differentes Approches de l'Economie,2,Les Auteurs Classiques,7,946,5,QCU,0.32,0.74,59.6,54,36,90,57,54,3,1.58,94.74,Moyen,Moyen,0,Meme Difficulté,Pas Adapte,Sociology
5441,2019,Sociologie,1,Les Differentes Approches de l'Economie,2,Les Auteurs Classiques,7,946,5,QCU,0.07,0.81,91.45,86,8,94,88,86,2,1.07,97.73,Facile,Facile,0,Meme Difficulté,Pas Adapte,Sociology
6565,2020,Sociologie,1,Les Differentes Approches de l'Economie,2,Les Auteurs Classiques,7,946,5,QCU,0.52,0.29,5.68,6,102,108,66,6,60,1.64,9.09,Difficile,Difficile,0,Meme Difficulté,Pas Adapte,Sociology
946,2015,Sociologie,1,Les Differentes Approches de l'Economie,2,Les Auteurs Classiques,7,947,6,QCU,0.27,0.68,43.94,6,7,13,7,6,1,1.86,85.71,Difficile,Moyen,1,Plus Facile,Pas Adapte,Sociology
2070,2016,Sociologie,1,Les Differentes Approches de l'Economie,2,Les Auteurs Classiques,7,947,6,QCU,0.19,0.78,98.92,12,0,12,12,12,0,1.0,100.0,Difficile,Facile,2,Beaucoup plus Facile,Pas Adapte,Sociology
3194,2017,Sociologie,1,Les Differentes Approches de l'Economie,2,Les Auteurs Classiques,7,947,6,QCU,0.36,0.52,45.34,5,7,12,6,5,1,2.0,83.33,Difficile,Moyen,1,Plus Facile,Pas Adapte,Sociology
4318,2018,Sociologie,1,Les Differentes Approches de l'Economie,2,Les Auteurs Classiques,7,947,6,QCU,0.28,0.47,51.69,6,6,12,7,6,1,1.71,85.71,Moyen,Moyen,0,Meme Difficulté,Pas Adapte,Sociology
5442,2019,Sociologie,1,Les Differentes Approches de l'Economie,2,Les Auteurs Classiques,7,947,6,QCU,0.25,0.66,38.56,5,9,14,6,5,1,2.33,83.33,Difficile,Moyen,1,Plus Facile,Pas Adapte,Sociology
6566,2020,Sociologie,1,Les Differentes Approches de l'Economie,2,Les Auteurs Classiques,7,947,6,QCU,0.46,0.38,22.69,3,9,12,10,3,7,1.2,30.0,Difficile,Difficile,0,Meme Difficulté,Pas Adapte,Sociology
947,2015,Sociologie,1,Les Differentes Approches de l'Economie,2,Les Auteurs Classiques,7,948,7,QCM,0.13,0.98,93.05,89,7,96,96,89,7,1.0,92.71,Difficile,Facile,2,Beaucoup plus Facile,Pas Adapte,Sociology
2071,2016,Sociologie,1,Les Differentes Approches de l'Economie,2,Les Auteurs Classiques,7,948,7,QCM,0.39,0.61,43.73,43,56,99,54,43,11,1.83,79.63,Moyen,Moyen,0,Meme Difficulté,Pas Adapte,Sociology
3195,2017,Sociologie,1,Les Differentes Approches de l'Economie,2,Les Auteurs Classiques,7,948,7,QCM,0.07,0.96,92.85,82,6,88,87,82,5,1.01,94.25,Moyen,Facile,1,Plus Facile,Pas Adapte,Sociology
4319,2018,Sociologie,1,Les Differentes Approches de l'Economie,2,Les Auteurs Classiques,7,948,7,QCM,0.08,0.97,70.84,63,26,89,81,63,18,1.1,77.78,Difficile,Facile,2,Beaucoup plus Facile,Adapte,Sociology
5443,2019,Sociologie,1,Les Differentes Approches de l'Economie,2,Les Auteurs Classiques,7,948,7,QCM,0.18,0.83,70.84,57,23,80,69,57,12,1.16,82.61,Facile,Facile,0,Meme Difficulté,Adapte,Sociology
6567,2020,Sociologie,1,Les Differentes Approches de l'Economie,2,Les Auteurs Classiques,7,948,7,QCM,0.05,0.96,70.84,65,27,92,72,65,7,1.28,90.28,Facile,Facile,0,Meme Difficulté,Adapte,Sociology
948,2015,Sociologie,1,Les Differentes Approches de l'Economie,3,Les Auteurs Neoclassiques,10,949,1,QCU,0.2,0.77,82.12,70,15,85,72,70,2,1.18,97.22,Facile,Facile,0,Meme Difficulté,Pas Adapte,Sociology
2072,2016,Sociologie,1,Les Differentes Approches de l'Economie,3,Les Auteurs Neoclassiques,10,949,1,QCU,0.56,0.23,1.34,1,76,77,49,1,48,1.57,2.04,Facile,Difficile,-2,Beaucoup plus Difficile,Pas Adapte,Sociology
3196,2017,Sociologie,1,Les Differentes Approches de l'Economie,3,Les Auteurs Neoclassiques,10,949,1,QCU,0.7,0.23,30.07,23,54,77,52,23,29,1.48,44.23,Difficile,Difficile,0,Meme Difficulté,Pas Adapte,Sociology
4320,2018,Sociologie,1,Les Differentes Approches de l'Economie,3,Les Auteurs Neoclassiques,10,949,1,QCM,0.03,0.96,81.16,71,17,88,77,71,6,1.14,92.21,Difficile,Facile,2,Beaucoup plus Facile,Pas Adapte,Sociology
5444,2019,Sociologie,1,Les Differentes Approches de l'Economie,3,Les Auteurs Neoclassiques,10,949,1,QCU,0.14,0.98,79.36,62,16,78,76,62,14,1.03,81.58,Facile,Facile,0,Meme Difficulté,Pas Adapte,Sociology
6568,2020,Sociologie,1,Les Differentes Approches de l'Economie,3,Les Auteurs Neoclassiques,10,949,1,QCU,0.31,0.7,55.1,47,38,85,63,47,16,1.35,74.6,Difficile,Moyen,1,Plus Facile,Pas Adapte,Sociology
949,2015,Sociologie,1,Les Differentes Approches de l'Economie,3,Les Auteurs Neoclassiques,10,950,2,QCM,0.12,0.73,94.63,95,5,100,96,95,1,1.04,98.96,Facile,Facile,0,Meme Difficulté,Pas Adapte,Sociology
2073,2016,Sociologie,1,Les Differentes Approches de l'Economie,3,Les Auteurs Neoclassiques,10,950,2,QCM,0.27,0.62,42.12,48,66,114,109,48,61,1.05,44.04,Difficile,Moyen,1,Plus Facile,Pas Adapte,Sociology
3197,2017,Sociologie,1,Les Differentes Approches de l'Economie,3,Les Auteurs Neoclassiques,10,950,2,QCM,0.52,0.29,12.0,13,98,111,101,13,88,1.1,12.87,Moyen,Difficile,-1,Plus Difficile,Pas Adapte,Sociology
4321,2018,Sociologie,1,Les Differentes Approches de l'Economie,3,Les Auteurs Neoclassiques,10,950,2,QO,0.94,0.09,8.12,8,91,99,69,8,61,1.43,11.59,Difficile,Difficile,0,Meme Difficulté,Pas Adapte,Sociology
5445,2019,Sociologie,1,Les Differentes Approches de l'Economie,3,Les Auteurs Neoclassiques,10,950,2,QO,0.94,0.1,16.41,14,73,87,62,14,48,1.4,22.58,Facile,Difficile,-2,Beaucoup plus Difficile,Pas Adapte,Sociology
6569,2020,Sociologie,1,Les Differentes Approches de l'Economie,3,Les Auteurs Neoclassiques,10,950,2,QO,0.14,0.38,79.36,74,19,93,86,74,12,1.08,86.05,Facile,Facile,0,Meme Difficulté,Pas Adapte,Sociology
