,Quizz_ID,Year,Departement,Chapter_ID,Rank_onChapter,Quizz_Type,Number_Attempts,UniQ_Learner,Sucessful_Learners,Unsucessful_Learners,Avg_Attempts,Percent_Learners_Success,Success_Attempts,Failure_Attempts,TruePrct_Succes,Predict_Difficulty,Correct_Difficulty,Prediction/Correct Difficulty
3240,751,2018,Mathématique,6,3,QROC,50,26,24,2,1.92,92.31,24,26,48.97,Difficile,Difficile,Difficile / Difficile
4070,751,2019,Mathématique,6,3,QROC,48,45,27,18,1.07,60.0,27,21,55.56,Difficile,Difficile,Difficile / Difficile
4900,751,2020,Mathématique,6,3,QROC,40,21,18,3,1.9,85.71,18,22,45.43,Difficile,Difficile,Difficile / Difficile
751,752,2015,Mathématique,6,4,QCU,79,73,66,7,1.08,90.41,66,13,83.03,Facile,Facile,Facile / Facile
1581,752,2016,Mathématique,6,4,QCU,86,75,47,28,1.15,62.67,47,39,55.16,Difficile,Difficile,Difficile / Difficile
2411,752,2017,Mathématique,6,4,QCU,80,79,79,0,1.01,100.0,79,1,98.24,Difficile,Trop Facile,Difficile / Trop Facile
3241,752,2018,Mathématique,6,4,QCU,83,41,30,11,2.02,73.17,30,53,36.17,Difficile,Difficile,Difficile / Difficile
4071,752,2019,Mathématique,6,4,QCU,99,41,26,15,2.41,63.41,26,73,26.76,Difficile,Difficile,Difficile / Difficile
4901,752,2020,Mathématique,6,4,QCU,108,91,62,29,1.19,68.13,62,46,57.09,Difficile,Difficile,Difficile / Difficile
752,753,2015,Mathématique,6,5,QCU,5,5,5,0,1.0,100.0,5,0,91.32,Trop Difficile,Trop Facile,Trop Difficile / Trop Facile
1582,753,2016,Mathématique,6,5,QCU,6,5,3,2,1.2,60.0,3,3,57.24,Difficile,Difficile,Difficile / Difficile
2412,753,2017,Mathématique,6,5,QCU,7,4,2,2,1.75,50.0,2,5,32.26,Difficile,Difficile,Difficile / Difficile
3242,753,2018,Mathématique,6,5,QCU,8,7,4,3,1.14,57.14,4,4,50.23,Difficile,Difficile,Difficile / Difficile
4072,753,2019,Mathématique,6,5,QCU,9,4,3,1,2.25,75.0,3,6,34.96,Difficile,Difficile,Difficile / Difficile
4902,753,2020,Mathématique,6,5,QCU,11,7,5,2,1.57,71.43,5,6,41.99,Difficile,Difficile,Difficile / Difficile
753,754,2015,Mathématique,6,6,QCU,66,64,60,4,1.03,93.75,60,6,91.34,Trop Facile,Trop Facile,Trop Facile / Trop Facile
1583,754,2016,Mathématique,6,6,QCU,54,28,20,8,1.93,71.43,20,34,37.6,Difficile,Difficile,Difficile / Difficile
2413,754,2017,Mathématique,6,6,QCU,59,40,15,25,1.48,37.5,15,44,26.14,Difficile,Difficile,Difficile / Difficile
3243,754,2018,Mathématique,6,6,QCU,68,59,33,26,1.15,55.93,33,35,47.94,Difficile,Difficile,Difficile / Difficile
4073,754,2019,Mathématique,6,6,QCU,66,24,20,4,2.75,83.33,20,46,30.19,Difficile,Difficile,Difficile / Difficile
4903,754,2020,Mathématique,6,6,QCU,64,44,32,12,1.45,72.73,32,32,49.94,Difficile,Difficile,Difficile / Difficile
754,755,2015,Mathématique,6,7,QCM,81,42,25,17,1.93,59.52,25,56,31.4,Facile,Difficile,Facile / Difficile
1584,755,2016,Mathématique,6,7,QCM,93,90,87,3,1.03,96.67,87,6,93.75,Difficile,Trop Facile,Difficile / Trop Facile
2414,755,2017,Mathématique,6,7,QCM,107,94,7,87,1.14,7.45,7,100,6.19,Difficile,Trop Difficile,Difficile / Trop Difficile
3244,755,2018,Mathématique,6,7,QCM,126,116,105,11,1.09,90.52,105,21,83.63,Difficile,Facile,Difficile / Facile
4074,755,2019,Mathématique,6,7,QCM,134,126,71,55,1.06,56.35,71,63,52.82,Difficile,Difficile,Difficile / Difficile
4904,755,2020,Mathématique,6,7,QCM,128,55,40,15,2.33,72.73,40,88,31.54,Difficile,Difficile,Difficile / Difficile
755,756,2015,Mathématique,6,8,QCU,49,34,30,4,1.44,88.24,30,19,60.72,Difficile,Adapte,Difficile / Adapte
1585,756,2016,Mathématique,6,8,QCU,54,45,38,7,1.2,84.44,38,16,70.94,Adapte,Adapte,Adapte / Adapte
2415,756,2017,Mathématique,6,8,QCU,48,34,31,3,1.41,91.18,31,17,63.9,Adapte,Adapte,Adapte / Adapte
3245,756,2018,Mathématique,6,8,QCU,40,32,26,6,1.25,81.25,26,14,64.38,Adapte,Adapte,Adapte / Adapte
4075,756,2019,Mathématique,6,8,QCU,39,35,25,10,1.11,71.43,25,14,63.33,Adapte,Adapte,Adapte / Adapte
4905,756,2020,Mathématique,6,8,QCU,35,28,26,2,1.25,92.86,26,9,74.1,Adapte,Adapte,Adapte / Adapte
756,757,2015,Mathématique,7,1,QCU,95,92,75,17,1.03,81.52,75,20,79.38,Facile,Facile,Facile / Facile
1586,757,2016,Mathématique,7,1,QCU,98,92,53,39,1.07,57.61,53,45,54.07,Difficile,Difficile,Difficile / Difficile
2416,757,2017,Mathématique,7,1,QCU,78,57,25,32,1.37,43.86,25,53,32.11,Difficile,Difficile,Difficile / Difficile
3246,757,2018,Mathématique,7,1,QCU,63,42,37,5,1.5,88.1,37,26,58.65,Difficile,Difficile,Difficile / Difficile
4076,757,2019,Mathématique,7,1,QCU,62,38,27,11,1.63,71.05,27,35,43.69,Difficile,Difficile,Difficile / Difficile
4906,757,2020,Mathématique,7,1,QCU,69,54,20,34,1.28,37.04,20,49,28.71,Difficile,Difficile,Difficile / Difficile
757,758,2015,Mathématique,7,2,QCM,77,65,49,16,1.18,75.38,49,28,63.05,Adapte,Adapte,Adapte / Adapte
1587,758,2016,Mathématique,7,2,QCM,80,70,60,10,1.14,85.71,60,20,74.44,Adapte,Adapte,Adapte / Adapte
2417,758,2017,Mathématique,7,2,QCM,80,79,49,30,1.01,62.03,49,31,61.54,Adapte,Adapte,Adapte / Adapte
3247,758,2018,Mathématique,7,2,QCM,65,63,47,16,1.03,74.6,47,18,72.75,Adapte,Adapte,Adapte / Adapte
4077,758,2019,Mathématique,7,2,QCM,53,40,36,4,1.32,90.0,36,17,67.72,Adapte,Adapte,Adapte / Adapte
4907,758,2020,Mathématique,7,2,QCM,60,47,42,5,1.28,89.36,42,18,69.54,Adapte,Adapte,Adapte / Adapte
758,759,2015,Mathématique,7,3,QCU,36,30,14,16,1.2,46.67,14,22,40.07,Trop Difficile,Difficile,Trop Difficile / Difficile
1588,759,2016,Mathématique,7,3,QCU,32,19,13,6,1.68,68.42,13,19,39.65,Difficile,Difficile,Difficile / Difficile
2418,759,2017,Mathématique,7,3,QCU,31,23,16,7,1.35,69.57,16,15,51.23,Difficile,Difficile,Difficile / Difficile
3248,759,2018,Mathématique,7,3,QCU,29,18,16,2,1.61,88.89,16,13,55.97,Difficile,Difficile,Difficile / Difficile
4078,759,2019,Mathématique,7,3,QCU,31,12,11,1,2.58,91.67,11,20,36.12,Difficile,Difficile,Difficile / Difficile
4908,759,2020,Mathématique,7,3,QCU,36,13,11,2,2.77,84.62,11,25,31.76,Difficile,Difficile,Difficile / Difficile
759,760,2015,Mathématique,7,4,QCM,67,38,27,11,1.76,71.05,27,40,40.58,Difficile,Difficile,Difficile / Difficile
1589,760,2016,Mathématique,7,4,QCM,58,57,26,31,1.02,45.61,26,32,44.71,Difficile,Difficile,Difficile / Difficile
2419,760,2017,Mathématique,7,4,QCM,46,21,4,17,2.19,19.05,4,42,8.39,Difficile,Trop Difficile,Difficile / Trop Difficile
3249,760,2018,Mathématique,7,4,QCM,41,15,11,4,2.73,73.33,11,30,25.92,Difficile,Difficile,Difficile / Difficile
4079,760,2019,Mathématique,7,4,QCM,39,35,4,31,1.11,11.43,4,35,10.39,Difficile,Trop Difficile,Difficile / Trop Difficile
4909,760,2020,Mathématique,7,4,QCM,43,28,25,3,1.54,89.29,25,18,58.61,Difficile,Difficile,Difficile / Difficile
760,761,2015,Mathématique,7,5,QCU,30,30,9,21,1.0,30.0,9,21,29.69,Trop Difficile,Difficile,Trop Difficile / Difficile
1590,761,2016,Mathématique,7,5,QCU,35,33,32,1,1.06,96.97,32,3,90.13,Difficile,Trop Facile,Difficile / Trop Facile
2420,761,2017,Mathématique,7,5,QCU,39,31,15,16,1.26,48.39,15,24,37.53,Difficile,Difficile,Difficile / Difficile
3250,761,2018,Mathématique,7,5,QCU,44,23,18,5,1.91,78.26,18,26,41.95,Difficile,Difficile,Difficile / Difficile
4080,761,2019,Mathématique,7,5,QCU,48,16,12,4,3.0,75.0,12,36,25.64,Difficile,Difficile,Difficile / Difficile
4910,761,2020,Mathématique,7,5,QCU,48,43,27,16,1.12,62.79,27,21,56.57,Difficile,Difficile,Difficile / Difficile
761,762,2015,Mathématique,7,6,QCM,14,13,4,9,1.08,30.77,4,10,26.95,Difficile,Difficile,Difficile / Difficile
1591,762,2016,Mathématique,7,6,QCM,14,13,3,10,1.08,23.08,3,11,22.37,Difficile,Trop Difficile,Difficile / Trop Difficile
2421,762,2017,Mathématique,7,6,QCM,14,13,5,8,1.08,38.46,5,9,34.0,Difficile,Difficile,Difficile / Difficile
3251,762,2018,Mathématique,7,6,QCM,16,13,9,4,1.23,69.23,9,7,58.38,Difficile,Difficile,Difficile / Difficile
4081,762,2019,Mathématique,7,6,QCM,19,17,13,4,1.12,76.47,13,6,66.58,Difficile,Adapte,Difficile / Adapte
4911,762,2020,Mathématique,7,6,QCM,16,12,12,0,1.33,100.0,12,4,72.15,Adapte,Adapte,Adapte / Adapte
762,763,2015,Mathématique,8,1,QCU,83,37,6,31,2.24,16.22,6,77,6.84,Adapte,Trop Difficile,Adapte / Trop Difficile
1592,763,2016,Mathématique,8,1,QCU,66,55,31,24,1.2,56.36,31,35,46.36,Difficile,Difficile,Difficile / Difficile
2422,763,2017,Mathématique,8,1,QCU,69,58,28,30,1.19,48.28,28,41,40.26,Difficile,Difficile,Difficile / Difficile
3252,763,2018,Mathématique,8,1,QCU,62,30,16,14,2.07,53.33,16,46,26.54,Difficile,Difficile,Difficile / Difficile
4082,763,2019,Mathématique,8,1,QCU,72,68,18,50,1.06,26.47,18,54,25.15,Difficile,Difficile,Difficile / Difficile
4912,763,2020,Mathématique,8,1,QCU,62,39,31,8,1.59,79.49,31,31,50.09,Difficile,Difficile,Difficile / Difficile
763,764,2015,Mathématique,8,2,QROC,69,59,54,5,1.17,91.53,54,15,77.67,Facile,Facile,Facile / Facile
1593,764,2016,Mathématique,8,2,QROC,81,74,13,61,1.09,17.57,13,68,16.59,Difficile,Trop Difficile,Difficile / Trop Difficile
2423,764,2017,Mathématique,8,2,QROC,78,36,28,8,2.17,77.78,28,50,35.78,Difficile,Difficile,Difficile / Difficile
3253,764,2018,Mathématique,8,2,QROC,94,87,84,3,1.08,96.55,84,10,89.88,Difficile,Trop Facile,Difficile / Trop Facile
4083,764,2019,Mathématique,8,2,QROC,111,52,42,10,2.13,80.77,42,69,37.82,Difficile,Difficile,Difficile / Difficile
4913,764,2020,Mathématique,8,2,QROC,97,50,28,22,1.94,56.0,28,69,29.35,Difficile,Difficile,Difficile / Difficile
764,765,2015,Mathématique,8,3,QCU,61,61,49,12,1.0,80.33,49,12,79.76,Trop Difficile,Facile,Trop Difficile / Facile
1594,765,2016,Mathématique,8,3,QCU,50,28,17,11,1.79,60.71,17,33,33.02,Difficile,Difficile,Difficile / Difficile
2424,765,2017,Mathématique,8,3,QCU,41,37,9,28,1.11,24.32,9,32,22.21,Difficile,Trop Difficile,Difficile / Trop Difficile
3254,765,2018,Mathématique,8,3,QCU,38,36,34,2,1.06,94.44,34,4,89.55,Difficile,Trop Facile,Difficile / Trop Facile
4084,765,2019,Mathématique,8,3,QCU,38,27,14,13,1.41,51.85,14,24,37.8,Difficile,Difficile,Difficile / Difficile
4914,765,2020,Mathématique,8,3,QCU,45,16,13,3,2.81,81.25,13,32,27.8,Difficile,Difficile,Difficile / Difficile
765,766,2015,Mathématique,8,4,QCM,57,55,36,19,1.04,65.45,36,21,63.25,Adapte,Adapte,Adapte / Adapte
1595,766,2016,Mathématique,8,4,QCM,60,56,36,20,1.07,64.29,36,24,60.68,Adapte,Adapte,Adapte / Adapte
2425,766,2017,Mathématique,8,4,QCM,67,51,49,2,1.31,96.08,49,18,72.47,Adapte,Adapte,Adapte / Adapte
3255,766,2018,Mathématique,8,4,QCM,54,43,34,9,1.26,79.07,34,20,63.42,Adapte,Adapte,Adapte / Adapte
4085,766,2019,Mathématique,8,4,QCM,60,54,44,10,1.11,81.48,44,16,73.62,Adapte,Adapte,Adapte / Adapte
4915,766,2020,Mathématique,8,4,QCM,63,61,43,18,1.03,70.49,43,20,68.32,Adapte,Adapte,Adapte / Adapte
766,767,2015,Mathématique,8,5,QROC,67,60,6,54,1.12,10.0,6,61,9.04,Trop Difficile,Trop Difficile,Trop Difficile / Trop Difficile
1596,767,2016,Mathématique,8,5,QROC,63,36,17,19,1.75,47.22,17,46,27.12,Difficile,Difficile,Difficile / Difficile
2426,767,2017,Mathématique,8,5,QROC,50,48,46,2,1.04,95.83,46,4,91.62,Difficile,Trop Facile,Difficile / Trop Facile
3256,767,2018,Mathématique,8,5,QROC,55,37,0,37,1.49,0.0,0,55,0.33,Difficile,Trop Difficile,Difficile / Trop Difficile
4086,767,2019,Mathématique,8,5,QROC,45,43,43,0,1.05,100.0,43,2,95.03,Difficile,Trop Facile,Difficile / Trop Facile
4916,767,2020,Mathématique,8,5,QROC,36,33,28,5,1.09,84.85,28,8,76.46,Difficile,Facile,Difficile / Facile
767,768,2015,Mathématique,8,6,QCM,27,17,17,0,1.59,100.0,17,10,63.1,Adapte,Adapte,Adapte / Adapte
1597,768,2016,Mathématique,8,6,QCM,22,21,14,7,1.05,66.67,14,8,61.45,Adapte,Adapte,Adapte / Adapte
2427,768,2017,Mathématique,8,6,QCM,20,17,13,4,1.18,76.47,13,7,64.45,Adapte,Adapte,Adapte / Adapte
3257,768,2018,Mathématique,8,6,QCM,24,23,16,7,1.04,69.57,16,8,66.56,Adapte,Adapte,Adapte / Adapte
4087,768,2019,Mathématique,8,6,QCM,26,23,18,5,1.13,78.26,18,8,70.14,Adapte,Adapte,Adapte / Adapte
4917,768,2020,Mathématique,8,6,QCM,26,26,19,7,1.0,73.08,19,7,74.05,Adapte,Adapte,Adapte / Adapte
768,769,2015,Mathématique,8,7,QCM,34,23,23,0,1.48,100.0,23,11,66.87,Adapte,Adapte,Adapte / Adapte
1598,769,2016,Mathématique,8,7,QCM,34,34,25,9,1.0,73.53,25,9,73.89,Adapte,Adapte,Adapte / Adapte
2428,769,2017,Mathématique,8,7,QCM,34,31,22,9,1.1,70.97,22,12,64.04,Adapte,Adapte,Adapte / Adapte
3258,769,2018,Mathématique,8,7,QCM,35,29,22,7,1.21,75.86,22,13,64.05,Adapte,Adapte,Adapte / Adapte
4088,769,2019,Mathématique,8,7,QCM,34,26,25,1,1.31,96.15,25,9,73.05,Adapte,Adapte,Adapte / Adapte
4918,769,2020,Mathématique,8,7,QCM,33,24,21,3,1.38,87.5,21,12,63.77,Adapte,Adapte,Adapte / Adapte
769,770,2015,Mathématique,9,1,QCU,60,57,55,2,1.05,96.49,55,5,92.26,Trop Facile,Trop Facile,Trop Facile / Trop Facile
1599,770,2016,Mathématique,9,1,QCU,72,59,31,28,1.22,52.54,31,41,42.88,Difficile,Difficile,Difficile / Difficile
2429,770,2017,Mathématique,9,1,QCU,67,65,41,24,1.03,63.08,41,26,61.92,Difficile,Adapte,Difficile / Adapte
3259,770,2018,Mathématique,9,1,QCU,66,56,46,10,1.18,82.14,46,20,69.53,Adapte,Adapte,Adapte / Adapte
4089,770,2019,Mathématique,9,1,QCU,56,52,38,14,1.08,73.08,38,18,67.08,Adapte,Adapte,Adapte / Adapte
4919,770,2020,Mathématique,9,1,QCU,54,48,40,8,1.12,83.33,40,14,73.43,Adapte,Adapte,Adapte / Adapte
770,771,2015,Mathématique,9,2,QROC,79,68,66,2,1.16,97.06,66,13,83.06,Facile,Facile,Facile / Facile
1600,771,2016,Mathématique,9,2,QROC,82,69,67,2,1.19,97.1,67,15,81.63,Difficile,Facile,Difficile / Facile
2430,771,2017,Mathématique,9,2,QROC,87,61,48,13,1.43,78.69,48,39,55.4,Difficile,Difficile,Difficile / Difficile
3260,771,2018,Mathématique,9,2,QROC,82,73,68,5,1.12,93.15,68,14,82.75,Difficile,Facile,Difficile / Facile
4090,771,2019,Mathématique,9,2,QROC,92,74,71,3,1.24,95.95,71,21,77.57,Difficile,Facile,Difficile / Facile
4920,771,2020,Mathématique,9,2,QROC,89,53,18,35,1.68,33.96,18,71,19.97,Difficile,Trop Difficile,Difficile / Trop Difficile
771,772,2015,Mathématique,9,3,QCU,94,85,78,7,1.11,91.76,78,16,82.46,Facile,Facile,Facile / Facile
1601,772,2016,Mathématique,9,3,QCU,103,82,26,56,1.26,31.71,26,77,25.15,Difficile,Difficile,Difficile / Difficile
2431,772,2017,Mathématique,9,3,QCU,82,48,25,23,1.71,52.08,25,57,30.76,Difficile,Difficile,Difficile / Difficile
3261,772,2018,Mathématique,9,3,QCU,92,64,51,13,1.44,79.69,51,41,55.83,Difficile,Difficile,Difficile / Difficile
4091,772,2019,Mathématique,9,3,QCU,81,39,36,3,2.08,92.31,36,45,44.13,Difficile,Difficile,Difficile / Difficile
4921,772,2020,Mathématique,9,3,QCU,83,64,45,19,1.3,70.31,45,38,54.12,Difficile,Difficile,Difficile / Difficile
772,773,2015,Mathématique,9,4,QCU,56,55,18,37,1.02,32.73,18,38,31.95,Difficile,Difficile,Difficile / Difficile
1602,773,2016,Mathématique,9,4,QCU,49,39,29,10,1.26,74.36,29,20,58.19,Difficile,Difficile,Difficile / Difficile
2432,773,2017,Mathématique,9,4,QCU,52,28,17,11,1.86,60.71,17,35,32.49,Difficile,Difficile,Difficile / Difficile
3262,773,2018,Mathématique,9,4,QCU,55,41,26,15,1.34,63.41,26,29,46.83,Difficile,Difficile,Difficile / Difficile
4092,773,2019,Mathématique,9,4,QCU,57,40,32,8,1.43,80.0,32,25,56.92,Difficile,Difficile,Difficile / Difficile
4922,773,2020,Mathématique,9,4,QCU,65,41,29,12,1.59,70.73,29,36,44.49,Difficile,Difficile,Difficile / Difficile
773,774,2015,Mathématique,9,5,QCU,88,74,55,19,1.19,74.32,55,33,62.51,Adapte,Adapte,Adapte / Adapte
1603,774,2016,Mathématique,9,5,QCU,105,83,64,19,1.27,77.11,64,41,60.61,Adapte,Adapte,Adapte / Adapte
2433,774,2017,Mathématique,9,5,QCU,106,99,76,23,1.07,76.77,76,30,71.55,Adapte,Adapte,Adapte / Adapte
3263,774,2018,Mathématique,9,5,QCU,111,76,72,4,1.46,94.74,72,39,64.63,Adapte,Adapte,Adapte / Adapte
4093,774,2019,Mathématique,9,5,QCU,133,112,83,29,1.19,74.11,83,50,62.44,Adapte,Adapte,Adapte / Adapte
4923,774,2020,Mathématique,9,5,QCU,121,121,90,31,1.0,74.38,90,31,74.45,Adapte,Adapte,Adapte / Adapte
774,775,2015,Mathématique,9,6,QCM,6,3,3,0,2.0,100.0,3,3,44.82,Difficile,Difficile,Difficile / Difficile
1604,775,2016,Mathématique,9,6,QCM,7,6,3,3,1.17,50.0,3,4,40.24,Difficile,Difficile,Difficile / Difficile
2434,775,2017,Mathématique,9,6,QCM,7,7,6,1,1.0,85.71,6,1,90.82,Difficile,Trop Facile,Difficile / Trop Facile
3264,775,2018,Mathématique,9,6,QCM,8,4,2,2,2.0,50.0,2,6,26.75,Difficile,Difficile,Difficile / Difficile
4094,775,2019,Mathématique,9,6,QCM,10,9,5,4,1.11,55.56,5,5,46.15,Difficile,Difficile,Difficile / Difficile
4924,775,2020,Mathématique,9,6,QCM,8,6,6,0,1.33,100.0,6,2,72.59,Difficile,Adapte,Difficile / Adapte
775,776,2015,Mathématique,9,7,QCU,80,78,51,27,1.03,65.38,51,29,64.13,Facile,Adapte,Facile / Adapte
1605,776,2016,Mathématique,9,7,QCU,95,89,70,19,1.07,78.65,70,25,73.19,Adapte,Adapte,Adapte / Adapte
2435,776,2017,Mathématique,9,7,QCU,94,65,59,6,1.45,90.77,59,35,62.47,Adapte,Adapte,Adapte / Adapte
3265,776,2018,Mathématique,9,7,QCU,107,103,77,26,1.04,74.76,77,30,71.98,Adapte,Adapte,Adapte / Adapte
4095,776,2019,Mathématique,9,7,QCU,121,108,77,31,1.12,71.3,77,44,63.72,Adapte,Adapte,Adapte / Adapte
4925,776,2020,Mathématique,9,7,QCU,136,99,98,1,1.37,98.99,98,38,71.7,Adapte,Adapte,Adapte / Adapte
776,777,2015,Mathématique,9,8,QCU,19,18,16,2,1.06,88.89,16,3,81.81,Facile,Facile,Facile / Facile
1606,777,2016,Mathématique,9,8,QCU,15,6,4,2,2.5,66.67,4,11,26.76,Difficile,Difficile,Difficile / Difficile
2436,777,2017,Mathématique,9,8,QCU,12,9,4,5,1.33,44.44,4,8,34.78,Difficile,Difficile,Difficile / Difficile
3266,777,2018,Mathématique,9,8,QCU,12,7,4,3,1.71,57.14,4,8,30.63,Difficile,Difficile,Difficile / Difficile
4096,777,2019,Mathématique,9,8,QCU,12,9,8,1,1.33,88.89,8,4,67.63,Difficile,Adapte,Difficile / Adapte
4926,777,2020,Mathématique,9,8,QCU,12,10,9,1,1.2,90.0,9,3,74.97,Adapte,Adapte,Adapte / Adapte
777,778,2015,Mathématique,9,9,QCU,7,5,3,2,1.4,60.0,3,4,45.27,Difficile,Difficile,Difficile / Difficile
1607,778,2016,Mathématique,9,9,QCU,6,6,4,2,1.0,66.67,4,2,64.09,Difficile,Adapte,Difficile / Adapte
2437,778,2017,Mathématique,9,9,QCU,6,6,4,2,1.0,66.67,4,2,63.67,Adapte,Adapte,Adapte / Adapte
3267,778,2018,Mathématique,9,9,QCU,7,5,5,0,1.4,100.0,5,2,65.06,Adapte,Adapte,Adapte / Adapte
4097,778,2019,Mathématique,9,9,QCU,7,4,4,0,1.75,100.0,4,3,64.15,Adapte,Adapte,Adapte / Adapte
4927,778,2020,Mathématique,9,9,QCU,7,6,5,1,1.17,83.33,5,2,73.21,Adapte,Adapte,Adapte / Adapte
778,779,2015,Mathématique,9,10,QCM,53,24,5,19,2.21,20.83,5,48,8.98,Trop Difficile,Trop Difficile,Trop Difficile / Trop Difficile
1608,779,2016,Mathématique,9,10,QCM,46,42,19,23,1.1,45.24,19,27,40.34,Difficile,Difficile,Difficile / Difficile
2438,779,2017,Mathématique,9,10,QCM,48,44,37,7,1.09,84.09,37,11,78.04,Difficile,Facile,Difficile / Facile
3268,779,2018,Mathématique,9,10,QCM,44,43,29,14,1.02,67.44,29,15,66.08,Difficile,Adapte,Difficile / Adapte
4098,779,2019,Mathématique,9,10,QCM,47,38,34,4,1.24,89.47,34,13,73.23,Adapte,Adapte,Adapte / Adapte
4928,779,2020,Mathématique,9,10,QCM,52,43,37,6,1.21,86.05,37,15,70.29,Adapte,Adapte,Adapte / Adapte
779,780,2015,Mathématique,9,11,QCU,49,39,29,10,1.26,74.36,29,20,58.96,Difficile,Difficile,Difficile / Difficile
1609,780,2016,Mathématique,9,11,QCU,41,19,14,5,2.16,73.68,14,27,35.33,Difficile,Difficile,Difficile / Difficile
2439,780,2017,Mathématique,9,11,QCU,38,17,8,9,2.24,47.06,8,30,22.18,Difficile,Trop Difficile,Difficile / Trop Difficile
3269,780,2018,Mathématique,9,11,QCU,32,21,7,14,1.52,33.33,7,25,23.22,Difficile,Trop Difficile,Difficile / Trop Difficile
4099,780,2019,Mathématique,9,11,QCU,34,20,10,10,1.7,50.0,10,24,28.21,Difficile,Difficile,Difficile / Difficile
4929,780,2020,Mathématique,9,11,QCU,40,39,33,6,1.03,84.62,33,7,81.53,Difficile,Facile,Difficile / Facile
780,781,2015,Mathématique,9,12,QCM,56,34,4,30,1.65,11.76,4,52,6.61,Trop Difficile,Trop Difficile,Trop Difficile / Trop Difficile
1610,781,2016,Mathématique,9,12,QCM,50,28,25,3,1.79,89.29,25,25,49.74,Difficile,Difficile,Difficile / Difficile
2440,781,2017,Mathématique,9,12,QCM,60,55,51,4,1.09,92.73,51,9,84.17,Difficile,Facile,Difficile / Facile
3270,781,2018,Mathématique,9,12,QCM,59,49,8,41,1.2,16.33,8,51,13.87,Difficile,Trop Difficile,Difficile / Trop Difficile
4100,781,2019,Mathématique,9,12,QCM,64,48,18,30,1.33,37.5,18,46,27.95,Difficile,Difficile,Difficile / Difficile
4930,781,2020,Mathématique,9,12,QCM,71,64,62,2,1.11,96.88,62,9,87.96,Difficile,Trop Facile,Difficile / Trop Facile
781,782,2015,Mathématique,10,1,QCU,72,56,46,10,1.29,82.14,46,26,63.2,Adapte,Adapte,Adapte / Adapte
1611,782,2016,Mathématique,10,1,QCU,64,56,39,17,1.14,69.64,39,25,60.88,Adapte,Adapte,Adapte / Adapte
2441,782,2017,Mathématique,10,1,QCU,64,60,39,21,1.07,65.0,39,25,61.04,Adapte,Adapte,Adapte / Adapte
3271,782,2018,Mathématique,10,1,QCU,74,71,50,21,1.04,70.42,50,24,66.95,Adapte,Adapte,Adapte / Adapte
4101,782,2019,Mathématique,10,1,QCU,61,58,38,20,1.05,65.52,38,23,62.64,Adapte,Adapte,Adapte / Adapte
4931,782,2020,Mathématique,10,1,QCU,62,50,40,10,1.24,80.0,40,22,65.2,Adapte,Adapte,Adapte / Adapte
782,783,2015,Mathématique,11,1,QCU,15,15,1,14,1.0,6.67,1,14,5.11,Facile,Trop Difficile,Facile / Trop Difficile
1612,783,2016,Mathématique,11,1,QCU,18,8,7,1,2.25,87.5,7,11,39.83,Difficile,Difficile,Difficile / Difficile
2442,783,2017,Mathématique,11,1,QCU,17,17,12,5,1.0,70.59,12,5,72.14,Difficile,Adapte,Difficile / Adapte
3272,783,2018,Mathématique,11,1,QCU,19,14,13,1,1.36,92.86,13,6,67.15,Adapte,Adapte,Adapte / Adapte
4102,783,2019,Mathématique,11,1,QCU,16,16,11,5,1.0,68.75,11,5,66.98,Adapte,Adapte,Adapte / Adapte
4932,783,2020,Mathématique,11,1,QCU,17,12,11,1,1.42,91.67,11,6,63.69,Adapte,Adapte,Adapte / Adapte
783,784,2015,Mathématique,11,2,QCU,70,62,55,7,1.13,88.71,55,15,78.62,Difficile,Facile,Difficile / Facile
1613,784,2016,Mathématique,11,2,QCU,83,64,42,22,1.3,65.62,42,41,50.87,Difficile,Difficile,Difficile / Difficile
2443,784,2017,Mathématique,11,2,QCU,99,53,40,13,1.87,75.47,40,59,40.47,Difficile,Difficile,Difficile / Difficile
3273,784,2018,Mathématique,11,2,QCU,91,64,52,12,1.42,81.25,52,39,57.08,Difficile,Difficile,Difficile / Difficile
4103,784,2019,Mathématique,11,2,QCU,89,79,65,14,1.13,82.28,65,24,73.37,Difficile,Adapte,Difficile / Adapte
4933,784,2020,Mathématique,11,2,QCU,85,62,52,10,1.37,83.87,52,33,60.82,Adapte,Adapte,Adapte / Adapte
784,785,2015,Mathématique,11,3,QCU,93,87,85,2,1.07,97.7,85,8,91.89,Trop Facile,Trop Facile,Trop Facile / Trop Facile
1614,785,2016,Mathématique,11,3,QCU,107,83,48,35,1.29,57.83,48,59,45.28,Difficile,Difficile,Difficile / Difficile
2444,785,2017,Mathématique,11,3,QCU,101,68,47,21,1.49,69.12,47,54,46.26,Difficile,Difficile,Difficile / Difficile
3274,785,2018,Mathématique,11,3,QCU,103,83,48,35,1.24,57.83,48,55,46.43,Difficile,Difficile,Difficile / Difficile
4104,785,2019,Mathématique,11,3,QCU,104,57,40,17,1.82,70.18,40,64,38.22,Difficile,Difficile,Difficile / Difficile
4934,785,2020,Mathématique,11,3,QCU,93,90,51,39,1.03,56.67,51,42,54.65,Difficile,Difficile,Difficile / Difficile
